PLT_CN,FPAG,STANDPLOT_CN
22398478010497,CDG1,22398478010497_4
22398478010497,CDG1,22398478010497_1
22398482010497,CFS3,22398482010497_1
22398482010497,CFS3,22398482010497_2
22398482010497,CFS3,22398482010497_3
22398482010497,CFS3,22398482010497_4
22398483010497,CFS3,22398483010497_1
22398483010497,CFS3,22398483010497_2
22398483010497,CFS3,22398483010497_3
22398483010497,CFS3,22398483010497_4
22398485010497,CFS2,22398485010497_1
22398485010497,CFS2,22398485010497_2
22398485010497,CFS2,22398485010497_3
22398485010497,CFS2,22398485010497_4
22398487010497,CFS1,22398487010497_1
22398487010497,CFS1,22398487010497_2
22398487010497,CFS1,22398487010497_3
22398487010497,CFS1,22398487010497_4
22398488010497,CFS2,22398488010497_1
22398488010497,CFS2,22398488010497_2
22398488010497,CFS2,22398488010497_3
22398488010497,CFS2,22398488010497_4
22398489010497,CHS5,22398489010497_1
22398489010497,CHS5,22398489010497_2
22398489010497,CHS5,22398489010497_3
22398489010497,CHS5,22398489010497_4
22398490010497,CFS2,22398490010497_1
22398490010497,CFS2,22398490010497_2
22398490010497,CFS2,22398490010497_3
22398490010497,CFS2,22398490010497_4
22398491010497,CFS2,22398491010497_1
22398491010497,CFS2,22398491010497_2
22398491010497,CFS2,22398491010497_3
22398491010497,CFS2,22398491010497_4
22398494010497,CFS2,22398494010497_2
22398494010497,CFS2,22398494010497_1
22398494010497,CFS2,22398494010497_3
22398494010497,CFS2,22398494010497_4
22398495010497,CHF1,22398495010497_1
22398495010497,CHF1,22398495010497_2
22398495010497,CHF1,22398495010497_3
22398495010497,CHF1,22398495010497_4
22398505010497,CDG1,22398505010497_1
22398505010497,CDG1,22398505010497_2
22398505010497,CDG1,22398505010497_3
22398505010497,CDG1,22398505010497_4
22398506010497,CES3,22398506010497_1
22398506010497,CES3,22398506010497_2
22398506010497,CES3,22398506010497_3
22398506010497,CES3,22398506010497_4
22398507010497,CDS4,22398507010497_1
22398507010497,CDS4,22398507010497_2
22398507010497,CDS4,22398507010497_3
22398507010497,CDS4,22398507010497_4
22398508010497,CES4,22398508010497_1
22398508010497,CES4,22398508010497_2
22398508010497,CES4,22398508010497_3
22398508010497,CES4,22398508010497_4
22398510010497,CPS2,22398510010497_1
22398510010497,CPS2,22398510010497_2
22398510010497,CPS2,22398510010497_3
22398510010497,CPS2,22398510010497_4
22398511010497,CES3,22398511010497_2
22398511010497,CES3,22398511010497_1
22398511010497,CES3,22398511010497_3
22398511010497,CES3,22398511010497_4
22398512010497,CDS1,22398512010497_3
22398512010497,CDS1,22398512010497_1
22398512010497,CDS1,22398512010497_2
22398512010497,CDS1,22398512010497_4
22398513010497,CES4,22398513010497_4
22398513010497,CES4,22398513010497_1
22398513010497,CES4,22398513010497_2
22398513010497,CES4,22398513010497_3
22398514010497,CDS4,22398514010497_2
22398514010497,CDS4,22398514010497_1
22398514010497,CDS4,22398514010497_3
22398514010497,CDS4,22398514010497_4
22398515010497,CDS6,22398515010497_1
22398515010497,CDS6,22398515010497_2
22398515010497,CDS6,22398515010497_3
22398515010497,CDS6,22398515010497_4
22398516010497,CDS6,22398516010497_1
22398516010497,CDS6,22398516010497_2
22398516010497,CDS6,22398516010497_3
22398516010497,CDS6,22398516010497_4
22398517010497,CDS6,22398517010497_1
22398517010497,CDS6,22398517010497_2
22398517010497,CDS6,22398517010497_3
22398517010497,CDS6,22398517010497_4
22398518010497,CEFH,22398518010497_1
22398518010497,CEFH,22398518010497_2
22398518010497,CEFH,22398518010497_3
22398518010497,CEFH,22398518010497_4
22398520010497,CFS4,22398520010497_1
22398520010497,CFS4,22398520010497_2
22398520010497,CFS4,22398520010497_3
22398520010497,CFS4,22398520010497_4
22398521010497,CDS8,22398521010497_1
22398521010497,CDS8,22398521010497_2
22398521010497,CDS8,22398521010497_3
22398521010497,CDS8,22398521010497_4
22398522010497,CES2,22398522010497_1
22398522010497,CES2,22398522010497_2
22398522010497,CES2,22398522010497_3
22398522010497,CES2,22398522010497_4
22398525010497,CD81,22398525010497_4
22398525010497,CD81,22398525010497_1
22398525010497,CD81,22398525010497_2
22398525010497,CD81,22398525010497_3
22398526010497,CDS6,22398526010497_2
22398526010497,CDS6,22398526010497_1
22398526010497,CDS6,22398526010497_3
22398526010497,CDS6,22398526010497_4
22398527010497,CDS8,22398527010497_1
22398527010497,CDS8,22398527010497_2
22398527010497,CDS8,22398527010497_3
22398527010497,CDS8,22398527010497_4
22398529010497,CDG1,22398529010497_1
22398529010497,CDG1,22398529010497_2
22398529010497,CDG1,22398529010497_3
22398529010497,CDG1,22398529010497_4
22398531010497,CES4,22398531010497_4
22398531010497,CES4,22398531010497_1
22398531010497,CES4,22398531010497_2
22398531010497,CES4,22398531010497_3
22398533010497,CEG1,22398533010497_1
22398533010497,CEG1,22398533010497_2
22398533010497,CEG1,22398533010497_4
22398533010497,CEG1,22398533010497_3
22398534010497,CEG3,22398534010497_1
22398534010497,CEG3,22398534010497_2
22398534010497,CEG3,22398534010497_3
22398534010497,CEG3,22398534010497_4
22398536010497,CDS6,22398536010497_1
22398536010497,CDS6,22398536010497_2
22398536010497,CDS6,22398536010497_3
22398536010497,CDS6,22398536010497_4
22398537010497,CES4,22398537010497_1
22398537010497,CES4,22398537010497_2
22398537010497,CES4,22398537010497_3
22398537010497,CES4,22398537010497_4
22398558010497,CHS1,22398558010497_1
22398558010497,CHS1,22398558010497_2
22398558010497,CHS1,22398558010497_3
22398558010497,CHS1,22398558010497_4
22398559010497,CFS2,22398559010497_1
22398559010497,CFS2,22398559010497_2
22398559010497,CFS2,22398559010497_3
22398559010497,CFS2,22398559010497_4
22398561010497,CHS1,22398561010497_1
22398561010497,CHS1,22398561010497_3
22398561010497,CHS1,22398561010497_4
22398561010497,CHS1,22398561010497_2
22398562010497,CEF3,22398562010497_1
22398562010497,CEF3,22398562010497_3
22398562010497,CEF3,22398562010497_4
22398562010497,CEF3,22398562010497_2
22398563010497,CFS2,22398563010497_1
22398563010497,CFS2,22398563010497_2
22398563010497,CFS2,22398563010497_4
22398563010497,CFS2,22398563010497_3
22398565010497,CFF1,22398565010497_1
22398565010497,CFF1,22398565010497_2
22398565010497,CFF1,22398565010497_3
22398565010497,CFF1,22398565010497_4
22398567010497,CFS2,22398567010497_1
22398567010497,CFS2,22398567010497_2
22398567010497,CFS2,22398567010497_3
22398567010497,CFS2,22398567010497_4
22398571010497,CHF2,22398571010497_2
22398571010497,CHF2,22398571010497_1
22398571010497,CHF2,22398571010497_3
22398571010497,CHF2,22398571010497_4
22398574010497,CFF1,22398574010497_1
22398574010497,CFF1,22398574010497_2
22398574010497,CFF1,22398574010497_3
22398574010497,CFF1,22398574010497_4
22398576010497,CFS1,22398576010497_1
22398576010497,CFS1,22398576010497_2
22398576010497,CFS1,22398576010497_3
22398576010497,CFS1,22398576010497_4
22398577010497,CHS1,22398577010497_1
22398577010497,CHS1,22398577010497_2
22398577010497,CHS1,22398577010497_3
22398577010497,CHS1,22398577010497_4
22398578010497,CFS2,22398578010497_2
22398578010497,CFS2,22398578010497_1
22398578010497,CFS2,22398578010497_3
22398578010497,CFS2,22398578010497_4
22398581010497,CFS2,22398581010497_1
22398581010497,CFS2,22398581010497_2
22398581010497,CFS2,22398581010497_3
22398581010497,CFS2,22398581010497_4
22398584010497,CFS2,22398584010497_1
22398584010497,CFS2,22398584010497_2
22398584010497,CFS2,22398584010497_3
22398584010497,CFS2,22398584010497_4
22398585010497,CFF1,22398585010497_2
22398585010497,CFF1,22398585010497_1
22398585010497,CFF1,22398585010497_3
22398585010497,CFF1,22398585010497_4
22398586010497,CMS2,22398586010497_1
22398586010497,CMS2,22398586010497_2
22398586010497,CMS2,22398586010497_3
22398586010497,CMS2,22398586010497_4
22398591010497,CFS2,22398591010497_1
22398591010497,CFS2,22398591010497_2
22398591010497,CFS2,22398591010497_3
22398591010497,CFS2,22398591010497_4
22398593010497,CFS2,22398593010497_1
22398593010497,CFS2,22398593010497_2
22398593010497,CFS2,22398593010497_3
22398593010497,CFS2,22398593010497_4
22398594010497,CHS6,22398594010497_1
22398594010497,CHS6,22398594010497_2
22398594010497,CHS6,22398594010497_3
22398594010497,CHS6,22398594010497_4
22398597010497,CMS2,22398597010497_2
22398597010497,CMS2,22398597010497_3
22398597010497,CMS2,22398597010497_4
22398597010497,CMS2,22398597010497_1
22398599010497,CHS1,22398599010497_2
22398599010497,CHS1,22398599010497_1
22398599010497,CHS1,22398599010497_3
22398599010497,CHS1,22398599010497_4
22398600010497,CMS2,22398600010497_1
22398600010497,CMS2,22398600010497_2
22398600010497,CMS2,22398600010497_3
22398600010497,CMS2,22398600010497_4
22398609010497,CFS2,22398609010497_2
22398609010497,CFS2,22398609010497_3
22398609010497,CFS2,22398609010497_4
22398609010497,CFS2,22398609010497_1
22398610010497,CFS2,22398610010497_1
22398610010497,CFS2,22398610010497_3
22398610010497,CFS2,22398610010497_4
22398610010497,CFS2,22398610010497_2
22398611010497,CMS2,22398611010497_1
22398611010497,CMS2,22398611010497_2
22398611010497,CMS2,22398611010497_4
22398611010497,CMS2,22398611010497_3
22398612010497,CHS6,22398612010497_1
22398612010497,CHS6,22398612010497_2
22398612010497,CHS6,22398612010497_3
22398612010497,CHS6,22398612010497_4
22398618010497,CHF1,22398618010497_1
22398618010497,CHF1,22398618010497_3
22398618010497,CHF1,22398618010497_4
22398618010497,CHF1,22398618010497_2
22398619010497,CHS1,22398619010497_2
22398619010497,CHS1,22398619010497_3
22398619010497,CHS1,22398619010497_4
22398619010497,CHS1,22398619010497_1
22398620010497,CHS1,22398620010497_1
22398620010497,CHS1,22398620010497_2
22398620010497,CHS1,22398620010497_3
22398620010497,CHS1,22398620010497_4
22398623010497,CMS3,22398623010497_4
22398623010497,CMS3,22398623010497_1
22398623010497,CMS3,22398623010497_2
22398623010497,CMS3,22398623010497_3
22398624010497,CES1,22398624010497_3
22398624010497,CES1,22398624010497_1
22398624010497,CES1,22398624010497_2
22398624010497,CES1,22398624010497_4
22398630010497,CWS3,22398630010497_4
22398630010497,CWS3,22398630010497_1
22398630010497,CWS3,22398630010497_2
22398630010497,CWS3,22398630010497_3
22398631010497,CFF2,22398631010497_2
22398631010497,CFF2,22398631010497_1
22398631010497,CFF2,22398631010497_3
22398631010497,CFF2,22398631010497_4
22398633010497,CHS1,22398633010497_1
22398633010497,CHS1,22398633010497_2
22398633010497,CHS1,22398633010497_3
22398633010497,CHS1,22398633010497_4
22398634010497,CWS3,22398634010497_3
22398634010497,CWS3,22398634010497_4
22398634010497,CWS3,22398634010497_1
22398634010497,CWS3,22398634010497_2
22398636010497,CWS5,22398636010497_1
22398636010497,CWS5,22398636010497_2
22398636010497,CWS5,22398636010497_4
22398636010497,CWS5,22398636010497_3
22398637010497,CDS6,22398637010497_1
22398637010497,CDS6,22398637010497_2
22398637010497,CDS6,22398637010497_3
22398637010497,CDS6,22398637010497_4
22398638010497,CPS2,22398638010497_1
22398638010497,CPS2,22398638010497_2
22398638010497,CPS2,22398638010497_3
22398638010497,CPS2,22398638010497_4
22398639010497,CPS2,22398639010497_2
22398639010497,CPS2,22398639010497_3
22398639010497,CPS2,22398639010497_4
22398639010497,CPS2,22398639010497_1
22398642010497,CDG1,22398642010497_1
22398642010497,CDG1,22398642010497_2
22398642010497,CDG1,22398642010497_3
22398642010497,CDG1,22398642010497_4
22398645010497,CDG1,22398645010497_1
22398645010497,CDG1,22398645010497_2
22398645010497,CDG1,22398645010497_4
22398645010497,CDG1,22398645010497_3
22398647010497,CWS2,22398647010497_1
22398647010497,CWS2,22398647010497_2
22398647010497,CWS2,22398647010497_3
22398647010497,CWS2,22398647010497_4
22398649010497,CFS2,22398649010497_1
22398649010497,CFS2,22398649010497_2
22398649010497,CFS2,22398649010497_3
22398649010497,CFS2,22398649010497_4
22398650010497,CES2,22398650010497_1
22398650010497,CES2,22398650010497_2
22398650010497,CES2,22398650010497_3
22398650010497,CES2,22398650010497_4
22398651010497,CWS5,22398651010497_4
22398651010497,CWS5,22398651010497_1
22398651010497,CWS5,22398651010497_2
22398651010497,CWS5,22398651010497_3
22398652010497,CFS2,22398652010497_2
22398652010497,CFS2,22398652010497_1
22398652010497,CFS2,22398652010497_3
22398652010497,CFS2,22398652010497_4
22398654010497,CWF4,22398654010497_1
22398654010497,CWF4,22398654010497_2
22398654010497,CWF4,22398654010497_3
22398654010497,CWF4,22398654010497_4
22398655010497,CWG1,22398655010497_1
22398655010497,CWG1,22398655010497_2
22398655010497,CWG1,22398655010497_3
22398655010497,CWG1,22398655010497_4
22398656010497,CES2,22398656010497_1
22398656010497,CES2,22398656010497_2
22398656010497,CES2,22398656010497_3
22398656010497,CES2,22398656010497_4
22398657010497,CDG1,22398657010497_1
22398657010497,CDG1,22398657010497_2
22398657010497,CDG1,22398657010497_3
22398657010497,CDG1,22398657010497_4
22398658010497,CDS6,22398658010497_2
22398658010497,CDS6,22398658010497_1
22398658010497,CDS6,22398658010497_3
22398658010497,CDS6,22398658010497_4
22398671010497,CFF1,22398671010497_3
22398671010497,CFF1,22398671010497_1
22398671010497,CFF1,22398671010497_2
22398671010497,CFF1,22398671010497_4
22398677010497,CCF2,22398677010497_1
22398677010497,CCF2,22398677010497_2
22398677010497,CCF2,22398677010497_3
22398677010497,CCF2,22398677010497_4
22398678010497,CEFA,22398678010497_1
22398678010497,CEFA,22398678010497_2
22398678010497,CEFA,22398678010497_3
22398678010497,CEFA,22398678010497_4
22398680010497,CDS8,22398680010497_1
22398680010497,CDS8,22398680010497_2
22398680010497,CDS8,22398680010497_3
22398680010497,CDS8,22398680010497_4
22398684010497,CDS7,22398684010497_1
22398684010497,CDS7,22398684010497_2
22398684010497,CDS7,22398684010497_3
22398684010497,CDS7,22398684010497_4
22398685010497,CEG3,22398685010497_1
22398685010497,CEG3,22398685010497_2
22398685010497,CEG3,22398685010497_3
22398685010497,CEG3,22398685010497_4
22398687010497,CES3,22398687010497_1
22398687010497,CES3,22398687010497_2
22398687010497,CES3,22398687010497_3
22398687010497,CES3,22398687010497_4
22398699010497,CFS2,22398699010497_2
22398699010497,CFS2,22398699010497_1
22398699010497,CFS2,22398699010497_3
22398699010497,CFS2,22398699010497_4
22398702010497,CFS2,22398702010497_1
22398702010497,CFS2,22398702010497_2
22398702010497,CFS2,22398702010497_3
22398702010497,CFS2,22398702010497_4
22398704010497,CES4,22398704010497_4
22398704010497,CES4,22398704010497_1
22398704010497,CES4,22398704010497_2
22398704010497,CES4,22398704010497_3
22398707010497,CWS2,22398707010497_1
22398707010497,CWS2,22398707010497_2
22398707010497,CWS2,22398707010497_3
22398707010497,CWS2,22398707010497_4
22398710010497,CDG1,22398710010497_4
22398710010497,CDG1,22398710010497_1
22398710010497,CDG1,22398710010497_2
22398710010497,CDG1,22398710010497_3
22398714010497,CHS1,22398714010497_1
22398714010497,CHS1,22398714010497_2
22398714010497,CHS1,22398714010497_3
22398714010497,CHS1,22398714010497_4
22398715010497,CHS2,22398715010497_1
22398715010497,CHS2,22398715010497_2
22398715010497,CHS2,22398715010497_3
22398715010497,CHS2,22398715010497_4
22398716010497,CFS2,22398716010497_1
22398716010497,CFS2,22398716010497_2
22398716010497,CFS2,22398716010497_3
22398716010497,CFS2,22398716010497_4
22398720010497,CHS1,22398720010497_1
22398720010497,CHS1,22398720010497_2
22398720010497,CHS1,22398720010497_3
22398720010497,CHS1,22398720010497_4
22398726010497,CFS2,22398726010497_1
22398726010497,CFS2,22398726010497_2
22398726010497,CFS2,22398726010497_3
22398726010497,CFS2,22398726010497_4
22398728010497,CFS2,22398728010497_3
22398728010497,CFS2,22398728010497_1
22398728010497,CFS2,22398728010497_2
22398728010497,CFS2,22398728010497_4
22398734010497,CDS4,22398734010497_3
22398734010497,CDS4,22398734010497_1
22398734010497,CDS4,22398734010497_2
22398734010497,CDS4,22398734010497_4
22398735010497,CDS8,22398735010497_4
22398735010497,CDS8,22398735010497_1
22398735010497,CDS8,22398735010497_2
22398735010497,CDS8,22398735010497_3
22398737010497,CDS6,22398737010497_4
22398737010497,CDS6,22398737010497_1
22398737010497,CDS6,22398737010497_2
22398737010497,CDS6,22398737010497_3
22398740010497,CDS6,22398740010497_1
22398740010497,CDS6,22398740010497_2
22398740010497,CDS6,22398740010497_3
22398740010497,CDS6,22398740010497_4
22398741010497,CDS4,22398741010497_1
22398741010497,CDS4,22398741010497_2
22398741010497,CDS4,22398741010497_3
22398741010497,CDS4,22398741010497_4
22398742010497,CES4,22398742010497_1
22398742010497,CES4,22398742010497_2
22398742010497,CES4,22398742010497_3
22398742010497,CES4,22398742010497_4
22398743010497,CDS6,22398743010497_1
22398743010497,CDS6,22398743010497_2
22398743010497,CDS6,22398743010497_3
22398743010497,CDS6,22398743010497_4
22398744010497,CDS6,22398744010497_1
22398744010497,CDS6,22398744010497_2
22398744010497,CDS6,22398744010497_3
22398744010497,CDS6,22398744010497_4
22398747010497,CDS6,22398747010497_1
22398747010497,CDS6,22398747010497_2
22398747010497,CDS6,22398747010497_4
22398747010497,CDS6,22398747010497_3
22398748010497,CDS6,22398748010497_2
22398748010497,CDS6,22398748010497_3
22398748010497,CDS6,22398748010497_4
22398748010497,CDS6,22398748010497_1
22398750010497,CDS8,22398750010497_2
22398750010497,CDS8,22398750010497_3
22398750010497,CDS8,22398750010497_4
22398750010497,CDS8,22398750010497_1
22398751010497,CDS6,22398751010497_1
22398751010497,CDS6,22398751010497_2
22398751010497,CDS6,22398751010497_3
22398751010497,CDS6,22398751010497_4
22398756010497,CDG1,22398756010497_1
22398756010497,CDG1,22398756010497_2
22398756010497,CDG1,22398756010497_3
22398756010497,CDG1,22398756010497_4
22398757010497,CDS4,22398757010497_2
22398757010497,CDS4,22398757010497_3
22398757010497,CDS4,22398757010497_4
22398757010497,CDS4,22398757010497_1
22398759010497,CDG1,22398759010497_1
22398759010497,CDG1,22398759010497_2
22398759010497,CDG1,22398759010497_3
22398759010497,CDG1,22398759010497_4
22398760010497,CEF2,22398760010497_1
22398760010497,CEF2,22398760010497_2
22398760010497,CEF2,22398760010497_3
22398760010497,CEF2,22398760010497_4
22398761010497,CES2,22398761010497_1
22398761010497,CES2,22398761010497_2
22398761010497,CES2,22398761010497_3
22398761010497,CES2,22398761010497_4
22398775010497,CFS5,22398775010497_2
22398775010497,CFS5,22398775010497_1
22398775010497,CFS5,22398775010497_3
22398775010497,CFS5,22398775010497_4
22398777010497,CFS2,22398777010497_3
22398777010497,CFS2,22398777010497_1
22398777010497,CFS2,22398777010497_2
22398777010497,CFS2,22398777010497_4
22398779010497,CMS2,22398779010497_4
22398779010497,CMS2,22398779010497_1
22398779010497,CMS2,22398779010497_2
22398779010497,CMS2,22398779010497_3
22398781010497,CFS2,22398781010497_1
22398781010497,CFS2,22398781010497_2
22398781010497,CFS2,22398781010497_3
22398781010497,CFS2,22398781010497_4
22398782010497,CFS2,22398782010497_1
22398782010497,CFS2,22398782010497_2
22398782010497,CFS2,22398782010497_3
22398782010497,CFS2,22398782010497_4
22398784010497,CFS2,22398784010497_1
22398784010497,CFS2,22398784010497_2
22398784010497,CFS2,22398784010497_3
22398784010497,CFS2,22398784010497_4
22398785010497,CFS2,22398785010497_1
22398785010497,CFS2,22398785010497_2
22398785010497,CFS2,22398785010497_3
22398785010497,CFS2,22398785010497_4
22398786010497,CFS2,22398786010497_1
22398786010497,CFS2,22398786010497_2
22398786010497,CFS2,22398786010497_3
22398786010497,CFS2,22398786010497_4
22398788010497,CFF1,22398788010497_1
22398788010497,CFF1,22398788010497_2
22398788010497,CFF1,22398788010497_3
22398788010497,CFF1,22398788010497_4
22398790010497,CHF2,22398790010497_1
22398790010497,CHF2,22398790010497_3
22398790010497,CHF2,22398790010497_4
22398790010497,CHF2,22398790010497_2
22398791010497,CMS2,22398791010497_1
22398791010497,CMS2,22398791010497_2
22398791010497,CMS2,22398791010497_3
22398791010497,CMS2,22398791010497_4
22398796010497,CFF1,22398796010497_2
22398796010497,CFF1,22398796010497_3
22398796010497,CFF1,22398796010497_4
22398796010497,CFF1,22398796010497_1
22398797010497,CFF1,22398797010497_1
22398797010497,CFF1,22398797010497_2
22398797010497,CFF1,22398797010497_3
22398797010497,CFF1,22398797010497_4
22398798010497,CFS2,22398798010497_1
22398798010497,CFS2,22398798010497_2
22398798010497,CFS2,22398798010497_3
22398798010497,CFS2,22398798010497_4
22398806010497,CFS1,22398806010497_2
22398806010497,CFS1,22398806010497_3
22398806010497,CFS1,22398806010497_4
22398806010497,CFS1,22398806010497_1
22398810010497,CMS2,22398810010497_1
22398810010497,CMS2,22398810010497_2
22398810010497,CMS2,22398810010497_3
22398810010497,CMS2,22398810010497_4
22398814010497,CFS3,22398814010497_2
22398814010497,CFS3,22398814010497_3
22398814010497,CFS3,22398814010497_4
22398814010497,CFS3,22398814010497_1
22398820010497,CHS1,22398820010497_1
22398820010497,CHS1,22398820010497_2
22398820010497,CHS1,22398820010497_3
22398820010497,CHS1,22398820010497_4
22398823010497,CFS2,22398823010497_2
22398823010497,CFS2,22398823010497_3
22398823010497,CFS2,22398823010497_4
22398823010497,CFS2,22398823010497_1
22398824010497,CHF1,22398824010497_1
22398824010497,CHF1,22398824010497_2
22398824010497,CHF1,22398824010497_3
22398824010497,CHF1,22398824010497_4
22398826010497,CHF1,22398826010497_1
22398826010497,CHF1,22398826010497_2
22398826010497,CHF1,22398826010497_3
22398826010497,CHF1,22398826010497_4
22398836010497,CFS2,22398836010497_1
22398836010497,CFS2,22398836010497_2
22398836010497,CFS2,22398836010497_3
22398836010497,CFS2,22398836010497_4
22398837010497,CHS1,22398837010497_1
22398837010497,CHS1,22398837010497_2
22398837010497,CHS1,22398837010497_4
22398837010497,CHS1,22398837010497_3
22398844010497,CHF1,22398844010497_4
22398844010497,CHF1,22398844010497_2
22398844010497,CHF1,22398844010497_3
22398844010497,CHF1,22398844010497_1
22398847010497,CW55,22398847010497_1
22398847010497,CW55,22398847010497_2
22398847010497,CW55,22398847010497_3
22398847010497,CW55,22398847010497_4
22398848010497,CWG1,22398848010497_2
22398848010497,CWG1,22398848010497_3
22398848010497,CWG1,22398848010497_4
22398848010497,CWG1,22398848010497_1
22398849010497,CWS5,22398849010497_2
22398849010497,CWS5,22398849010497_3
22398849010497,CWS5,22398849010497_4
22398849010497,CWS5,22398849010497_1
22398850010497,CWS3,22398850010497_1
22398850010497,CWS3,22398850010497_2
22398850010497,CWS3,22398850010497_3
22398850010497,CWS3,22398850010497_4
22398852010497,CWS2,22398852010497_1
22398852010497,CWS2,22398852010497_2
22398852010497,CWS2,22398852010497_3
22398852010497,CWS2,22398852010497_4
22398854010497,CWS5,22398854010497_4
22398854010497,CWS5,22398854010497_1
22398854010497,CWS5,22398854010497_2
22398854010497,CWS5,22398854010497_3
22398855010497,CAS3,22398855010497_2
22398855010497,CAS3,22398855010497_1
22398855010497,CAS3,22398855010497_3
22398855010497,CAS3,22398855010497_4
22398857010497,CFS2,22398857010497_1
22398857010497,CFS2,22398857010497_2
22398857010497,CFS2,22398857010497_3
22398857010497,CFS2,22398857010497_4
22398858010497,CAG2,22398858010497_1
22398858010497,CAG2,22398858010497_3
22398858010497,CAG2,22398858010497_4
22398858010497,CAG2,22398858010497_2
22398859010497,CDS6,22398859010497_1
22398859010497,CDS6,22398859010497_2
22398859010497,CDS6,22398859010497_4
22398859010497,CDS6,22398859010497_3
22398860010497,CPS2,22398860010497_1
22398860010497,CPS2,22398860010497_2
22398860010497,CPS2,22398860010497_3
22398860010497,CPS2,22398860010497_4
22398863010497,CEG1,22398863010497_1
22398863010497,CEG1,22398863010497_2
22398863010497,CEG1,22398863010497_3
22398863010497,CEG1,22398863010497_4
22398864010497,CDS6,22398864010497_1
22398864010497,CDS6,22398864010497_2
22398864010497,CDS6,22398864010497_3
22398864010497,CDS6,22398864010497_4
22398865010497,CDS6,22398865010497_1
22398865010497,CDS6,22398865010497_2
22398865010497,CDS6,22398865010497_3
22398865010497,CDS6,22398865010497_4
22398867010497,CWS5,22398867010497_1
22398867010497,CWS5,22398867010497_2
22398867010497,CWS5,22398867010497_3
22398867010497,CWS5,22398867010497_4
22398868010497,CWS5,22398868010497_1
22398868010497,CWS5,22398868010497_2
22398868010497,CWS5,22398868010497_3
22398868010497,CWS5,22398868010497_4
22398869010497,CFS4,22398869010497_1
22398869010497,CFS4,22398869010497_2
22398869010497,CFS4,22398869010497_3
22398869010497,CFS4,22398869010497_4
22398871010497,CDS6,22398871010497_3
22398871010497,CDS6,22398871010497_1
22398871010497,CDS6,22398871010497_2
22398871010497,CDS6,22398871010497_4
22398874010497,CDS6,22398874010497_1
22398874010497,CDS6,22398874010497_2
22398874010497,CDS6,22398874010497_3
22398874010497,CDS6,22398874010497_4
22398877010497,CFS2,22398877010497_2
22398877010497,CFS2,22398877010497_3
22398877010497,CFS2,22398877010497_4
22398877010497,CFS2,22398877010497_1
22398878010497,CES2,22398878010497_1
22398878010497,CES2,22398878010497_3
22398878010497,CES2,22398878010497_4
22398878010497,CES2,22398878010497_2
22398880010497,CES4,22398880010497_1
22398880010497,CES4,22398880010497_2
22398880010497,CES4,22398880010497_3
22398880010497,CES4,22398880010497_4
22398881010497,CFS3,22398881010497_1
22398881010497,CFS3,22398881010497_2
22398881010497,CFS3,22398881010497_3
22398881010497,CFS3,22398881010497_4
22398883010497,CES4,22398883010497_1
22398883010497,CES4,22398883010497_2
22398883010497,CES4,22398883010497_3
22398883010497,CES4,22398883010497_4
22398884010497,CAS3,22398884010497_2
22398884010497,CAS3,22398884010497_1
22398884010497,CAS3,22398884010497_3
22398884010497,CAS3,22398884010497_4
22398901010497,CEG3,22398901010497_1
22398901010497,CEG3,22398901010497_2
22398901010497,CEG3,22398901010497_3
22398901010497,CEG3,22398901010497_4
22398904010497,CDS6,22398904010497_2
22398904010497,CDS6,22398904010497_3
22398904010497,CDS6,22398904010497_4
22398904010497,CDS6,22398904010497_1
22398905010497,CDS7,22398905010497_1
22398905010497,CDS7,22398905010497_2
22398905010497,CDS7,22398905010497_3
22398905010497,CDS7,22398905010497_4
22398907010497,CES3,22398907010497_1
22398907010497,CES3,22398907010497_2
22398907010497,CES3,22398907010497_3
22398907010497,CES3,22398907010497_4
22398908010497,CDS8,22398908010497_1
22398908010497,CDS8,22398908010497_2
22398908010497,CDS8,22398908010497_3
22398908010497,CDS8,22398908010497_4
22398925010497,CFS1,22398925010497_4
22398925010497,CFS1,22398925010497_1
22398925010497,CFS1,22398925010497_2
22398925010497,CFS1,22398925010497_3
22398927010497,CHF1,22398927010497_2
22398927010497,CHF1,22398927010497_3
22398927010497,CHF1,22398927010497_4
22398927010497,CHF1,22398927010497_1
22398928010497,CFF2,22398928010497_1
22398928010497,CFF2,22398928010497_2
22398928010497,CFF2,22398928010497_3
22398928010497,CFF2,22398928010497_4
22398930010497,CHF1,22398930010497_1
22398930010497,CHF1,22398930010497_2
22398930010497,CHF1,22398930010497_3
22398930010497,CHF1,22398930010497_4
22398934010497,CDS6,22398934010497_2
22398934010497,CDS6,22398934010497_3
22398934010497,CDS6,22398934010497_4
22398934010497,CDS6,22398934010497_1
22398935010497,CWS3,22398935010497_1
22398935010497,CWS3,22398935010497_2
22398935010497,CWS3,22398935010497_3
22398935010497,CWS3,22398935010497_4
22398936010497,CFS5,22398936010497_1
22398936010497,CFS5,22398936010497_2
22398936010497,CFS5,22398936010497_4
22398936010497,CFS5,22398936010497_3
22398937010497,CMS2,22398937010497_1
22398937010497,CMS2,22398937010497_2
22398937010497,CMS2,22398937010497_3
22398937010497,CMS2,22398937010497_4
22398938010497,CMS1,22398938010497_1
22398938010497,CMS1,22398938010497_2
22398938010497,CMS1,22398938010497_3
22398938010497,CMS1,22398938010497_4
22398939010497,CES1,22398939010497_1
