PLT_CN,FPAG,STANDPLOT_CN
29395632010497,CWG1,29395632010497_3
29395632010497,CWG1,29395632010497_4
29395633010497,CFS2,29395633010497_2
29395633010497,CFS2,29395633010497_3
29395633010497,CFS2,29395633010497_4
29395633010497,CFS2,29395633010497_1
29395634010497,CWF4,29395634010497_1
29395634010497,CWF4,29395634010497_2
29395634010497,CWF4,29395634010497_3
29395634010497,CWF4,29395634010497_4
29395635010497,CES4,29395635010497_1
29395635010497,CES4,29395635010497_3
29395635010497,CES4,29395635010497_4
29395635010497,CES4,29395635010497_2
29395636010497,CDF4,29395636010497_1
29395636010497,CDF4,29395636010497_2
29395636010497,CDF4,29395636010497_4
29395636010497,CDF4,29395636010497_3
29395637010497,CFS2,29395637010497_1
29395637010497,CFS2,29395637010497_2
29395637010497,CFS2,29395637010497_3
29395637010497,CFS2,29395637010497_4
29395638010497,CMS2,29395638010497_1
29395638010497,CMS2,29395638010497_2
29395638010497,CMS2,29395638010497_3
29395638010497,CMS2,29395638010497_4
29395639010497,CWS3,29395639010497_4
29395639010497,CWS3,29395639010497_1
29395639010497,CWS3,29395639010497_2
29395639010497,CWS3,29395639010497_3
29395640010497,CEF4,29395640010497_1
29395640010497,CEF4,29395640010497_2
29395640010497,CEF4,29395640010497_3
29395640010497,CEF4,29395640010497_4
29395641010497,CAS3,29395641010497_1
29395641010497,CAS3,29395641010497_2
29395641010497,CAS3,29395641010497_3
29395641010497,CAS3,29395641010497_4
29395644010497,CD,29395644010497_1
29395644010497,CD,29395644010497_2
29395644010497,CD,29395644010497_3
29395644010497,CD,29395644010497_4
29395645010497,CHS1,29395645010497_1
29395645010497,CHS1,29395645010497_2
29395645010497,CHS1,29395645010497_3
29395645010497,CHS1,29395645010497_4
29395646010497,CDG1,29395646010497_1
29395646010497,CDG1,29395646010497_2
29395646010497,CDG1,29395646010497_3
29395646010497,CDG1,29395646010497_4
29395648010497,CWS5,29395648010497_2
29395648010497,CWS5,29395648010497_3
29395648010497,CWS5,29395648010497_4
29395648010497,CWS5,29395648010497_1
29395657010497,CHS1,29395657010497_1
29395657010497,CHS1,29395657010497_2
29395657010497,CHS1,29395657010497_3
29395657010497,CHS1,29395657010497_4
29395659010497,CEF4,29395659010497_1
29395659010497,CEF4,29395659010497_2
29395659010497,CEF4,29395659010497_3
29395659010497,CEF4,29395659010497_4
29395661010497,CEG3,29395661010497_1
29395661010497,CEG3,29395661010497_2
29395661010497,CEG3,29395661010497_3
29395661010497,CEG3,29395661010497_4
29395663010497,CFS5,29395663010497_1
29395663010497,CFS5,29395663010497_2
29395663010497,CFS5,29395663010497_4
29395663010497,CFS5,29395663010497_3
29395666010497,CFS2,29395666010497_1
29395666010497,CFS2,29395666010497_3
29395666010497,CFS2,29395666010497_4
29395666010497,CFS2,29395666010497_2
29395667010497,CWS5,29395667010497_4
29395667010497,CWS5,29395667010497_1
29395667010497,CWS5,29395667010497_2
29395667010497,CWS5,29395667010497_3
29395668010497,CMS2,29395668010497_1
29395668010497,CMS2,29395668010497_2
29395668010497,CMS2,29395668010497_3
29395668010497,CMS2,29395668010497_4
29395670010497,CMS5,29395670010497_1
29395670010497,CMS5,29395670010497_2
29395670010497,CMS5,29395670010497_4
29395670010497,CMS5,29395670010497_3
29395672010497,CWG1,29395672010497_1
29395672010497,CWG1,29395672010497_2
29395672010497,CWG1,29395672010497_3
29395672010497,CWG1,29395672010497_4
29395673010497,CHF1,29395673010497_1
29395673010497,CHF1,29395673010497_2
29395673010497,CHF1,29395673010497_3
29395673010497,CHF1,29395673010497_4
29395675010497,CFS2,29395675010497_1
29395675010497,CFS2,29395675010497_2
29395675010497,CFS2,29395675010497_3
29395675010497,CFS2,29395675010497_4
29395676010497,CMS2,29395676010497_1
29395676010497,CMS2,29395676010497_2
29395676010497,CMS2,29395676010497_3
29395676010497,CMS2,29395676010497_4
29395678010497,CFS2,29395678010497_1
29395678010497,CFS2,29395678010497_2
29395678010497,CFS2,29395678010497_3
29395678010497,CFS2,29395678010497_4
29395680010497,CFS2,29395680010497_1
29395680010497,CFS2,29395680010497_2
29395680010497,CFS2,29395680010497_4
29395680010497,CFS2,29395680010497_3
29395682010497,CWS5,29395682010497_1
29395682010497,CWS5,29395682010497_2
29395682010497,CWS5,29395682010497_3
29395682010497,CWS5,29395682010497_4
29395685010497,CES4,29395685010497_1
29395685010497,CES4,29395685010497_2
29395685010497,CES4,29395685010497_3
29395685010497,CES4,29395685010497_4
29395687010497,CMS2,29395687010497_1
29395687010497,CMS2,29395687010497_2
29395687010497,CMS2,29395687010497_3
29395687010497,CMS2,29395687010497_4
29395689010497,CDS6,29395689010497_2
29395689010497,CDS6,29395689010497_3
29395689010497,CDS6,29395689010497_4
29395689010497,CDS6,29395689010497_1
29395690010497,CFS5,29395690010497_4
29395690010497,CFS5,29395690010497_1
29395690010497,CFS5,29395690010497_3
29395690010497,CFS5,29395690010497_2
29395691010497,CHS1,29395691010497_1
29395691010497,CHS1,29395691010497_3
29395691010497,CHS1,29395691010497_4
29395691010497,CHS1,29395691010497_2
29395693010497,CDG1,29395693010497_1
29395693010497,CDG1,29395693010497_2
29395693010497,CDG1,29395693010497_3
29395693010497,CDG1,29395693010497_4
29395694010497,CFS2,29395694010497_1
29395694010497,CFS2,29395694010497_2
29395694010497,CFS2,29395694010497_3
29395694010497,CFS2,29395694010497_4
29395697010497,CES4,29395697010497_3
29395697010497,CES4,29395697010497_4
29395697010497,CES4,29395697010497_1
29395697010497,CES4,29395697010497_2
29395700010497,CDS6,29395700010497_1
29395700010497,CDS6,29395700010497_2
29395700010497,CDS6,29395700010497_3
29395700010497,CDS6,29395700010497_4
29395701010497,CFS5,29395701010497_1
29395701010497,CFS5,29395701010497_2
29395701010497,CFS5,29395701010497_3
29395701010497,CFS5,29395701010497_4
29395705010497,CCS2,29395705010497_1
29395705010497,CCS2,29395705010497_2
29395705010497,CCS2,29395705010497_3
29395705010497,CCS2,29395705010497_4
29395713010497,CFS5,29395713010497_1
29395713010497,CFS5,29395713010497_2
29395713010497,CFS5,29395713010497_3
29395713010497,CFS5,29395713010497_4
29395714010497,CFS4,29395714010497_1
29395714010497,CFS4,29395714010497_2
29395714010497,CFS4,29395714010497_4
29395714010497,CFS4,29395714010497_3
29395720010497,CDS6,29395720010497_4
29395720010497,CDS6,29395720010497_1
29395720010497,CDS6,29395720010497_2
29395720010497,CDS6,29395720010497_3
29395725010497,CES4,29395725010497_1
29395725010497,CES4,29395725010497_2
29395725010497,CES4,29395725010497_3
29395725010497,CES4,29395725010497_4
29395726010497,CHF1,29395726010497_1
29395726010497,CHF1,29395726010497_2
29395726010497,CHF1,29395726010497_3
29395726010497,CHF1,29395726010497_4
29395727010497,CES2,29395727010497_3
29395727010497,CES2,29395727010497_4
29395727010497,CES2,29395727010497_1
29395727010497,CES2,29395727010497_2
29395728010497,CWS3,29395728010497_1
29395728010497,CWS3,29395728010497_2
29395728010497,CWS3,29395728010497_4
29395728010497,CWS3,29395728010497_3
29395732010497,CP,29395732010497_1
29395732010497,CP,29395732010497_2
29395732010497,CP,29395732010497_3
29395732010497,CP,29395732010497_4
29395733010497,CDG1,29395733010497_2
29395733010497,CDG1,29395733010497_3
29395733010497,CDG1,29395733010497_4
29395733010497,CDG1,29395733010497_1
29395736010497,CMS3,29395736010497_1
29395736010497,CMS3,29395736010497_2
29395736010497,CMS3,29395736010497_3
29395736010497,CMS3,29395736010497_4
29395739010497,CEG3,29395739010497_1
29395739010497,CEG3,29395739010497_2
29395739010497,CEG3,29395739010497_4
29395739010497,CEG3,29395739010497_3
29395748010497,CHS1,29395748010497_4
29395748010497,CHS1,29395748010497_1
29395748010497,CHS1,29395748010497_3
29395748010497,CHS1,29395748010497_2
29881462010497,CFS2,29881462010497_1
29881462010497,CFS2,29881462010497_2
29881462010497,CFS2,29881462010497_3
29881462010497,CFS2,29881462010497_4
29881470010497,CFS2,29881470010497_1
29881470010497,CFS2,29881470010497_2
29881470010497,CFS2,29881470010497_3
29881470010497,CFS2,29881470010497_4
29881471010497,CDS6,29881471010497_1
29881471010497,CDS6,29881471010497_3
29881471010497,CDS6,29881471010497_4
29881471010497,CDS6,29881471010497_2
29881549010497,CHF1,29881549010497_1
29881549010497,CHF1,29881549010497_2
29881549010497,CHF1,29881549010497_3
29881549010497,CHF1,29881549010497_4
29881550010497,CES1,29881550010497_1
29881550010497,CES1,29881550010497_2
29881550010497,CES1,29881550010497_3
29881550010497,CES1,29881550010497_4
29881554010497,CFS2,29881554010497_2
29881554010497,CFS2,29881554010497_3
29881554010497,CFS2,29881554010497_4
29881554010497,CFS2,29881554010497_1
29881560010497,CHF1,29881560010497_2
29881560010497,CHF1,29881560010497_3
29881560010497,CHF1,29881560010497_4
29881560010497,CHF1,29881560010497_1
29881562010497,CDG1,29881562010497_1
29881562010497,CDG1,29881562010497_3
29881562010497,CDG1,29881562010497_4
29881562010497,CDG1,29881562010497_2
29881564010497,CDS7,29881564010497_1
29881564010497,CDS7,29881564010497_2
29881564010497,CDS7,29881564010497_3
29881564010497,CDS7,29881564010497_4
29881628010497,CEF4,29881628010497_2
29881628010497,CEF4,29881628010497_3
29881628010497,CEF4,29881628010497_4
29881628010497,CEF4,29881628010497_1
29881630010497,CHS2,29881630010497_1
29881630010497,CHS2,29881630010497_3
29881630010497,CHS2,29881630010497_4
29881630010497,CHS2,29881630010497_2
29881633010497,CEF2,29881633010497_1
29881633010497,CEF2,29881633010497_2
29881633010497,CEF2,29881633010497_3
29881633010497,CEF2,29881633010497_4
29881640010497,CDS7,29881640010497_1
29881640010497,CDS7,29881640010497_2
29881640010497,CDS7,29881640010497_4
29881640010497,CDS7,29881640010497_3
29881647010497,CDS7,29881647010497_1
29881647010497,CDS7,29881647010497_2
29881647010497,CDS7,29881647010497_3
29881647010497,CDS7,29881647010497_4
29881724010497,CDG1,29881724010497_1
29881724010497,CDG1,29881724010497_2
29881724010497,CDG1,29881724010497_3
29881724010497,CDG1,29881724010497_4
29881727010497,CHF1,29881727010497_1
29881727010497,CHF1,29881727010497_2
29881727010497,CHF1,29881727010497_3
29881727010497,CHF1,29881727010497_4
29881794010497,CHF2,29881794010497_1
29881794010497,CHF2,29881794010497_3
29881794010497,CHF2,29881794010497_4
29881794010497,CHF2,29881794010497_2
29881797010497,CDS6,29881797010497_1
29881797010497,CDS6,29881797010497_2
29881797010497,CDS6,29881797010497_4
29881797010497,CDS6,29881797010497_3
29881798010497,CDS4,29881798010497_1
29881798010497,CDS4,29881798010497_2
29881798010497,CDS4,29881798010497_3
29881798010497,CDS4,29881798010497_4
29881805010497,CHF1,29881805010497_2
29881805010497,CHF1,29881805010497_3
29881805010497,CHF1,29881805010497_4
29881805010497,CHF1,29881805010497_1
29881808010497,CEF4,29881808010497_1
29881808010497,CEF4,29881808010497_2
29881808010497,CEF4,29881808010497_3
29881808010497,CEF4,29881808010497_4
29881840010497,CWG1,29881840010497_2
29881840010497,CWG1,29881840010497_3
29881840010497,CWG1,29881840010497_4
29881840010497,CWG1,29881840010497_1
29881844010497,CFS2,29881844010497_1
29881844010497,CFS2,29881844010497_2
29881844010497,CFS2,29881844010497_3
29881844010497,CFS2,29881844010497_4
29881845010497,CPG2,29881845010497_1
29881845010497,CPG2,29881845010497_2
29881845010497,CPG2,29881845010497_3
29881845010497,CPG2,29881845010497_4
29881873010497,CDS6,29881873010497_1
29881873010497,CDS6,29881873010497_2
29881873010497,CDS6,29881873010497_3
29881873010497,CDS6,29881873010497_4
29881874010497,CPG1,29881874010497_1
29881874010497,CPG1,29881874010497_3
29881874010497,CPG1,29881874010497_4
29881874010497,CPG1,29881874010497_2
29881875010497,CEG3,29881875010497_2
29881875010497,CEG3,29881875010497_3
29881875010497,CEG3,29881875010497_4
29881875010497,CEG3,29881875010497_1
29881883010497,CDS7,29881883010497_1
29881883010497,CDS7,29881883010497_2
29881883010497,CDS7,29881883010497_3
29881883010497,CDS7,29881883010497_4
29881886010497,CF,29881886010497_2
29881886010497,CF,29881886010497_3
29881886010497,CF,29881886010497_4
29881886010497,CF,29881886010497_1
29881887010497,CFS2,29881887010497_1
29881887010497,CFS2,29881887010497_3
29881887010497,CFS2,29881887010497_4
29881887010497,CFS2,29881887010497_2
29881891010497,CDS8,29881891010497_1
29881891010497,CDS8,29881891010497_2
29881891010497,CDS8,29881891010497_3
29881891010497,CDS8,29881891010497_4
29881968010497,CMS2,29881968010497_1
29881968010497,CMS2,29881968010497_2
29881968010497,CMS2,29881968010497_3
29881968010497,CMS2,29881968010497_4
29881971010497,CDS8,29881971010497_1
29881971010497,CDS8,29881971010497_3
29881971010497,CDS8,29881971010497_4
29881971010497,CDS8,29881971010497_2
29881975010497,CEF2,29881975010497_1
29881975010497,CEF2,29881975010497_3
29881975010497,CEF2,29881975010497_4
29881975010497,CEF2,29881975010497_2
29881977010497,CFS2,29881977010497_1
29881977010497,CFS2,29881977010497_2
29881977010497,CFS2,29881977010497_3
29881977010497,CFS2,29881977010497_4
29881980010497,CFS2,29881980010497_1
29881980010497,CFS2,29881980010497_2
29881980010497,CFS2,29881980010497_3
29881980010497,CFS2,29881980010497_4
29882044010497,CMS3,29882044010497_1
29882044010497,CMS3,29882044010497_3
29882044010497,CMS3,29882044010497_4
29882044010497,CMS3,29882044010497_2
29882045010497,CMS3,29882045010497_1
29882045010497,CMS3,29882045010497_2
29882045010497,CMS3,29882045010497_4
29882045010497,CMS3,29882045010497_3
29882048010497,CHS1,29882048010497_1
29882048010497,CHS1,29882048010497_2
29882048010497,CHS1,29882048010497_3
29882048010497,CHS1,29882048010497_4
29882049010497,CDG3,29882049010497_1
29882049010497,CDG3,29882049010497_2
29882049010497,CDG3,29882049010497_3
29882049010497,CDG3,29882049010497_4
29882526010497,CHS1,29882526010497_1
29882526010497,CHS1,29882526010497_2
29882526010497,CHS1,29882526010497_3
29882526010497,CHS1,29882526010497_4
29882541010497,CWS2,29882541010497_1
29882541010497,CWS2,29882541010497_2
29882541010497,CWS2,29882541010497_3
29882541010497,CWS2,29882541010497_4
29882610010497,CDG1,29882610010497_1
29882610010497,CDG1,29882610010497_2
29882610010497,CDG1,29882610010497_3
29882610010497,CDG1,29882610010497_4
29882611010497,HOG1,29882611010497_3
29882611010497,HOG1,29882611010497_1
29882611010497,HOG1,29882611010497_2
29882611010497,HOG1,29882611010497_4
29882614010497,CHF1,29882614010497_2
29882614010497,CHF1,29882614010497_1
29882614010497,CHF1,29882614010497_3
29882614010497,CHF1,29882614010497_4
29882615010497,CMS2,29882615010497_1
29882615010497,CMS2,29882615010497_2
29882615010497,CMS2,29882615010497_3
29882615010497,CMS2,29882615010497_4
29882616010497,CPG1,29882616010497_1
29882616010497,CPG1,29882616010497_2
29882616010497,CPG1,29882616010497_3
29882616010497,CPG1,29882616010497_4
29882622010497,CFS2,29882622010497_1
29882622010497,CFS2,29882622010497_2
29882622010497,CFS2,29882622010497_3
29882622010497,CFS2,29882622010497_4
29882623010497,CDS6,29882623010497_1
29882623010497,CDS6,29882623010497_2
29882623010497,CDS6,29882623010497_3
29882623010497,CDS6,29882623010497_4
29882703010497,CHF2,29882703010497_4
29882703010497,CHF2,29882703010497_1
29882703010497,CHF2,29882703010497_2
29882703010497,CHF2,29882703010497_3
29882708010497,CMS2,29882708010497_1
29882708010497,CMS2,29882708010497_2
29882708010497,CMS2,29882708010497_3
29882708010497,CMS2,29882708010497_4
29882717010497,CHS1,29882717010497_2
29882717010497,CHS1,29882717010497_1
29882717010497,CHS1,29882717010497_3
29882717010497,CHS1,29882717010497_4
29882718010497,CHS1,29882718010497_2
29882718010497,CHS1,29882718010497_1
29882718010497,CHS1,29882718010497_3
29882718010497,CHS1,29882718010497_4
29882725010497,CSF2,29882725010497_1
29882725010497,CSF2,29882725010497_2
29882725010497,CSF2,29882725010497_3
29882725010497,CSF2,29882725010497_4
29882726010497,CHS1,29882726010497_1
29882726010497,CHS1,29882726010497_2
29882726010497,CHS1,29882726010497_3
29882726010497,CHS1,29882726010497_4
29882745010497,CHS6,29882745010497_1
29882745010497,CHS6,29882745010497_2
29882745010497,CHS6,29882745010497_3
29882745010497,CHS6,29882745010497_4
29882748010497,CDS6,29882748010497_1
29882748010497,CDS6,29882748010497_2
29882748010497,CDS6,29882748010497_3
29882748010497,CDS6,29882748010497_4
29882749010497,CAS3,29882749010497_2
29882749010497,CAS3,29882749010497_1
29882749010497,CAS3,29882749010497_3
29882749010497,CAS3,29882749010497_4
29882750010497,CF,29882750010497_1
29882750010497,CF,29882750010497_2
29882750010497,CF,29882750010497_3
29882750010497,CF,29882750010497_4
29882753010497,CMS2,29882753010497_2
29882753010497,CMS2,29882753010497_1
29882753010497,CMS2,29882753010497_3
29882753010497,CMS2,29882753010497_4
29882754010497,CFS2,29882754010497_3
29882754010497,CFS2,29882754010497_1
29882754010497,CFS2,29882754010497_2
29882754010497,CFS2,29882754010497_4
29882757010497,CHS1,29882757010497_1
29882757010497,CHS1,29882757010497_2
29882757010497,CHS1,29882757010497_3
29882757010497,CHS1,29882757010497_4
29882767010497,CDS6,29882767010497_1
29882767010497,CDS6,29882767010497_2
29882767010497,CDS6,29882767010497_3
29882767010497,CDS6,29882767010497_4
29882779010497,CDS6,29882779010497_4
29882779010497,CDS6,29882779010497_1
29882779010497,CDS6,29882779010497_2
29882779010497,CDS6,29882779010497_3
29882786010497,CWS5,29882786010497_3
29882786010497,CWS5,29882786010497_1
29882786010497,CWS5,29882786010497_2
29882786010497,CWS5,29882786010497_4
29882789010497,CDS8,29882789010497_1
29882789010497,CDS8,29882789010497_2
29882789010497,CDS8,29882789010497_3
29882789010497,CDS8,29882789010497_4
29882793010497,CAC1,29882793010497_3
29882793010497,CAC1,29882793010497_1
29882793010497,CAC1,29882793010497_2
29882793010497,CAC1,29882793010497_4
29882796010497,CDS6,29882796010497_1
29882796010497,CDS6,29882796010497_2
29882796010497,CDS6,29882796010497_3
29882796010497,CDS6,29882796010497_4
29882806010497,CHS1,29882806010497_1
29882806010497,CHS1,29882806010497_2
29882806010497,CHS1,29882806010497_3
29882806010497,CHS1,29882806010497_4
29882807010497,CHS1,29882807010497_1
29882807010497,CHS1,29882807010497_2
29882807010497,CHS1,29882807010497_3
29882807010497,CHS1,29882807010497_4
29882820010497,CMS3,29882820010497_1
29882820010497,CMS3,29882820010497_2
29882820010497,CMS3,29882820010497_3
29882820010497,CMS3,29882820010497_4
29882823010497,CDS8,29882823010497_3
29882823010497,CDS8,29882823010497_1
29882823010497,CDS8,29882823010497_2
29882823010497,CDS8,29882823010497_4
29882825010497,CFF1,29882825010497_1
29882825010497,CFF1,29882825010497_2
29882825010497,CFF1,29882825010497_3
29882825010497,CFF1,29882825010497_4
29882831010497,CES4,29882831010497_1
29882831010497,CES4,29882831010497_2
29882831010497,CES4,29882831010497_3
29882831010497,CES4,29882831010497_4
29882832010497,CHS1,29882832010497_1
29882832010497,CHS1,29882832010497_2
29882832010497,CHS1,29882832010497_3
29882832010497,CHS1,29882832010497_4
29882835010497,CFS3,29882835010497_1
29882835010497,CFS3,29882835010497_2
29882835010497,CFS3,29882835010497_3
29882835010497,CFS3,29882835010497_4
29882838010497,CES4,29882838010497_1
29882838010497,CES4,29882838010497_2
29882838010497,CES4,29882838010497_3
29882838010497,CES4,29882838010497_4
29882841010497,CFS2,29882841010497_2
29882841010497,CFS2,29882841010497_3
29882841010497,CFS2,29882841010497_4
29882841010497,CFS2,29882841010497_1
29882865010497,CDS6,29882865010497_1
29882865010497,CDS6,29882865010497_2
29882865010497,CDS6,29882865010497_4
29882865010497,CDS6,29882865010497_3
29882875010497,CEG3,29882875010497_1
29882875010497,CEG3,29882875010497_3
29882875010497,CEG3,29882875010497_4
29882875010497,CEG3,29882875010497_2
29882883010497,CCF2,29882883010497_2
29882883010497,CCF2,29882883010497_3
29882883010497,CCF2,29882883010497_4
29882883010497,CCF2,29882883010497_1
29882885010497,CFS5,29882885010497_1
29882885010497,CFS5,29882885010497_3
29882885010497,CFS5,29882885010497_4
29882885010497,CFS5,29882885010497_2
29882889010497,CHS1,29882889010497_1
29882889010497,CHS1,29882889010497_2
29882889010497,CHS1,29882889010497_3
29882889010497,CHS1,29882889010497_4
29882890010497,CCF2,29882890010497_1
29882890010497,CCF2,29882890010497_2
29882890010497,CCF2,29882890010497_3
29882890010497,CCF2,29882890010497_4
29882892010497,CFS5,29882892010497_1
29882892010497,CFS5,29882892010497_2
29882892010497,CFS5,29882892010497_4
29882892010497,CFS5,29882892010497_3
29882899010497,CES4,29882899010497_2
29882899010497,CES4,29882899010497_3
29882899010497,CES4,29882899010497_4
29882899010497,CES4,29882899010497_1
29882901010497,CEF2,29882901010497_1
29882901010497,CEF2,29882901010497_2
29882901010497,CEF2,29882901010497_3
29882901010497,CEF2,29882901010497_4
29882902010497,CDS8,29882902010497_1
29882902010497,CDS8,29882902010497_2
29882902010497,CDS8,29882902010497_3
29882902010497,CDS8,29882902010497_4
29882903010497,CWS2,29882903010497_1
29882903010497,CWS2,29882903010497_2
29882903010497,CWS2,29882903010497_3
29882903010497,CWS2,29882903010497_4
29882941010497,CW,29882941010497_1
29882941010497,CW,29882941010497_2
29882941010497,CW,29882941010497_3
29882941010497,CW,29882941010497_4
29882945010497,CWS5,29882945010497_1
29882945010497,CWS5,29882945010497_2
29882945010497,CWS5,29882945010497_3
29882945010497,CWS5,29882945010497_4
29882947010497,CEF4,29882947010497_1
29882947010497,CEF4,29882947010497_2
29882947010497,CEF4,29882947010497_3
29882947010497,CEF4,29882947010497_4
29882948010497,CDS6,29882948010497_1
29882948010497,CDS6,29882948010497_2
29882948010497,CDS6,29882948010497_3
29882948010497,CDS6,29882948010497_4
29882950010497,CCF2,29882950010497_1
29882950010497,CCF2,29882950010497_2
29882950010497,CCF2,29882950010497_3
29882950010497,CCF2,29882950010497_4
29882952010497,CHS6,29882952010497_2
29882952010497,CHS6,29882952010497_3
29882952010497,CHS6,29882952010497_4
29882952010497,CHS6,29882952010497_1
29882958010497,CDS6,29882958010497_2
29882958010497,CDS6,29882958010497_3
29882958010497,CDS6,29882958010497_4
29882958010497,CDS6,29882958010497_1
29882960010497,CHS1,29882960010497_1
29882960010497,CHS1,29882960010497_2
29882960010497,CHS1,29882960010497_3
29882960010497,CHS1,29882960010497_4
29882961010497,CWG1,29882961010497_1
29882961010497,CWG1,29882961010497_2
29882961010497,CWG1,29882961010497_4
29882961010497,CWG1,29882961010497_3
29882962010497,CDS4,29882962010497_1
29882962010497,CDS4,29882962010497_2
29882962010497,CDS4,29882962010497_3
29882962010497,CDS4,29882962010497_4
29882963010497,CDS8,29882963010497_2
29882963010497,CDS8,29882963010497_3
29882963010497,CDS8,29882963010497_4
29882963010497,CDS8,29882963010497_1
29882965010497,CES4,29882965010497_1
29882965010497,CES4,29882965010497_2
29882965010497,CES4,29882965010497_3
29882965010497,CES4,29882965010497_4
29882996010497,CDS6,29882996010497_1
29882996010497,CDS6,29882996010497_2
29882996010497,CDS6,29882996010497_3
29882996010497,CDS6,29882996010497_4
29883006010497,CFS2,29883006010497_1
29883006010497,CFS2,29883006010497_2
29883006010497,CFS2,29883006010497_3
29883006010497,CFS2,29883006010497_4
29883009010497,CES4,29883009010497_1
29883009010497,CES4,29883009010497_2
29883009010497,CES4,29883009010497_4
29883009010497,CES4,29883009010497_3
29883010010497,CDS7,29883010010497_1
29883010010497,CDS7,29883010010497_3
29883010010497,CDS7,29883010010497_4
29883010010497,CDS7,29883010010497_2
29883011010497,CES4,29883011010497_1
29883011010497,CES4,29883011010497_2
29883011010497,CES4,29883011010497_3
29883011010497,CES4,29883011010497_4
29883014010497,CWS3,29883014010497_1
29883014010497,CWS3,29883014010497_2
29883014010497,CWS3,29883014010497_3
29883014010497,CWS3,29883014010497_4
29883018010497,CES4,29883018010497_1
29883018010497,CES4,29883018010497_2
29883018010497,CES4,29883018010497_3
29883018010497,CES4,29883018010497_4
29883020010497,CWS2,29883020010497_1
29883020010497,CWS2,29883020010497_3
29883020010497,CWS2,29883020010497_4
29883020010497,CWS2,29883020010497_2
29883024010497,CFS2,29883024010497_2
29883024010497,CFS2,29883024010497_3
29883024010497,CFS2,29883024010497_4
29883024010497,CFS2,29883024010497_1
29883048010497,CPG1,29883048010497_1
29883048010497,CPG1,29883048010497_2
29883048010497,CPG1,29883048010497_3
29883048010497,CPG1,29883048010497_4
29883052010497,CES4,29883052010497_2
29883052010497,CES4,29883052010497_3
29883052010497,CES4,29883052010497_4
29883052010497,CES4,29883052010497_1
29883062010497,CFF1,29883062010497_1
29883062010497,CFF1,29883062010497_2
29883062010497,CFF1,29883062010497_3
29883062010497,CFF1,29883062010497_4
29883066010497,CDS7,29883066010497_1
29883066010497,CDS7,29883066010497_2
29883066010497,CDS7,29883066010497_3
29883066010497,CDS7,29883066010497_4
29883070010497,CEG3,29883070010497_1
29883070010497,CEG3,29883070010497_2
29883070010497,CEG3,29883070010497_3
29883070010497,CEG3,29883070010497_4
29883072010497,CFS3,29883072010497_1
29883072010497,CFS3,29883072010497_3
29883072010497,CFS3,29883072010497_4
29883072010497,CFS3,29883072010497_2
29883073010497,CDS6,29883073010497_1
29883073010497,CDS6,29883073010497_2
29883073010497,CDS6,29883073010497_4
29883073010497,CDS6,29883073010497_3
29883076010497,CFS2,29883076010497_1
29883076010497,CFS2,29883076010497_2
29883076010497,CFS2,29883076010497_3
29883076010497,CFS2,29883076010497_4
29883086010497,CFS5,29883086010497_1
29883086010497,CFS5,29883086010497_2
29883086010497,CFS5,29883086010497_4
29883086010497,CFS5,29883086010497_3
29883100010497,CEG3,29883100010497_1
29883100010497,CEG3,29883100010497_2
29883100010497,CEG3,29883100010497_3
29883100010497,CEG3,29883100010497_4
29883102010497,CDS6,29883102010497_1
29883102010497,CDS6,29883102010497_2
29883102010497,CDS6,29883102010497_4
29883102010497,CDS6,29883102010497_3
29883116010497,CWS2,29883116010497_1
29883116010497,CWS2,29883116010497_2
29883116010497,CWS2,29883116010497_3
29883116010497,CWS2,29883116010497_4
29883118010497,CPS2,29883118010497_1
29883118010497,CPS2,29883118010497_3
29883118010497,CPS2,29883118010497_4
29883118010497,CPS2,29883118010497_2
29883134010497,CDG1,29883134010497_1
29883134010497,CDG1,29883134010497_2
29883134010497,CDG1,29883134010497_3
29883134010497,CDG1,29883134010497_4
29883139010497,CDS6,29883139010497_1
29883139010497,CDS6,29883139010497_2
29883139010497,CDS6,29883139010497_4
29883139010497,CDS6,29883139010497_3
29883141010497,CES4,29883141010497_2
29883141010497,CES4,29883141010497_3
29883141010497,CES4,29883141010497_4
29883141010497,CES4,29883141010497_1
29883147010497,CWS2,29883147010497_1
29883147010497,CWS2,29883147010497_2
29883147010497,CWS2,29883147010497_3
29883147010497,CWS2,29883147010497_4
29883151010497,CDS6,29883151010497_1
29883151010497,CDS6,29883151010497_2
29883151010497,CDS6,29883151010497_3
29883151010497,CDS6,29883151010497_4
29883152010497,CHF1,29883152010497_1
29883152010497,CHF1,29883152010497_3
29883152010497,CHF1,29883152010497_4
29883152010497,CHF1,29883152010497_2
29883153010497,CHS1,29883153010497_1
29883153010497,CHS1,29883153010497_2
29883153010497,CHS1,29883153010497_4
29883153010497,CHS1,29883153010497_3
29883154010497,CEF4,29883154010497_1
29883154010497,CEF4,29883154010497_2
29883154010497,CEF4,29883154010497_3
29883154010497,CEF4,29883154010497_4
29883155010497,CFS2,29883155010497_1
29883155010497,CFS2,29883155010497_2
29883155010497,CFS2,29883155010497_3
29883155010497,CFS2,29883155010497_4
29883171010497,CHS1,29883171010497_1
29883171010497,CHS1,29883171010497_2
29883171010497,CHS1,29883171010497_3
29883171010497,CHS1,29883171010497_4
29883172010497,CMS2,29883172010497_1
29883172010497,CMS2,29883172010497_2
