CN,LAT,LON
484819418489998,46.33238,-117.622721
484819419489998,46.031732,-117.738585
484819420489998,46.19602,-117.744578
484819421489998,47.912714,-118.507435
484819422489998,48.009275,-118.644282
484819423489998,48.254786,-118.492974
484819424489998,48.403431,-118.629929
484819425489998,48.589782,-118.208341
484819426489998,48.773042,-118.410465
484819427489998,48.259225,-118.709565
484819428489998,48.453954,-118.706291
484819429489998,48.741853,-118.611969
484819430489998,48.058038,-118.499547
484819431489998,48.607575,-118.792934
484819432489998,48.255709,-118.578014
484819433489998,48.57267,-118.576494
484819434489998,48.75908,-118.266206
484819435489998,48.617635,-118.432461
484819436489998,48.157383,-118.338426
484819437489998,48.927736,-118.778114
484819438489998,48.204909,-118.336947
484819439489998,48.249964,-118.208052
484819440489998,48.570398,-118.721008
484819441489998,48.389274,-118.548365
484819442489998,48.889702,-118.616286
484819443489998,48.778356,-118.789493
484819444489998,48.909375,-118.257089
484819445489998,46.432063,-118.989438
484819446489998,46.593078,-119.02209
484819447489998,46.618123,-119.195252
484819025489998,47.07729,-123.892719
484819026489998,46.935276,-123.287497
484819027489998,47.219944,-123.701087
484819028489998,47.276803,-123.516678
484819029489998,47.407712,-123.907538
484819030489998,47.183125,-124.034543
484819031489998,47.364495,-124.271773
484819032489998,47.382857,-124.319817
484819033489998,47.083077,-123.841516
484819034489998,46.860904,-123.974602
484819035489998,46.95373,-123.457592
484819036489998,46.931936,-123.803875
484819037489998,47.074531,-123.294316
484819038489998,47.324972,-123.508347
484819039489998,47.434846,-123.544282
484819040489998,47.377723,-123.755887
484819041489998,47.031154,-123.654339
484819042489998,47.515866,-124.110398
484819043489998,47.51862,-124.318504
484819044489998,46.888021,-124.158363
484819045489998,47.045646,-124.18923
484819046489998,47.202237,-124.233863
484819047489998,47.614971,-123.217534
484819048489998,47.827369,-122.961836
484819049489998,47.79435,-122.766525
484819050489998,47.763251,-123.682287
484819051489998,47.674612,-124.182094
484819052489998,47.968822,-122.788127
484819053489998,47.718432,-123.443885
484819054489998,47.864076,-124.393005
484819055489998,47.817765,-124.167241
484819056489998,47.534427,-123.77715
484819057489998,47.714516,-124.033101
484819058489998,47.867193,-124.027603
484819059489998,47.574775,-123.980178
484819060489998,48.105349,-122.831614
484819061489998,47.682672,-124.331669
484819062489998,47.863076,-123.819052
484819063489998,47.719225,-123.814753
484819064489998,47.616804,-124.530435
484819065489998,47.78899,-124.560376
484819066489998,47.646967,-122.875936
484819067489998,47.32445,-123.017499
484819068489998,47.522592,-123.074458
484819069489998,47.479193,-122.865721
484819070489998,47.130394,-123.169703
484819071489998,47.244428,-123.35255
484819072489998,47.602248,-123.076262
484819073489998,47.446823,-123.02815
484819074489998,47.470346,-123.227843
484819075489998,47.307289,-123.188829
484819076489998,47.425092,-123.392007
484819077489998,47.573669,-123.440837
484819078489998,47.334777,-122.811894
484819079489998,47.015019,-122.764369
484819080489998,46.860579,-122.73399
484819081489998,46.984663,-123.086609
645308436126144,46.804212,-118.799944
645308437126144,46.796445,-118.280099
645308438126144,46.718406,-117.049443
645308439126144,46.930986,-123.746073
645308440126144,46.896438,-123.565766
645308441126144,46.910663,-121.966341
645308442126144,46.923465,-121.43414
645308443126144,46.879381,-120.214841
645308444126144,46.875583,-119.68186
645308445126144,46.823631,-118.445581
645308446126144,46.8063,-117.930985
645308447126144,46.955569,-123.391013
645308448126144,46.934201,-123.229226
645308449126144,46.980697,-122.878271
645308450126144,46.946028,-121.621982
645308451126144,46.921075,-121.08834
645308452126144,46.905007,-119.864768
645308453126144,46.895379,-119.336468
645308454126144,46.841394,-118.104238
645308455126144,46.82215,-117.577351
645308456126144,46.97682,-123.591383
645308457126144,46.987616,-123.032381
645308459126144,47.009934,-122.543908
645308460126144,46.973041,-121.308282
645308461126144,46.980547,-120.728021
645308462126144,46.928182,-119.511064
645308463126144,46.920764,-118.98736
645308464126144,46.880783,-118.076373
645308465126144,46.857281,-117.761972
645308466126144,46.836905,-117.232405
645308467126144,47.032908,-123.952957
645308468126144,47.036541,-122.726957
645308469126144,47.016045,-122.189393
645308470126144,47.016422,-120.949937
645308471126144,46.946176,-119.17274
645308472126144,46.933339,-118.637625
645308473126144,46.873636,-117.410623
645308474126144,47.062117,-123.596881
645308475126144,47.059053,-122.322819
645308476126144,47.052719,-121.822003
645308477126144,47.024196,-120.575972
645308478126144,47.016197,-120.056444
645308479126144,46.950226,-118.294401
645308217126144,45.92328,-122.154994
645308218126144,45.89927,-121.972019
645308219126144,45.888874,-120.380323
645308220126144,45.864232,-120.236812
645308221126144,45.878127,-119.887328
645308222126144,45.947466,-121.758937
645308223126144,45.938483,-121.624332
645308224126144,45.913053,-120.065117
645308225126144,45.976024,-121.443312
645308226126144,45.928647,-121.287464
645308227126144,45.983253,-121.071255
645308228126144,45.981787,-120.935876
645308229126144,45.934333,-119.723138
645308230126144,46.027582,-122.867787
645308231126144,45.998143,-122.682193
645308232126144,46.049511,-122.350555
645308233126144,46.003057,-121.123262
645308234126144,45.986902,-120.586564
645308235126144,45.953618,-119.373939
645308236126144,46.042506,-122.504296
645308237126144,46.041416,-121.975291
645308238126144,46.031369,-120.768226
645308239126144,46.038223,-120.245243
645308240126144,45.974768,-119.03955
645308241126144,46.08856,-122.168137
645308242126144,46.086793,-121.617713
645308243126144,46.056997,-120.424504
645308244126144,46.048946,-119.914176
645308245126144,46.048936,-119.843674
645308246126144,46.09526,-121.821615
645308247126144,46.14046,-121.755512
645308248126144,46.108795,-121.304599
645308249126144,46.077603,-120.092803
645308250126144,46.066574,-119.569361
645308251126144,46.013104,-118.358949
645308252126144,46.048206,-122.554745
645308253126144,46.134793,-121.466689
645308254126144,46.287559,-120.947973
645308255126144,46.095221,-119.740649
645308256126144,46.015572,-118.018718
645308257126144,46.007818,-117.485802
645308258126144,46.192221,-122.859216
645308259126144,46.190455,-122.361985
645308260126144,46.175588,-121.125039
645308261126144,46.161106,-120.612149
645308262126144,46.118953,-119.401663
645308263126144,46.138996,-119.062757
645308264126144,46.106896,-118.881907
645308265126144,46.113958,-118.612803
645308266126144,46.036187,-117.351181
645308267126144,46.040462,-117.129671
645308268126144,46.200741,-122.566553
645308269126144,46.213582,-122.011232
645308270126144,46.190403,-120.802304
645308271126144,46.188549,-120.286515
645308272126144,46.158225,-118.718437
645308273126144,46.124035,-118.546032
645308274126144,46.076046,-117.014086
645308275126144,46.253917,-123.942575
484819448489998,46.634561,-118.84684
484819449489998,46.656096,-118.502866
484819450489998,46.629442,-118.325783
484819451489998,46.475201,-118.82367
484819452489998,46.297219,-119.144831
484819453489998,46.264617,-118.973553
484819454489998,46.461053,-119.164366
484819455489998,46.448167,-118.641062
484819456489998,46.317654,-118.806895
484819457489998,46.34044,-119.052636
484819458489998,46.547273,-117.454653
484819459489998,46.510376,-117.275603
484819460489998,46.211076,-117.438393
484819461489998,46.527978,-117.792851
484819462489998,46.656305,-117.634426
484819463489998,46.489407,-117.613177
484819464489998,46.021001,-117.590138
484819465489998,46.168718,-117.576185
484819168489998,46.092743,-121.902415
484819169489998,45.799937,-121.835836
484819170489998,46.289629,-123.306461
484819171489998,46.293765,-123.661102
484819172489998,48.294345,-120.896008
484819173489998,47.824438,-120.802006
484819174489998,47.625561,-120.593267
484819175489998,47.72135,-120.521035
484819176489998,48.045117,-120.910505
484819177489998,48.004396,-120.835796
484819178489998,47.653996,-120.781192
484819179489998,48.120507,-120.626973
484819180489998,48.161084,-120.496114
484819181489998,47.862793,-120.070884
484819182489998,47.948105,-120.614993
484819183489998,47.991406,-120.465453
484819184489998,48.283344,-120.679032
484819185489998,48.458208,-120.72669
484819186489998,47.98733,-120.274914
484819187489998,47.755412,-120.993245
484819188489998,47.698368,-120.415824
484819189489998,47.456904,-120.931901
484819190489998,47.607449,-120.930017
484819191489998,47.502493,-120.717657
484819192489998,47.516845000000004,-120.374595
484819193489998,48.454224,-120.875193
484819194489998,48.147826,-120.823973
484819195489998,47.668668,-120.220485
484819196489998,47.364663,-120.144672
484819197489998,47.835963,-120.25673
484819198489998,47.322415,-120.152391
484819199489998,47.799168,-120.608334
484819200489998,47.470596,-120.574925
484819201489998,47.949456,-120.990574
484819202489998,48.053469,-119.786108
484819203489998,47.520456,-119.856577
484819204489998,47.86445,-119.908658
484819205489998,47.79869,-119.252707
484819206489998,47.572555,-119.676696
484819207489998,48.044728,-119.222643
645308480126144,46.887518,-117.040836
645308481126144,47.084054,-123.809531
645308482126144,47.073629,-123.241243
645308483126144,47.105268,-122.322351
645308484126144,47.085652,-122.011021
645308485126144,47.074005,-121.449017
645308486126144,47.041645,-120.230846
645308487126144,47.036802,-119.707503
645308488126144,46.982205,-118.473093
645308489126144,47.000244,-118.116127
645308490126144,46.96803,-117.942982
645308491126144,47.130431,-123.463203
645308492126144,47.131669,-122.880194
645308493126144,47.105791,-121.679756
645308494126144,47.100936,-121.129497
645308495126144,47.06196,-119.88773
645308496126144,46.982527,-117.597094
645308497126144,47.17559,-123.804111
645308498126144,47.129106,-123.078351
645308499126144,47.207345,-122.187843
645308500126144,47.131157,-121.298829
645308501126144,47.12373,-120.808235
645308502126144,47.088798,-119.540187
645308503126144,47.105446,-119.191692
645308504126144,47.078183,-119.014943
645308505126144,47.032892,-117.426274
645308506126144,46.987985,-117.249613
645308507126144,47.180811,-123.945159
645308508126144,47.177617,-122.740287
645308509126144,47.185034,-122.207784
645308510126144,47.17124,-121.069532
645308511126144,47.180433,-120.949171
645308512126144,47.182923,-120.608033
645308513126144,47.16223,-120.442529
645308514126144,47.134511,-118.838463
645308515126144,47.098046,-118.66398
645308516126144,47.047048,-117.079357
645308517126144,47.227963,-124.164105
645308518126144,47.227424,-123.597569
645308519126144,47.204374,-122.387162
645308520126144,47.23224,-121.869143
645308521126144,47.21545,-120.295991
645308522126144,47.167527,-120.080494
645308523126144,47.140711,-118.487949
645308524126144,47.114407,-118.321236
645308525126144,47.134767,-117.960632
645308526126144,47.225061,-123.80433
645308527126144,47.228254,-123.155233
645308528126144,47.278724,-123.29366
645308529126144,47.279073,-121.719125
645308530126144,47.232128,-121.500065
645308531126144,47.22504,-119.914647
645308532126144,47.202402,-119.733824
645308533126144,47.221452,-119.383229
645308534126144,47.159663,-118.139983
645308535126144,47.147356,-117.623192
645308536126144,47.301649,-123.129745
645308537126144,47.297796,-121.336795
645308538126144,47.265401,-121.155699
645308276126144,46.239784,-122.187515
645308277126144,46.24155,-121.681538
645308278126144,46.189952,-120.44288
645308279126144,46.235893,-120.112178
645308280126144,46.212945,-119.938819
645308281126144,46.175605,-118.378621
645308282126144,46.139511,-118.195254
645308283126144,46.15911,-117.86204
645308284126144,46.297378,-123.592978
645308285126144,46.292432,-123.100381
645308286126144,46.269268,-121.863298
645308287126144,46.27908,-121.362666
645308288126144,46.255731,-119.768211
645308289126144,46.231264,-119.598307
645308290126144,46.183858,-118.051203
645308291126144,46.16055,-117.499106
44542094020004,47.865194,-123.287937
44542098020004,48.223665,-117.437684
44542099020004,47.474077,-122.142757
44542100020004,47.957423,-122.242406
44542101020004,47.823153,-122.214005
44542106020004,48.940572,-119.001115
44542114020004,47.741551,-120.266247
44542118020004,48.446977,-122.356247
44542119020004,48.500679,-118.197386
44542138020004,47.661498,-121.285568
44542144020004,47.687596,-121.502452
44542147020004,46.862243,-121.680452
44542148020004,46.38392,-121.613868
44542149020004,47.868294,-122.796921
44542153020004,47.229473,-121.376637
44542163020004,45.860306,-121.327695
44542176020004,46.275821,-122.45991
44542178020004,48.842491,-121.338043
44542179020004,48.117552,-124.062283
44542201020004,48.605074,-121.870052
44542205020004,46.915411,-120.988808
44542212020004,47.260551,-124.066649
44542213020004,46.984433,-123.67135
44542215020004,48.457254,-121.778222
44542219020004,46.881662,-122.940718
44542220020004,46.445658,-122.640412
44542222020004,48.455064,-121.487082
44542229020004,45.796284,-120.818877
44542232020004,46.402627,-122.860003
44542234020004,46.706045,-118.333527
44542236020004,48.989132,-119.187269
44542237020004,48.607445,-119.287224
44542238020004,48.463175,-119.436688
44542251020004,48.693784,-123.136251
44542266020004,47.75088,-120.765868
44542267020004,46.71707,-118.878125
44542279020004,48.616315,-119.847177
44542281020004,48.064986,-123.004198
44542290020004,48.470264,-119.835864
44542311020004,46.859402,-119.218114
44542312020004,47.816329,-123.461405
44542316020004,46.123765,-119.984775
44542317020004,45.959755,-119.968553
30764199020004,48.781642,-120.274806
30764200020004,48.620449,-120.206688
30764201020004,48.502084,-120.44665
30764202020004,48.30746,-120.184481
30764203020004,48.126166,-120.16412
30764204020004,48.636029,-117.872465
30764205020004,48.503682,-117.521806
30764206020004,48.436253,-117.728666
30764211020004,47.947939,-121.059405
30764212020004,47.738164,-123.85697
30764214020004,47.620797,-120.813781
30764215020004,46.660588,-117.493825
30764216020004,46.69892,-117.665141
30764217020004,46.54903,-117.299672
30764218020004,46.504059,-117.46811
30764219020004,46.332979,-117.473704
30764220020004,46.280458,-117.48421
30764221020004,46.153278,-117.441621
30764222020004,46.534174,-117.654145
30764242020004,47.51467,-120.587239
30764243020004,47.453289,-120.780443
30764244020004,47.359466,-120.576872
30764245020004,47.801631,-120.984707
30764246020004,47.659102,-120.99971
30764247020004,48.25832,-123.079726
30764248020004,48.282839,-123.253437
30764249020004,48.12597,-123.218463
30764250020004,48.094734,-123.038377
30764251020004,47.917651,-123.032052
30764252020004,48.289555,-117.645627
30764253020004,48.137662,-117.645589
30764254020004,48.150732,-117.842284
30764255020004,47.944418,-117.646583
30764256020004,48.990569,-117.942299
30764257020004,48.897164,-118.087829
30764258020004,48.795207,-117.906394
30764259020004,46.437205,-121.285829
30764260020004,46.326166,-121.080365
30764261020004,46.278108,-121.284179
44540354020004,48.583842,-118.093595
44540356020004,47.450327,-117.573971
44540357020004,47.267584,-117.53405
44540358020004,47.246557,-117.337598
44540365020004,48.594957,-117.309468
44540366020004,48.531754,-117.50138
44540368020004,47.109857,-117.506137
44540369020004,46.906548,-117.282342
44540378020004,48.435388,-117.278596
44540388020004,46.786366,-117.471708
44540389020004,46.780904,-117.542993
44540392020004,48.063758,-117.982114
44540393020004,47.901906,-117.92928
44540403020004,47.24053,-118.230447
44540419020004,46.904924,-117.653728
44540422020004,46.374896,-118.425551
44540423020004,46.252953,-118.44417
44540424020004,48.308198,-118.783106
44540425020004,48.646046,-118.613921
44540428020004,48.828299,-118.262252
44540430020004,47.176604,-118.733411
345935801489998,46.486641,-117.681429
345935808489998,46.642092,-118.039169
345935816489998,46.028361,-117.263917
345935830489998,46.089006,-121.973866
345935835489998,46.914944,-121.595935
345935839489998,47.865394,-124.095573
345935858489998,47.616997,-122.789413
345935859489998,47.554275,-122.632738
345935860489998,48.501903,-122.457572
345935861489998,46.047627,-122.129522
345935878489998,47.857318,-122.295989
345935884489998,48.700149,-121.548631
44540442020004,48.718521,-118.423803
44540445020004,47.748499,-117.584388
44540449020004,46.447856,-117.775793
44540450020004,48.92261,-120.272068
44540451020004,47.945034,-119.569537
44540465020004,46.339549,-119.848908
44540466020004,46.17064,-119.829884
44540469020004,48.278445,-120.143439
44540472020004,48.455752,-120.653148
44540473020004,48.35423,-120.742513
44540474020004,48.238112,-120.537542
44540480020004,47.23177,-120.508016
44540481020004,47.257184,-120.726544
44540483020004,47.458074,-119.486993
44540485020004,48.235932,-120.302563
44540501020004,46.979456,-119.419355
44540503020004,47.809952,-120.072978
558630949126144,48.64836,-121.589352
558630950126144,46.284231,-121.653348
558630951126144,46.38714,-121.646984
558630952126144,45.869066,-121.653855
558630953126144,45.940896,-121.650875
558630954126144,46.144844,-121.655262
558630955126144,46.270032,-121.654815
558630956126144,45.871895,-121.699988
558630957126144,46.070993,-121.694858
558630958126144,45.843054,-121.728438
558630959126144,46.062835,-121.721427
558630960126144,45.924942,-122.185415
558630961126144,46.323394,-122.187623
558630962126144,45.976648,-122.145739
558630963126144,45.902288,-122.215267
558630964126144,48.092032,-121.709877
558630965126144,48.159694,-121.825453
558630966126144,48.182963,-121.854537
558630909126144,46.459403,-121.899975
558630910126144,46.610464,-121.887728
558630911126144,46.658535,-121.8945
558630967126144,47.91254,-121.245853
558630968126144,48.058154,-121.45526
558630969126144,48.727905,-121.699784
558630970126144,48.527636,-121.546058
558630971126144,48.161244,-121.597576
558630972126144,48.498857,-121.554512
558630973126144,45.771655,-121.765744
558630974126144,46.070754,-121.58266
558630975126144,46.369634,-121.758048
558630976126144,46.08838,-121.763332
558630977126144,46.194532,-121.792946
558630978126144,46.289673,-121.796505
558630979126144,45.927104,-121.660239
558630980126144,45.952979,-122.076908
558630981126144,46.117557,-121.752442
558630982126144,46.14522,-121.942173
558630983126144,48.23672,-121.556253
558630984126144,48.281712,-121.492844
558630985126144,46.194971,-122.078898
558630986126144,48.681807,-121.886871
558630987126144,48.724604,-121.922996
558630988126144,48.653201,-121.961344
558630989126144,48.680889,-121.804742
558630990126144,46.241799,-121.862554
558630991126144,46.343363,-121.924994
558630992126144,46.319789,-121.963776
558630993126144,45.603836,-122.150531
558630994126144,45.624599,-122.088603
558630995126144,48.254055,-121.222757
558630998126144,48.429889,-121.704527
558630999126144,48.430614,-121.922754
558631000126144,48.62313,-121.399669
558631001126144,48.524292,-121.249943
558631002126144,45.84956,-122.016081
558631003126144,45.973096,-122.11564
412220821489998,47.861467,-118.86743
412220830489998,47.183437,-123.17164
412220837489998,47.704048,-117.954029
412220841489998,46.191569,-123.311862
412220842489998,46.192365,-123.359713
412220853489998,45.803081,-122.188896
412220854489998,47.562394,-120.920067
412220870489998,46.766227,-118.028685
412220882489998,48.851795,-117.745169
412220884489998,47.574655,-117.777238
412220885489998,48.192267,-117.644854
412220886489998,48.048919,-117.650297
412220887489998,47.944763,-117.42961
412220898489998,46.661046,-121.715106
412220900489998,48.15689,-121.272468
412220914489998,48.623548,-119.734519
412220921489998,48.793782,-119.722196
412220922489998,48.618849,-119.514251
412220942489998,48.483883,-118.248216
412220943489998,48.857428,-118.260181
412220947489998,45.688126,-122.022605
412220948489998,46.298337,-122.328791
412220950489998,46.677668,-118.885705
412220951489998,46.724716,-118.723278
412220960489998,48.977387,-118.851878
412220965489998,46.801007,-117.122257
412220966489998,48.493772,-118.402526
412220967489998,48.217558,-118.193117
412220991489998,46.584195,-117.489864
412220995489998,47.899935,-124.611919
412221016489998,47.830656,-118.685393
412221022489998,47.195959,-119.132102
412221025489998,47.204559,-123.377268
412221026489998,47.846063,-123.007387
412221028489998,48.440263,-117.138893
412221031489998,45.937029,-121.002322
412221041489998,46.079533,-121.085231
412221042489998,47.071549,-123.373103
412221043489998,46.988736,-123.950515
412221049489998,48.305793,-121.8148
412221054489998,47.53016,-123.446663
412221058489998,46.889497,-117.874429
412221059489998,46.117439,-117.573649
412221060489998,46.082014,-117.801152
412221061489998,46.025986,-117.653995
412221076489998,46.188622,-121.75567
412221085489998,46.688976,-123.454162
412221087489998,48.238984,-117.276909
412221094489998,45.942247,-120.187599
412221099489998,46.590438,-120.8038
412221100489998,48.622737,-121.689378
412221102489998,46.729791,-122.72356
412221103489998,46.737133,-122.929016
412221104489998,46.694439,-122.794354
412221126489998,47.675176,-119.204727
412221138489998,46.874239,-122.794773
412221140489998,48.129964,-119.97003
345935885489998,46.477853,-118.029552
345935895489998,46.439731,-122.037492
345935896489998,46.286683,-121.690814
345935903489998,47.240597,-119.699019
345935914489998,48.367411,-119.363744
345935915489998,48.26949,-119.154754
345935917489998,46.075915,-120.242125
345935918489998,46.380659,-119.753607
345935919489998,46.360204,-120.09645
345935920489998,46.287476,-119.873931
345935923489998,47.179147,-120.734776
345935924489998,47.027036,-120.734326
345935925489998,47.855074,-119.627281
345935926489998,47.74523,-119.429942
345935927489998,47.697792,-119.595206
345935928489998,47.587114,-119.401321
345935942489998,47.274945,-121.305237
345935944489998,45.861105,-120.895904
345935945489998,48.015772,-122.142842
345935946489998,47.921118,-121.936959
345935949489998,46.708529,-121.887079
345935959489998,47.732187,-118.513929
345935960489998,47.787571,-118.726173
345935961489998,47.590216,-118.509388
345935964489998,46.608768,-118.73413
345935967489998,47.079736,-119.67844
345935969489998,48.304127,-120.58328
345935971489998,48.825081,-120.352382
345935994489998,47.3765,-121.712739
345935997489998,47.84972,-122.060486
345936004489998,46.634586,-118.92499
345936007489998,46.270888,-119.562938
345936010489998,45.92287,-119.860345
345936014489998,47.504099,-120.788115
345936015489998,47.303373,-120.569065
345936018489998,47.370872,-119.552901
345936021489998,48.034613,-120.175727
345936055489998,48.880793,-119.594406
444202685489998,48.500766,-118.663893
444202686489998,47.141,-121.013444
444202687489998,47.993637,-120.36177
444202711489998,47.503112,-120.644273
444202712489998,47.878925,-120.83822
444202713489998,48.99933,-118.101991
444202714489998,47.978903,-120.79519
444202715489998,47.339983,-120.896615
444202716489998,48.655203,-118.172534
444202717489998,48.072343,-120.536226
444202718489998,47.720147,-120.554485
444202719489998,47.205137,-120.535453
444202720489998,48.485277,-117.220529
444202721489998,47.047797,-121.276165
444202722489998,47.856471,-121.100044
444202723489998,47.872073,-120.686745
444202724489998,48.525808,-117.436641
444202725489998,48.428772,-119.959915
444202726489998,48.81999,-118.446731
444202727489998,48.469808,-117.37883
30764767020004,45.635584,-121.129031
30764768020004,45.983492,-121.363289
30764769020004,46.630546,-121.533836
30764770020004,46.559969,-121.680676
30764771020004,46.488796,-121.47215
30764772020004,46.740735,-121.713541
30764773020004,46.736592,-121.930824
44543695020004,46.146241,-122.565285
44543698020004,46.776634,-122.717295
44543699020004,46.219206,-118.292063
44543700020004,48.76028,-119.346668
44543704020004,46.64884,-124.107929
44543710020004,47.564404,-120.58247
44543711020004,47.184601,-119.276693
44543715020004,48.245284,-117.652715
44543719020004,46.400117,-117.957989
44543723020004,46.802979,-122.916375
44543733020004,47.401498,-118.23644
44543736020004,48.104372,-120.13477
216958192020004,48.061913,-121.501348
216958195020004,48.106422,-121.347041
216958196020004,47.906697,-121.131364
216958207020004,46.991571,-118.332451
216958208020004,46.988149,-118.40148
216958211020004,47.714457,-119.314687
216958215020004,48.26722,-118.855175
216958226020004,47.283794,-119.069349
216958228020004,46.714986,-119.52291
216958229020004,46.75357,-119.709295
558630767126144,47.679059,-120.705658
558630770126144,48.070026,-120.458842
558630778126144,47.996944,-120.731107
558630779126144,48.513131,-120.703305
558630780126144,47.924247,-120.769535
558630781126144,47.904542,-120.802364
558630782126144,48.001823,-120.798745
558630791126144,48.740036,-118.937592
558630792126144,48.67834,-117.502391
558629858126144,48.721756,-117.310455
558629859126144,48.0913,-117.055558
558629860126144,48.754704,-117.137346
558629861126144,48.903798,-117.134056
558629862126144,48.57784,-117.469102
558629863126144,48.444917,-117.061701
558629864126144,48.750642,-117.492427
558629865126144,48.236864,-117.204096
558629866126144,48.570846,-117.254655
558629867126144,48.389449,-117.276587
558629868126144,48.595214,-117.105855
558629869126144,48.283294,-117.426755
558629870126144,48.08939,-117.434476
558629871126144,48.862409,-117.288925
558629872126144,48.428092,-117.411257
558629873126144,47.894246,-117.188625
558629874126144,47.942181,-117.349181
558629875126144,47.274823,-117.345235
558629876126144,47.606158,-117.351176
558629877126144,47.461233,-117.311319
558629878126144,47.746268,-117.719226
558629879126144,47.574271,-117.172795
558629880126144,47.432988,-117.689755
558629881126144,47.742636,-117.220354
558629882126144,47.772213,-117.365759
558629883126144,47.408524,-117.135834
558629884126144,47.266929,-117.672301
558629885126144,47.587907,-117.709483
558629886126144,48.038084,-117.27225
558629887126144,47.261585,-117.802768
558629888126144,47.715841,-117.531374
558629889126144,47.543342,-117.50203
558629890126144,48.534118,-117.65202
558629891126144,48.881203,-117.882509
558629892126144,48.040494,-117.584206
558629893126144,48.187883,-117.567761
558629894126144,48.008792,-118.311675
558629895126144,47.903153,-118.07923
558629896126144,48.488779,-117.728139
558629897126144,48.06902,-117.74994
558629898126144,48.921985,-117.514364
558629899126144,48.363177,-117.984589
558629900126144,48.733259,-117.834516
558629901126144,48.732669,-117.946773
558629902126144,47.86199,-117.913521
558629903126144,48.053418,-117.944671
558629904126144,48.681348,-117.679037
558629905126144,48.393764,-117.786117
558631004126144,48.273503,-121.463223
558631005126144,48.035484,-121.489962
558631006126144,48.10899,-121.530625
558631007126144,48.186352,-121.56765
558631008126144,48.204817,-121.605734
618576872126144,46.968399,-121.208503
618576873126144,47.964045,-121.789323
619018413126144,47.508904,-121.030894
619020031126144,46.686491,-121.566364
619020032126144,47.63132,-120.711551
635060431126144,48.406433,-120.522827
558629186126144,48.376564,-122.688764
558629187126144,48.236237,-122.817381
558629188126144,48.228893,-122.632621
558629189126144,48.056184,-122.595881
558629190126144,47.66334,-121.435164
558629191126144,47.622602,-122.139679
558629192126144,47.284262,-122.064953
558629193126144,47.647952,-121.980863
558629194126144,47.7028,-122.336219
558629195126144,47.624454,-122.300971
558629196126144,47.518484,-121.583529
558629197126144,47.707769,-121.291876
558629198126144,47.771513,-122.154095
558629199126144,47.474274,-122.074274
558629200126144,47.329977,-121.93935
558629201126144,47.426394,-122.440741
558629202126144,47.296601,-121.739297
558629203126144,47.770738,-122.374061
558629204126144,47.721505,-122.36773
558629205126144,47.300591,-122.25315
558629206126144,47.489001,-121.40683
558629207126144,47.180927,-121.346548
558629208126144,47.19389,-121.536841
558629209126144,47.47436,-121.786663
558629210126144,47.380783,-121.564039
558629211126144,47.476256,-121.927994
558629212126144,47.423801,-122.07626
558629213126144,47.622421,-121.792344
558629214126144,47.666085,-121.645398
558629215126144,47.729423,-122.528657
558629216126144,47.572246,-122.497998
558629217126144,47.448305,-122.608218
558629218126144,47.744145,-122.680756
558629219126144,47.550633,-122.836061
558629220126144,47.892798,-122.537615
558629221126144,47.592721,-122.677337
558629222126144,47.005925,-122.038725
558629223126144,46.860703,-121.830147
558629224126144,46.815838,-122.17909
558629225126144,47.003828,-121.847599
558629226126144,46.784091,-121.958222
558629227126144,47.270215,-122.613922
558629228126144,46.959758,-122.541916
558629229126144,47.106493,-122.618432
558629230126144,47.252982,-122.757878
558629231126144,46.909172,-122.390431
558629232126144,47.261761,-122.40326
412221141489998,48.021312,-123.585087
412221148489998,46.923963,-118.04496
412221157489998,47.380237,-120.748099
412221164489998,47.955435,-119.41351
412221171489998,47.673614,-121.714054
412221180489998,45.952403,-122.781139
412221181489998,45.925729,-122.618986
412221182489998,45.694358,-122.553696
412221183489998,47.279041,-121.635134
412221185489998,48.710975,-123.033418
412221194489998,48.763784,-117.183306
412221204489998,47.892809,-123.180665
273641737489998,48.493838,-118.484997
273641738489998,48.346993,-118.487722
273641739489998,48.57665,-122.673003
273641740489998,48.076599,-122.390077
273641741489998,46.758843,-118.097739
273641753489998,47.617977,-124.243522
273641779489998,48.304512,-121.342097
273641781489998,46.54661,-123.673135
273641792489998,47.362357,-118.338546
273641793489998,47.031729,-118.307511
273641794489998,47.062634,-118.482818
273641797489998,48.830055,-118.694306
273641798489998,46.024838,-118.873362
273641800489998,46.41911,-118.409182
273641801489998,47.015499,-118.654217
273641802489998,47.14152,-119.89882
273641806489998,47.562758,-117.305212
273641814489998,46.673653,-118.955968
273641817489998,48.092306,-120.395917
273641835489998,48.396999,-122.461025
273641836489998,48.227833,-122.421209
273641837489998,45.807759,-121.914399
273641838489998,47.627242,-123.905784
273641839489998,47.428285,-124.018545
273641849489998,46.243551,-120.658696
273641852489998,46.950264,-122.16061
273641873489998,47.325616,-123.316656
345935385489998,46.963548,-118.954313
345935388489998,46.826131,-123.168638
345935397489998,46.937058,-123.524113
345935399489998,46.950763,-123.813763
345935400489998,46.902865,-123.877899
345935401489998,46.724251,-123.677004
345935407489998,47.875638,-119.264102
345935410489998,47.454415,-120.639551
345935416489998,46.024026,-120.908604
345935417489998,48.281698,-121.344223
345935419489998,46.620786,-118.395405
345935428489998,47.038605,-122.497053
345935429489998,46.980892,-122.653489
345935430489998,47.722241,-122.302262
