CN,LAT,LON
24205290010900,48.895612,-121.551149
24205541010900,48.897292,-121.02144
24205848010900,48.946144,-122.475909
24205862010900,48.945122,-121.193306
24498342010900,46.295197,-122.111246
24498450010900,46.33416,-121.747277
24498693010900,46.343403,-121.974053
24499031010900,46.38392,-121.613868
24499305010900,47.823153,-122.214005
24499321010900,47.81295,-121.8647
24499453010900,47.793096,-121.69335
24499760010900,47.836437,-121.508613
24500127010900,47.811566,-121.352603
24500369010900,47.875928,-121.164556
24500601010900,47.924122,-122.086327
24500618010900,47.957423,-122.242406
24500634010900,47.965044,-121.727268
24500882010900,47.98363,-121.884549
24131014010900,46.321725,-117.803813
24131077010900,46.352999,-117.982824
24131088010900,46.472311,-118.167058
24131099010900,46.523732,-118.001271
24131110010900,45.874162,-122.746683
24131124010900,46.001369,-122.413807
24131222010900,45.995046,-122.609794
24131419010900,46.052275,-122.783162
24131587010900,46.044207,-122.414931
24131760010900,46.148306,-122.997663
24131857010900,46.146203,-122.630701
24132057010900,46.195394,-122.812849
24132229010900,46.202972,-122.720418
24132394010900,46.19573,-122.671518
24132612010900,46.169883,-122.280547
24132946010900,46.218579,-122.467097
24133127010900,46.326253,-123.186862
24133291010900,46.240061,-122.64958
24133508010900,46.351043,-122.8164
24133522010900,46.345829,-122.350497
24133730010900,47.336445,-120.033629
24133741010900,47.525064,-120.252264
24133752010900,47.530914,-119.716936
24133763010900,47.558851,-119.892368
24133774010900,47.62052,-120.155756
24133789010900,47.576715,-119.550965
24133800010900,47.670279,-120.096297
24133811010900,47.718801,-119.915305
24133822010900,47.687666,-119.735274
24133833010900,47.735468,-119.574218
24133844010900,47.705544,-119.3815
24133855010900,47.852705,-119.763075
24133866010900,47.87376,-119.409554
24133877010900,47.902473,-119.589885
24133888010900,47.923016,-119.236466
24133899010900,47.92866,-119.163427
24133915010900,48.018996,-119.811995
24133929010900,48.034191,-119.429817
24133940010900,48.057607,-119.084924
24133951010900,48.089943,-119.255917
24133962010900,47.914215,-118.370357
24134090010900,48.068201,-118.720137
24134260010900,48.105538,-118.572526
24134431010900,48.105827,-118.353676
24134547010900,48.231796,-118.73619
24134721010900,48.248236,-118.414866
24134853010900,48.299284,-118.572586
24135041010900,48.295733,-118.200968
24135120010900,48.400281,-118.774028
24135336010900,48.400066,-118.402411
24135615010900,48.452569,-118.405889
24135751010900,48.460861,-118.236283
24135843010900,48.556084,-118.762183
24135938010900,48.62981,-118.625487
24135965010900,48.572412,-118.431364
24136264010900,48.607575,-118.279441
24136537010900,48.731732,-118.79251
24136822010900,48.693169,-118.622926
24136970010900,48.742873,-118.459431
24137419010900,48.791317,-118.606818
24137524010900,48.812006,-118.259784
22398263010497,46.61275,-121.611083
22398264010497,46.685686,-121.858107
22398265010497,47.406196,-123.332341
22398266010497,47.400719,-123.283473
22398267010497,47.448326,-123.320915
22398268010497,48.489585,-118.99943
22398269010497,48.640735,-119.995344
22398270010497,48.587731,-119.815307
22398271010497,48.461806,-120.401679
22398272010497,48.138002,-120.201135
22398273010497,48.593769,-119.959613
22398274010497,48.573259,-120.10299
22398275010497,48.811062,-118.976763
22398276010497,48.631884,-120.320124
22398277010497,48.907782,-118.933849
22398278010497,48.703519,-120.316212
22398279010497,48.918142,-119.378927
22398280010497,48.834757,-118.967702
22398281010497,48.226394,-119.977614
22398282010497,48.026513,-120.063324
22398283010497,48.301605,-120.15124900000001
22398284010497,48.674586,-120.030381
22398285010497,48.104532,-120.06566
22398286010497,48.158212,-120.20239
22398287010497,48.026936,-119.989652
22398288010497,48.588642,-119.776426
22398289010497,48.548365,-119.257357
22398290010497,48.256438,-120.012301
22398291010497,48.134269,-120.13392
22398292010497,47.985968,-120.062728
22398293010497,48.544243,-119.138979
22398294010497,48.75207,-120.278324
22398295010497,48.347078,-119.977565
22398296010497,48.517283,-118.960708
24167142010900,48.263996,-118.929568
24167156010900,48.331007,-120.371386
24167452010900,48.322356,-119.80318
24167587010900,48.376589,-120.028937
24167600010900,48.368656,-119.509783
24167614010900,48.375168,-119.666721
24167707010900,48.368354,-119.145887
24167857010900,48.442086,-120.598699
24167871010900,48.413696,-119.297368
24168055010900,48.430901,-118.949268
24168297010900,48.502084,-120.44665
24168311010900,48.515641,-119.853244
24168542010900,48.522352,-120.075826
24168861010900,48.520105,-119.500717
24168875010900,48.548446,-119.685607
24168888010900,48.562781,-119.360873
24168902010900,48.551646,-119.173647
24169158010900,48.637669,-120.813292
24169469010900,48.610408,-120.615172
24169827010900,48.615504,-119.910791
24170051010900,48.588157,-118.958303
24170347010900,48.678786,-120.440782
24170596010900,48.620449,-120.206688
24170891010900,48.671771,-120.063189
24171377010900,48.671085,-119.913547
24501038010900,48.014072,-121.349043
24501229010900,48.00723,-121.53723
24501251010900,48.053908,-121.200576
24501409010900,48.089291,-122.099442
24501424010900,48.115075,-122.284662
24501439010900,48.112959,-121.712321
24501737010900,48.268806,-122.150618
24501961010900,48.158095,-121.411436
24502332010900,48.16196,-121.565759
24502803010900,48.171307,-121.043211
24503122010900,48.203226,-121.196682
24503309010900,48.259843,-122.307278
24503327010900,48.168308,-121.936515
24503476010900,47.267584,-117.53405
24503492010900,47.402304,-117.713293
24503509010900,47.385458,-117.346023
24503525010900,47.450327,-117.573971
24503692010900,47.457634,-117.211299
24503709010900,47.560645,-117.72673
24503726010900,47.590123,-117.544144
24503742010900,47.569484,-117.367941
24503758010900,47.598164,-117.207386
24503935010900,47.710171,-117.721922
24503951010900,47.724253,-117.389239
24503964010900,47.748499,-117.584388
24503980010900,47.748275,-117.059607
24503997010900,47.890189,-117.420267
24504029010900,47.894862,-117.35455
24504052010900,47.901628,-117.055578
24504300010900,47.945059,-117.214492
24504427010900,48.04446,-117.418915
24504442010900,47.857,-118.093172
24504559010900,47.874252,-117.774005
24504706010900,47.901906,-117.92928
24504861010900,47.926993,-117.602329
24504877010900,48.002276,-118.160959
24505062010900,48.043607,-117.794289
24505250010900,48.063758,-117.982114
24505411010900,48.090663,-117.651519
24505426010900,46.740572,-118.507706
24505439010900,46.859402,-119.218114
24505452010900,46.837695,-119.050038
24505465010900,46.884299,-118.875272
24505478010900,46.862903,-118.346637
24505491010900,46.902668,-118.531289
24505504010900,46.883923,-118.003167
24505517010900,46.912441,-118.187695
24505530010900,47.008622,-118.714042
24505543010900,47.045364,-118.903562
24505556010900,47.027617,-118.372664
24505569010900,47.063128,-118.552339
24510303010900,47.999088,-120.990013
24510325010900,48.051144,-120.6885
24510595010900,48.052372,-120.824243
24510895010900,48.061663,-120.279715
24511125010900,48.109652,-120.281251
24511330010900,48.222639,-120.861114
24511344010900,48.192656,-120.673283
24511565010900,48.238112,-120.537542
24511775010900,48.347431,-121.031374
24505582010900,47.050697,-118.020442
24505595010900,47.078703,-118.204015
24505608010900,47.204553,-118.923458
24505621010900,47.176604,-118.733411
24505634010900,47.222308,-118.569838
24505647010900,47.196811,-118.386401
24505660010900,47.24053,-118.230447
24505673010900,47.209843,-118.042909
24505686010900,46.134849,-117.402045
24506015010900,46.106533,-117.233538
24506194010900,46.133821,-117.057012
24506211010900,46.275567,-117.268857
24506228010900,46.283627,-117.406271
24506245010900,45.847455,-119.779112
24137880010900,48.885429,-118.856324
24138095010900,48.916822,-118.487122
24138390010900,48.958714,-118.326425
24138694010900,46.253891,-119.179171
24138705010900,46.305279,-119.015219
24138716010900,46.416923,-119.196944
24138727010900,46.436026,-118.857187
24138738010900,46.470688,-119.031736
24138749010900,46.468968,-118.964448
24138765010900,46.48826,-118.683282
24138776010900,46.578147,-119.227958
24138787010900,46.59928,-118.877212
24138798010900,46.626894,-119.055315
24138809010900,46.613201,-118.532093
24138820010900,46.645872,-118.707304
24138831010900,46.662482,-118.361447
24138842010900,46.220315,-117.651991
24139157010900,46.153278,-117.441621
24139382010900,46.280458,-117.48421
24139398010900,46.332979,-117.473704
24139513010900,46.385807,-117.635947
24139526010900,46.480508,-117.817097
24139537010900,46.531409,-117.725661
24139553010900,46.504059,-117.46811
24139564010900,46.534174,-117.654145
24139575010900,46.54903,-117.299672
24139586010900,46.69892,-117.665141
24139597010900,46.660588,-117.493825
24139608010900,46.696333,-119.943186
24139619010900,46.747921,-119.768731
24139630010900,46.717037,-119.592501
24139642010900,46.763283,-119.428104
24139653010900,46.861331,-119.959463
24139664010900,46.879794,-119.614566
24139675010900,46.906162,-119.801496
24139686010900,46.930759,-119.445967
24139702010900,46.946955,-119.10337
24139713010900,47.043793,-119.641176
24139724010900,47.06467,-119.821322
24139735010900,47.062087,-119.290078
24139746010900,47.09264,-119.47004
24139757010900,47.16276,-119.690298
24139773010900,47.114601,-119.129006
24139784010900,47.23788,-119.84359
24139795010900,47.204661,-119.667299
24139806010900,47.256871,-119.502999
24139817010900,47.223508,-119.3134
24139828010900,47.272688,-119.138089
24139839010900,47.362813,-119.685365
24139850010900,47.397177,-119.871122
24139861010900,47.380014,-119.334645
24139872010900,47.409642,-118.991514
24139883010900,47.435679,-119.165157
24139894010900,47.549912,-119.350474
24139905010900,47.56803,-119.007895
24139916010900,47.597907,-119.185272
24139927010900,47.731169,-119.02261
24139938010900,47.761258,-119.212115
24139949010900,47.893135,-119.062699
24139960010900,46.886746,-123.809947
24140187010900,46.880648,-123.437441
24140305010900,46.883983,-124.023334
24140501010900,46.909601,-123.504556
24140680010900,46.93518,-123.674965
24171681010900,48.683492,-119.521694
24171695010900,48.71646,-119.722481
24171913010900,48.693735,-119.16141
24172101010900,48.785192,-120.64702
24172401010900,48.710161,-119.352437
24172415010900,48.781642,-120.274806
24172796010900,48.752456,-118.98486
24172809010900,48.825543,-120.494181
24173107010900,48.83069,-119.91792
24173414010900,48.842334,-120.108483
24173428010900,48.858896,-119.565797
24173443010900,48.855818,-119.198759
24173457010900,48.923959,-120.643864
24173727010900,48.895461,-119.371409
24173984010900,48.964435,-120.299109
24174374010900,48.901275,-119.041028
24174388010900,48.979161,-120.489397
24174610010900,48.963484,-119.967948
24174985010900,46.246774,-123.870858
24175148010900,46.399237,-123.731207
24175379010900,46.415874,-123.913135
24175613010900,46.440136,-123.376789
24175837010900,46.430625,-123.582805
24175995010900,46.543167,-123.732515
24176192010900,46.613454,-123.60608
24176337010900,46.583384,-123.457274
24176559010900,46.723677,-123.812268
24176876010900,46.740882,-123.977034
24176887010900,46.731362,-123.460944
24177047010900,46.789253,-123.658086
24177258010900,48.138487,-117.278779
24177351010900,48.190201,-117.480615
24177507010900,48.184528,-117.127592
24177718010900,48.295739,-117.30974
24177732010900,48.341118,-117.484397
24178128010900,48.345576,-117.135223
24178501010900,48.469856,-117.331147
24178908010900,48.525555,-117.140884
22398297010497,48.790806,-120.06045
22398298010497,48.856669,-119.010789
22398299010497,48.280416,-119.979633
22398300010497,48.549072,-120.070769
22398301010497,48.665171,-118.947607
22398302010497,48.260747,-120.26861
22398303010497,48.602368,-117.425128
22398304010497,48.426111,-117.443892
22398305010497,48.601941,-117.467712
22398306010497,48.753974,-117.530528
22398307010497,48.547206,-117.436923
22398308010497,48.355488,-117.42016
22398309010497,48.496723,-117.406651
22398310010497,48.743749,-117.333914
22398311010497,48.210782,-117.064099
22398312010497,48.496233,-117.32735
22398313010497,48.522877,-117.367398
22398314010497,46.983194,-121.931071
22398315010497,46.951625,-121.962883
22398316010497,47.0997,-121.551348
22398317010497,48.423079,-121.368883
22398318010497,48.380631,-121.772721
24506259010900,45.97935,-119.620476
24506272010900,45.959988,-119.311548
24506285010900,46.011807,-119.800008
24506298010900,46.006988,-119.285634
24506311010900,46.031512,-119.46425
24506324010900,46.048788,-119.116096
24506337010900,46.148892,-119.664595
24506350010900,46.17064,-119.829884
24506363010900,46.161656,-119.30486
24506376010900,46.191897,-119.484874
24506389010900,46.218828,-119.14185
24506402010900,46.339549,-119.848908
24506415010900,46.301047,-119.671315
24506428010900,46.355662,-119.500605
24506441010900,46.327079,-119.33206
24506454010900,46.468193,-119.691347
24506467010900,46.495882,-119.868068
24506480010900,46.487702,-119.34065
24506493010900,46.520331,-119.532003
24506506010900,46.62904,-119.723601
24506519010900,46.679172,-119.547495
24506532010900,47.274226,-120.362083
24506847010900,47.271502,-120.152163
24506863010900,47.420676,-120.736165
24507130010900,47.406169,-120.56284
24507295010900,47.421523,-120.366876
24507318010900,47.507702,-120.929029
24507342010900,47.564404,-120.58247
24507359010900,47.573336,-120.73523
24507595010900,47.705405,-120.918182
24507810010900,47.75088,-120.765868
24508102010900,47.723589,-120.588527
24508278010900,47.770648,-120.442463
24508542010900,47.741551,-120.266247
24508711010900,47.809952,-120.072978
24508760010900,47.854898,-120.987655
24509014010900,47.898631,-120.626688
24509233010900,47.9062,-120.835372
24509568010900,47.888627,-120.253505
24509895010900,47.943044,-120.471798
24510110010900,47.910427,-119.920816
24510126010900,47.933171,-120.101683
24511790010900,48.35423,-120.742513
24206054010900,48.99522,-122.69846
24206263010900,48.997876,-122.174751
24206277010900,48.962867,-121.739431
24206435010900,48.990751,-120.869619
24206449010900,46.513755,-117.12944
24206460010900,46.635836,-118.182279
24206471010900,46.680743,-118.016998
24206482010900,46.677405,-117.149387
24206493010900,46.707736,-117.320569
24206504010900,46.813308,-117.852427
24206515010900,46.830498,-117.510008
24206526010900,46.858387,-117.68831
24206537010900,46.86328,-117.148238
24206551010900,46.858818,-117.349567
24206565010900,46.968546,-117.86836
24206576010900,46.987581,-117.525717
24206587010900,47.027588,-117.70487
24206598010900,47.003579,-117.166109
24206626010900,47.030693,-117.360056
24206637010900,47.182415,-117.718667
24206648010900,47.149228,-117.550416
24206659010900,47.167338,-117.19825
24206670010900,47.196524,-117.368205
24206681010900,46.081764,-121.19174
24206805010900,46.116262999999996,-121.23548
24206983010900,46.077381,-120.017194
24206994010900,46.145862,-121.410002
24207238010900,46.136898,-120.858397
24207478010900,46.236082,-120.952722
24207617010900,46.164172,-120.553726
24140904010900,46.973644,-123.328761
24141158010900,46.927982,-123.160708
24141321010900,47.058466,-124.054436
24141501010900,47.024609,-123.887222
24141683010900,47.084371,-123.513091
24142021010900,47.086285,-123.747473
24142232010900,47.181391,-123.89887
24142440010900,47.233498,-124.094735
24142752010900,47.22416,-123.57052
24142911010900,47.273948,-123.74457
24143105010900,47.326128,-123.960215
24143306010900,47.344028,-123.943647
24143523010900,47.382658,-124.103768
24143771010900,47.432623,-123.763728
24143992010900,47.379638,-123.62455
24144528010900,47.473988,-124.325602
24144773010900,47.512526,-123.978153
24144992010900,47.521311,-124.255899
24145147010900,47.520357,-124.170944
24145365010900,48.008389,-122.463846
24145447010900,48.28196,-122.726449
24145502010900,47.553667,-123.636466
24145628010900,47.572519,-123.842972
24145995010900,47.62114,-123.436619
24146243010900,47.624575,-123.115611
24146474010900,47.644029,-122.973697
24146682010900,47.671377,-124.036524
24146892010900,47.676525,-122.941587
24147043010900,47.695959,-124.210112
24147291010900,47.727237,-123.660078
24147306010900,47.738164,-123.85697
24147535010900,47.772109,-123.52963
24147550010900,47.794359,-123.168412
24147565010900,47.775351,-122.952664
24147975010900,47.820688,-124.394581
24148207010900,47.815652,-122.797701
24148349010900,47.873807,-124.257901
24148518010900,47.826686,-124.052389
24148755010900,47.871152,-123.881454
24148975010900,47.857862,-123.734504
24148990010900,47.997951,-122.841039
24149217010900,47.216418,-121.793909
24149445010900,47.254221,-121.971156
24149614010900,47.270695,-121.434049
24149942010900,47.357497,-122.158592
24149957010900,47.428273,-121.990973
24150101010900,47.376374,-121.783681
24150326010900,47.399305,-121.483832
24150481010900,47.429669,-121.644515
24150753010900,47.500933,-122.208591
24150764010900,47.524003,-122.369458
24150777010900,47.520471,-121.860677
24150792010900,47.515231,-121.436916
24151136010900,47.571477,-122.011453
24151150010900,47.567487,-121.506157
24151234010900,47.598672,-121.666097
24151481010900,47.614117,-121.364537
24151495010900,47.674935,-122.232459
24151506010900,47.726067,-121.857321
24151714010900,47.726072,-122.074473
22398319010497,48.461506,-121.955248
22398320010497,48.352514,-121.591456
22398322010497,48.433029,-121.51821
22398323010497,48.480835,-121.924408
22398324010497,48.455792,-121.708517
22398325010497,46.314602,-121.903404
22398326010497,46.288784,-121.832191
22398327010497,46.094959,-121.579047
22398328010497,46.215503,-121.899948
22398329010497,45.918773,-121.768432
22398330010497,46.169043,-122.212286
22398331010497,46.368123,-121.853095
22398332010497,46.190765,-122.217139
22398333010497,46.238461,-121.65767
22398334010497,46.337022,-122.005538
22398335010497,46.145399,-121.794034
22398336010497,46.302501,-121.581885
22398337010497,46.17115,-121.794779
22398338010497,45.801248,-121.875471
22398339010497,45.945644,-121.872272
22398340010497,46.093578,-121.931734
22398341010497,46.164354,-121.966757
22398342010497,46.194312,-122.018072
22398343010497,46.093376,-122.218453
22398344010497,46.371811,-122.138482
22398345010497,46.016744,-121.907411
22398346010497,46.0454,-121.724422
22398347010497,45.901555,-122.146694
22398348010497,46.117837,-121.578163
22398349010497,46.290558,-121.571123
22398350010497,45.917881,-121.837808
22398351010497,45.898983,-121.931849
22398352010497,46.064369,-121.835706
22398353010497,47.885636,-121.355389
22398354010497,48.155458,-121.44677
22398356010497,48.138587,-121.563281
22398357010497,47.865248,-121.604934
22398358010497,47.887051,-121.312764
22398359010497,48.206923,-121.452469
24179203010900,48.532644,-117.068941
24179528010900,48.637207,-117.340873
24179552010900,48.659113,-117.166099
24179863010900,48.766256,-117.306326
24180244010900,48.769319,-117.37381
24180537010900,48.827821,-117.601686
24180847010900,48.861347,-117.214594
24181139010900,48.94556,-117.390584
24181467010900,46.759932,-121.904735
24181671010900,46.906813,-122.252008
24181879010900,47.103396,-121.900316
24182090010900,46.91515,-121.900314
24182303010900,46.888918,-121.726673
24182317010900,46.955376,-121.555305
24182557010900,47.01041,-122.472532
24182570010900,46.960095,-122.191173
24182719010900,47.031803,-122.658266
24182732010900,47.015893,-122.115399
24182937010900,47.056935,-122.259707
24183014010900,47.048554,-121.740165
24207631010900,46.166911,-119.960898
24207647010900,46.182482,-120.741837
24207672010900,46.187871,-120.209052
24207683010900,46.136282,-120.524175
24207697010900,46.281716,-121.435202
24207922010900,46.278108,-121.284179
24208110010900,46.24174,-120.042081
24208121010900,46.29787,-121.443701
24208204010900,46.137887,-120.937115
24208346010900,46.326166,-121.080365
24208563010900,46.352238,-120.768955
24208577010900,46.322712,-120.579427
24208588010900,46.379252,-120.414738
24208599010900,46.354713,-120.229068
24208610010900,46.394767,-120.206266
24208626010900,46.402037,-120.071384
24208637010900,46.370076,-119.88556
24208648010900,46.437205,-121.285829
24208877010900,46.47217,-121.160229
24209019010900,46.489859,-120.601114
24209030010900,46.539516,-120.801852
24209044010900,46.506252,-120.263187
24209055010900,46.545023,-120.437044
24209066010900,46.578076,-121.321577
24209500010900,46.565716,-120.093675
24209511010900,46.633025,-120.940732
24209525010900,46.654975,-121.138195
24209841010900,46.638038,-120.622843
24209852010900,46.68174,-120.801408
24209866010900,46.671775,-120.286776
24209877010900,46.703207,-120.462947
24209888010900,46.77667,-121.355877
24210303010900,46.727391,-120.118514
24210314010900,46.772925,-121.034479
24210735010900,46.823787,-121.170616
24211245010900,46.849244,-120.835673
24211388010900,46.829006,-120.667194
24511994010900,48.395081,-120.902448
24512016010900,48.455752,-120.653148
24512033010900,48.542267,-120.745757
24512151010900,47.872482,-122.961576
24512454010900,47.915598,-124.396557
24512600010900,47.896524,-124.220535
24512824010900,47.971441,-124.055893
24513145010900,47.917492,-123.885748
24513401010900,47.962709,-123.508361
24513584010900,47.98471,-123.687627
24513781010900,48.017658,-123.160571
24513938010900,48.019705,-124.626315
24514156010900,48.030921,-123.344915
24514332010900,48.063859,-124.251361
24514589010900,48.064986,-123.004198
24514723010900,48.089734,-124.455994
24514879010900,48.112202,-123.879967
24515062010900,48.112037,-124.478618
24515273010900,48.117552,-124.062283
24515644010900,48.130347,-123.569281
24515853010900,48.149518,-123.731825
24515981010900,48.186173,-124.656382
24516245010900,48.207704,-124.325287
24516474010900,48.262793,-124.48562
24151898010900,47.768914,-121.714469
24152056010900,47.71489,-121.51239
24152069010900,47.76205,-121.64794
24152226010900,47.43083,-122.711157
24152241010900,47.501424,-122.541086
24152479010900,47.499584,-122.766283
24152642010900,47.594967,-122.898683
24152925010900,47.646698,-122.7614
24153161010900,47.795552,-122.609399
