OID_,CN,LAT,LON
2002,44542826020004.000000000000000,47.277979000000002,-121.931967000000000
2003,44542829020004.000000000000000,48.431007999999999,-120.179629000000006
2004,44542845020004.000000000000000,48.953006000000002,-121.542383000000001
2005,558630838126144.000000000000000,48.619399000000001,-119.956106000000005
2006,558630839126144.000000000000000,48.747044000000002,-119.121509000000003
2007,345936209489998.000000000000000,47.546545999999999,-120.117496000000003
2008,345936210489998.000000000000000,47.374326000000003,-120.076109000000002
2009,345936212489998.000000000000000,47.516463999999999,-120.446967999999998
2010,345936220489998.000000000000000,48.206401999999997,-119.857003000000006
2011,345936226489998.000000000000000,47.382128999999999,-122.009382000000002
2012,345936227489998.000000000000000,47.375430000000001,-122.222207999999995
2013,345936270489998.000000000000000,48.050116000000003,-119.833184000000003
2014,345936275489998.000000000000000,47.323791000000000,-120.226776999999998
2015,345936276489998.000000000000000,47.064678999999998,-120.037310000000005
2016,345936056489998.000000000000000,48.586951999999997,-119.174817000000004
2017,345936060489998.000000000000000,47.649794000000000,-120.852119999999999
2018,345936073489998.000000000000000,47.103411999999999,-120.932705999999996
2019,345936074489998.000000000000000,47.133211000000003,-121.068470000000005
2020,345936099489998.000000000000000,47.723520999999998,-119.240464000000003
2021,346864361489998.000000000000000,48.505825000000002,-120.549493999999996
2022,346864368489998.000000000000000,48.355210000000000,-121.738784999999993
2023,346864369489998.000000000000000,48.574254000000003,-121.621001000000007
2024,346864415489998.000000000000000,48.255715000000002,-121.524846999999994
2025,346864417489998.000000000000000,48.574877999999998,-121.556779000000006
2026,346864418489998.000000000000000,47.755118000000003,-121.172416999999996
2027,346864421489998.000000000000000,47.714181000000004,-121.470123000000001
2028,346864422489998.000000000000000,47.050584000000001,-121.703143999999995
2029,346864426489998.000000000000000,48.128307000000000,-121.487926999999999
2030,346864428489998.000000000000000,48.040987000000001,-121.634665999999996
2031,346864453489998.000000000000000,47.743746000000002,-121.499589999999998
2032,412221218489998.000000000000000,47.403931999999998,-120.426737000000003
2033,412221239489998.000000000000000,48.897910000000003,-119.301692000000003
2034,412221240489998.000000000000000,48.663167999999999,-119.359160000000003
2035,412221277489998.000000000000000,47.708368999999998,-121.000384999999994
2036,412221286489998.000000000000000,48.485990000000001,-118.960389000000006
2037,412221287489998.000000000000000,48.836596999999998,-119.014224999999996
2038,345933659489998.000000000000000,47.313597999999999,-121.101691000000002
2039,345933660489998.000000000000000,48.676321999999999,-120.286378999999997
2040,345933661489998.000000000000000,48.477505999999998,-120.067283000000003
2041,345933662489998.000000000000000,48.531377999999997,-120.254350000000002
2042,412221526489998.000000000000000,48.702776000000000,-119.129642000000004
2043,412221538489998.000000000000000,47.636077000000000,-122.041731999999996
2044,412221539489998.000000000000000,47.471017000000003,-121.998410000000007
2045,412221548489998.000000000000000,48.047024999999998,-120.534918000000005
2046,412221565489998.000000000000000,47.067627000000002,-121.234710000000007
2047,412221566489998.000000000000000,47.026127000000002,-121.377972000000000
2048,412221599489998.000000000000000,47.128382000000002,-120.508989000000000
2049,412221600489998.000000000000000,46.617708999999998,-120.456091999999998
2050,412221616489998.000000000000000,47.279559999999996,-121.783627999999993
2051,412221664489998.000000000000000,47.074316000000003,-120.355428000000003
2052,238861371489998.000000000000000,46.553122999999999,-121.252296000000001
2053,238861372489998.000000000000000,46.598199999999999,-121.147721000000004
2054,238861373489998.000000000000000,48.870263999999999,-119.273270999999994
2055,238861374489998.000000000000000,47.395802000000003,-120.520033999999995
2056,238861375489998.000000000000000,48.209952000000001,-120.162345000000002
2057,238861376489998.000000000000000,47.816343000000003,-120.216837999999996
2058,238861378489998.000000000000000,48.618400000000001,-120.801829999999995
2059,238861379489998.000000000000000,46.646844000000002,-121.074371999999997
2060,238861381489998.000000000000000,47.937390999999998,-119.999016999999995
2061,238861382489998.000000000000000,48.343434000000002,-119.902787000000004
2062,238861383489998.000000000000000,47.868160000000003,-120.440943000000004
2063,238861384489998.000000000000000,48.689739000000003,-120.840227999999996
2064,238861387489998.000000000000000,47.121197000000002,-121.489776000000006
2065,238861388489998.000000000000000,48.407133000000002,-121.443074999999993
2066,238861390489998.000000000000000,48.229376000000002,-121.409730999999994
2067,238861392489998.000000000000000,47.808978000000003,-121.466403000000000
2068,238861393489998.000000000000000,48.773470000000003,-121.586405999999997
2069,238861427489998.000000000000000,48.112755000000000,-120.353742999999994
2070,238861429489998.000000000000000,46.992562999999997,-121.199460000000002
2071,238861430489998.000000000000000,48.384245999999997,-120.419454999999999
2072,273639836489998.000000000000000,48.924028999999997,-119.637589000000006
2073,273639837489998.000000000000000,48.611330000000002,-119.574572000000003
2074,273639838489998.000000000000000,47.340696999999999,-121.184703999999996
2075,273639846489998.000000000000000,47.494098999999999,-119.594283000000004
2076,290008523489998.000000000000000,47.017094999999998,-121.131292999999999
2077,290008551489998.000000000000000,48.583064999999998,-120.554952999999998
2078,290008552489998.000000000000000,46.647105000000003,-121.176456000000002
2079,290008553489998.000000000000000,46.896877000000003,-121.452297999999999
2080,290008554489998.000000000000000,47.921342000000003,-120.725013000000004
2081,290008555489998.000000000000000,48.188653000000002,-120.344050999999993
2082,345934866489998.000000000000000,48.602012999999999,-121.551580999999999
2083,345934897489998.000000000000000,48.631582000000002,-120.467415000000003
2084,345934898489998.000000000000000,48.592661999999997,-120.818286999999998
2085,345934899489998.000000000000000,47.948891000000003,-120.765979999999999
2086,345934900489998.000000000000000,47.797645000000003,-120.692629999999994
2087,345934904489998.000000000000000,46.773603000000001,-121.388283999999999
2088,345934923489998.000000000000000,46.627105000000000,-121.388446000000002
2089,345934936489998.000000000000000,47.521068000000000,-122.080371000000000
2090,345934950489998.000000000000000,48.142347999999998,-120.389309999999995
2091,345934951489998.000000000000000,48.097560999999999,-120.766553000000002
2092,345934952489998.000000000000000,47.988273000000000,-120.313790999999995
2093,345934953489998.000000000000000,47.491205999999998,-120.273548000000005
2094,345934958489998.000000000000000,48.143313999999997,-120.572507999999999
2095,345935013489998.000000000000000,46.529223999999999,-120.656130000000005
2096,345935022489998.000000000000000,47.257829999999998,-121.820803999999995
2097,345935023489998.000000000000000,47.717931000000000,-121.704669999999993
2098,273640510489998.000000000000000,46.964511000000002,-121.828896999999998
2099,273640511489998.000000000000000,46.987388000000003,-121.986560999999995
2100,273640512489998.000000000000000,47.326971000000000,-122.078664000000003
2101,273640518489998.000000000000000,48.481073000000002,-120.244224000000003
2102,273640522489998.000000000000000,48.516145999999999,-121.016598999999999
2103,273640523489998.000000000000000,48.740741000000000,-120.879841999999996
2104,273640528489998.000000000000000,48.139935999999999,-121.706202000000005
2105,273640544489998.000000000000000,47.117635999999997,-120.227521999999993
2106,273640546489998.000000000000000,47.513331999999998,-121.215134000000006
2107,273640547489998.000000000000000,47.907024999999997,-121.421169000000006
2108,273640548489998.000000000000000,47.860677000000003,-121.426400999999998
2109,273640549489998.000000000000000,47.658791000000001,-121.214257000000003
2110,273640550489998.000000000000000,47.715722000000000,-121.430302999999995
2111,273640551489998.000000000000000,48.006667000000000,-121.273216000000005
2112,273640579489998.000000000000000,48.995936000000000,-121.118077999999997
2113,273640613489998.000000000000000,47.129986000000002,-121.848106000000001
2114,273640614489998.000000000000000,47.156993000000000,-122.038455999999996
2115,273640616489998.000000000000000,47.622723999999998,-122.003686999999999
2116,273640617489998.000000000000000,47.446333000000003,-121.901011999999994
2117,273640643489998.000000000000000,48.341906000000002,-121.536454000000006
2118,273640644489998.000000000000000,48.481955999999997,-121.365960999999999
2119,273640648489998.000000000000000,46.559586000000003,-120.686003999999997
2120,290008684489998.000000000000000,47.687764999999999,-121.280541999999997
2121,290008685489998.000000000000000,48.776482999999999,-121.551167000000007
2122,290008704489998.000000000000000,47.799697000000002,-120.878144000000006
2123,290008706489998.000000000000000,48.720165999999999,-120.178292999999996
2124,290008707489998.000000000000000,47.993851999999997,-120.654505999999998
2125,273641308489998.000000000000000,48.795068999999998,-119.234536000000006
2126,273641341489998.000000000000000,47.853192999999997,-120.907818000000006
2127,273641354489998.000000000000000,48.233986000000002,-120.457147000000006
2128,273641366489998.000000000000000,48.312764000000001,-119.368660000000006
2129,273641367489998.000000000000000,47.675207999999998,-119.271203999999997
2130,273641392489998.000000000000000,48.292442999999999,-121.709636000000003
2131,273641394489998.000000000000000,47.985914000000001,-120.180143999999999
2132,174763096020004.000000000000000,47.437103999999998,-121.183706000000001
2133,216959616020004.000000000000000,47.322876999999998,-121.223017999999996
2134,216959617020004.000000000000000,47.567036000000002,-121.436544999999995
2135,216959637020004.000000000000000,48.265031999999998,-119.223530999999994
2136,216959644020004.000000000000000,48.151595000000000,-120.974648000000002
2137,216959645020004.000000000000000,48.552233999999999,-121.267020000000002
2138,216959653020004.000000000000000,48.712927000000001,-119.655963000000000
2139,216959665020004.000000000000000,48.598334000000001,-121.481086000000005
2140,216959737020004.000000000000000,47.345958000000003,-120.499758000000000
2141,216959738020004.000000000000000,47.318610000000000,-120.298034000000001
2142,216959741020004.000000000000000,47.467571000000000,-121.210168999999993
2143,216959742020004.000000000000000,47.521873999999997,-120.508371999999994
2144,216959761020004.000000000000000,47.959121000000003,-121.350166000000002
2145,216959762020004.000000000000000,47.909413999999998,-121.506264000000002
2146,216959763020004.000000000000000,48.454543000000001,-121.415627999999998
2147,216959772020004.000000000000000,46.531486000000001,-120.720855999999998
2148,216959782020004.000000000000000,48.408636999999999,-121.775130000000004
2149,216959790020004.000000000000000,46.648923000000003,-120.561087000000001
2150,216960252020004.000000000000000,48.982869999999998,-120.785059000000004
2151,216960300020004.000000000000000,47.672722000000000,-120.519343000000006
2152,216960310020004.000000000000000,48.968203000000003,-119.865891000000005
2153,216960324020004.000000000000000,48.021588999999999,-121.852455000000006
2154,216960325020004.000000000000000,47.991911000000002,-121.754352999999995
2155,216960337020004.000000000000000,48.275362999999999,-121.373204000000001
2156,216960341020004.000000000000000,47.277889999999999,-121.571601999999999
2157,216960342020004.000000000000000,47.112842000000001,-121.509195000000005
2158,216961570020004.000000000000000,47.026394000000003,-120.804855000000003
2159,216961586020004.000000000000000,48.367640000000002,-119.574703999999997
2160,216961596020004.000000000000000,47.843901000000002,-120.552036000000001
2161,216961598020004.000000000000000,47.531309999999998,-119.640253000000001
2162,216961599020004.000000000000000,46.954217000000000,-121.481724999999997
2163,30763717020004.000000000000000,47.576715000000000,-119.550965000000005
2164,174763558020004.000000000000000,48.141401000000002,-121.785944000000001
2165,174763582020004.000000000000000,48.764488000000000,-119.129515999999995
2166,174763584020004.000000000000000,47.766790000000000,-120.261257999999998
2167,174763595020004.000000000000000,48.336312999999997,-120.263122999999993
2168,174763638020004.000000000000000,48.306539000000001,-121.378916000000004
2169,174763651020004.000000000000000,47.221518000000003,-121.307490999999999
2170,216960746020004.000000000000000,47.616154999999999,-120.726780000000005
2171,48204529010497.000000000000000,47.996569999999998,-119.926092999999995
2172,48204530010497.000000000000000,48.285556999999997,-119.871679999999998
2173,48204532010497.000000000000000,48.443300999999998,-119.889110000000002
2174,48204565010497.000000000000000,47.152138999999998,-121.623587000000001
2175,48204574010497.000000000000000,48.616993999999998,-119.348844999999997
2176,48204593010497.000000000000000,47.722496000000000,-120.656053999999997
2177,48204594010497.000000000000000,48.222966999999997,-120.930724999999995
2178,48204595010497.000000000000000,48.023260000000001,-120.728739000000004
2179,48204601010497.000000000000000,48.282186000000003,-120.233069999999998
2180,48204602010497.000000000000000,48.690511000000001,-121.031948000000000
2181,48204657010497.000000000000000,48.395609999999998,-120.964506000000000
2182,48204686010497.000000000000000,47.962507000000002,-121.947857999999997
2183,48205244010497.000000000000000,48.055942999999999,-121.272253000000006
2184,48205246010497.000000000000000,48.682482999999998,-120.686159000000004
2185,48205247010497.000000000000000,47.690711999999998,-121.541077999999999
2186,48205271010497.000000000000000,48.070143999999999,-120.019975000000002
2187,48205328010497.000000000000000,48.216973000000003,-119.234639999999999
2188,48205336010497.000000000000000,47.180773000000002,-121.500180000000000
2189,48205348010497.000000000000000,48.152355000000000,-121.122443000000004
2190,48205350010497.000000000000000,47.219147999999997,-120.946753999999999
2191,30764069020004.000000000000000,47.806897999999997,-120.149704000000000
2192,30764080020004.000000000000000,46.849243999999999,-120.835673000000000
2193,30764081020004.000000000000000,46.772925000000001,-121.034479000000005
2194,30764082020004.000000000000000,46.681739999999998,-120.801407999999995
2195,30764083020004.000000000000000,46.633025000000004,-120.940731999999997
2196,30764086020004.000000000000000,47.428272999999997,-121.990972999999997
2197,30764087020004.000000000000000,47.254221000000001,-121.971155999999993
2198,30764088020004.000000000000000,47.216417999999997,-121.793908999999999
2199,30764090020004.000000000000000,47.500933000000003,-122.208590999999998
2200,30764092020004.000000000000000,47.357497000000002,-122.158591999999999
2201,30764096020004.000000000000000,48.842334000000001,-120.108483000000007
2202,30764097020004.000000000000000,48.830689999999997,-119.917919999999995
2203,44542880020004.000000000000000,47.652116999999997,-119.695952000000005
2204,44542916020004.000000000000000,47.943044000000000,-120.471798000000007
2205,44542917020004.000000000000000,48.051144000000001,-120.688500000000005
2206,44542944020004.000000000000000,48.171306999999999,-121.043210999999999
2207,44542990020004.000000000000000,47.024132999999999,-121.160818000000006
2208,44542991020004.000000000000000,47.421523000000001,-120.366876000000005
2209,44542993020004.000000000000000,47.325727999999998,-121.569569999999999
2210,48205661010497.000000000000000,48.766361000000003,-119.422251000000003
2211,48205683010497.000000000000000,46.776358000000002,-119.943725999999998
2212,48205685010497.000000000000000,47.507666000000000,-120.992762999999997
2213,48205693010497.000000000000000,47.267625000000002,-120.431556000000000
2214,48205698010497.000000000000000,48.196255000000001,-120.752465999999998
2215,48205702010497.000000000000000,48.157929000000003,-121.494022000000001
2216,48205703010497.000000000000000,47.556612000000001,-121.165970999999999
2217,48205709010497.000000000000000,46.580832000000001,-121.354500000000002
2218,345935042489998.000000000000000,47.058182000000002,-121.962584000000007
2219,345935043489998.000000000000000,46.896664999999999,-121.871506999999994
2220,345935044489998.000000000000000,46.868868999999997,-121.895696000000001
2221,444202211489998.000000000000000,46.872686999999999,-121.062844999999996
2222,444202241489998.000000000000000,48.549332000000000,-120.108841999999996
2223,444202242489998.000000000000000,47.258980999999999,-120.607209999999995
2224,444202243489998.000000000000000,48.513928999999997,-119.031531000000001
2225,444202246489998.000000000000000,47.838295000000002,-120.954300000000003
2226,444202248489998.000000000000000,48.601129999999998,-120.506632999999994
2227,444202269489998.000000000000000,48.589613000000000,-120.777395999999996
2228,444202270489998.000000000000000,48.910471999999999,-119.853787999999994
2229,444202272489998.000000000000000,46.648214000000003,-121.250099000000006
2230,444202273489998.000000000000000,48.037515999999997,-120.284045000000006
2231,444202275489998.000000000000000,47.432769999999998,-120.637410000000003
2232,444202276489998.000000000000000,48.019547000000003,-120.470251000000005
2233,444202277489998.000000000000000,48.108480000000000,-120.244321999999997
2234,444202278489998.000000000000000,48.678193999999998,-120.154831000000001
2235,216961604020004.000000000000000,47.907021000000000,-119.516627999999997
2236,216961630020004.000000000000000,47.651153000000001,-120.914586999999997
2237,216961671020004.000000000000000,46.624153999999997,-121.242509999999996
2238,216961693020004.000000000000000,47.963732000000000,-120.432899000000006
2239,216961699020004.000000000000000,48.091540000000002,-119.183937000000000
2240,216961721020004.000000000000000,48.866197000000000,-119.973973000000001
2241,216961739020004.000000000000000,47.664073999999999,-120.018285000000006
2242,30763812020004.000000000000000,47.762050000000002,-121.647940000000006
2243,30763813020004.000000000000000,47.714889999999997,-121.512389999999996
2244,30763814020004.000000000000000,47.614117000000000,-121.364536999999999
2245,30763815020004.000000000000000,47.567487000000000,-121.506157000000002
2246,30763816020004.000000000000000,47.515231000000000,-121.436915999999997
2247,30763817020004.000000000000000,47.399304999999998,-121.483832000000007
2248,30763835020004.000000000000000,48.710160999999999,-119.352436999999995
2249,30763836020004.000000000000000,48.683492000000001,-119.521693999999997
2250,30763861020004.000000000000000,48.562781000000001,-119.360872999999998
2251,30763862020004.000000000000000,48.551645999999998,-119.173647000000003
2252,30763863020004.000000000000000,48.413696000000002,-119.297368000000006
2253,30763893020004.000000000000000,48.222268999999997,-119.075434000000001
2254,30763894020004.000000000000000,48.176504000000001,-119.875624000000002
2255,30764098020004.000000000000000,48.671084999999998,-119.913546999999994
2256,30764099020004.000000000000000,48.671771000000000,-120.063188999999994
2257,30764100020004.000000000000000,48.615504000000001,-119.910791000000003
2258,30764101020004.000000000000000,48.515641000000002,-119.853244000000004
2259,30764102020004.000000000000000,48.522351999999998,-120.075826000000006
2260,30764103020004.000000000000000,48.376589000000003,-120.028936999999999
2261,30764104020004.000000000000000,48.322355999999999,-119.803179999999998
2262,30764105020004.000000000000000,48.185184000000000,-119.818458000000007
2263,30764136020004.000000000000000,48.285457999999998,-120.533714000000003
2264,30764137020004.000000000000000,48.180394999999997,-120.385063000000002
2265,30764138020004.000000000000000,48.144331999999999,-120.532005999999996
2266,30764162020004.000000000000000,48.139256000000003,-120.688201000000007
2267,412221305489998.000000000000000,48.316735999999999,-119.291055999999998
2268,412221344489998.000000000000000,48.567915999999997,-119.872600000000006
2269,412221731489998.000000000000000,46.568410999999998,-120.874528999999995
2270,412221740489998.000000000000000,48.179309000000003,-121.414587999999995
2271,412221741489998.000000000000000,46.897486999999998,-121.166388999999995
2272,412221742489998.000000000000000,46.722253000000002,-121.181211000000005
2273,412221743489998.000000000000000,46.678446000000001,-121.313541000000001
2274,412221774489998.000000000000000,48.048523000000003,-121.133146999999994
2275,412221781489998.000000000000000,48.554752999999998,-120.243773000000004
2276,412221803489998.000000000000000,48.472315999999999,-121.290701999999996
2277,412222512489998.000000000000000,46.992944000000001,-119.812310999999994
2278,238861433489998.000000000000000,48.877806999999997,-119.384293999999997
2279,238861434489998.000000000000000,46.797300999999997,-121.092590000000001
2280,238861439489998.000000000000000,48.386297999999996,-121.811511999999993
2281,238861440489998.000000000000000,48.383192000000001,-121.599930999999998
2282,273642712489998.000000000000000,47.355449999999998,-120.785729000000003
2283,273642713489998.000000000000000,47.228076999999999,-120.811266000000003
2284,273642716489998.000000000000000,48.132567999999999,-120.030448000000007
2285,273642717489998.000000000000000,48.090915000000003,-120.239313999999993
2286,273642720489998.000000000000000,48.212853000000003,-120.616040999999996
2287,273642724489998.000000000000000,47.072043000000001,-121.306084999999996
2288,273642725489998.000000000000000,47.012199000000003,-121.088733000000005
2289,273642737489998.000000000000000,47.206375999999999,-121.660213999999996
2290,273642740489998.000000000000000,47.997788999999997,-119.318175999999994
2291,273642749489998.000000000000000,48.663989000000001,-119.062233000000006
2292,273642751489998.000000000000000,47.706577000000003,-120.854759999999999
2293,273642752489998.000000000000000,47.566361999999998,-120.656820999999994
2294,273642753489998.000000000000000,47.560516999999997,-120.861515999999995
2295,273642755489998.000000000000000,48.890794000000000,-120.014921999999999
2296,273642756489998.000000000000000,48.719065000000001,-119.979798000000002
2297,273642757489998.000000000000000,48.616363999999997,-119.758257000000000
2298,273642764489998.000000000000000,48.995131000000001,-121.686571000000001
2299,273642765489998.000000000000000,46.978771999999999,-121.451892999999998
2300,273642806489998.000000000000000,47.331958999999998,-119.572726000000003
2301,273642812489998.000000000000000,47.581304000000003,-120.339878999999996
2302,273642820489998.000000000000000,46.578577000000003,-121.180684999999997
2303,273642821489998.000000000000000,46.912626000000003,-120.945496000000006
2304,273642839489998.000000000000000,48.364254000000003,-118.998846999999998
2305,273642842489998.000000000000000,48.568742000000000,-119.922224999999997
2306,273642843489998.000000000000000,48.469104000000002,-119.732284000000007
2307,273642844489998.000000000000000,48.422353999999999,-119.929974000000001
2308,273642854489998.000000000000000,46.866084999999998,-120.725840000000005
2309,273642855489998.000000000000000,46.748854999999999,-120.711297000000002
2310,273639958489998.000000000000000,48.501500000000000,-121.590796999999995
2311,273639962489998.000000000000000,48.434283000000001,-120.447280000000006
2312,273639967489998.000000000000000,48.635086000000001,-118.877674999999996
2313,273639968489998.000000000000000,48.494186999999997,-119.036072000000004
2314,273643138489998.000000000000000,48.011287000000003,-121.454729999999998
2315,273643172489998.000000000000000,46.906016000000001,-120.395764000000000
2316,273643175489998.000000000000000,48.417292000000003,-119.578597000000002
2317,273643181489998.000000000000000,48.654555999999999,-121.052428000000006
2318,273643182489998.000000000000000,48.556721000000003,-120.857714999999999
2319,273643190489998.000000000000000,47.821643999999999,-121.724350999999999
2320,273643227489998.000000000000000,47.956502999999998,-121.634557000000001
2321,273643235489998.000000000000000,48.000349999999997,-121.835832999999994
2322,273643254489998.000000000000000,46.750805999999997,-120.368926000000002
2323,273643256489998.000000000000000,48.727623000000001,-120.356717000000003
2324,273643271489998.000000000000000,48.349452999999997,-120.971123000000006
2325,273643272489998.000000000000000,48.250349000000000,-120.823516999999995
2326,273643273489998.000000000000000,48.048347999999997,-120.762752000000006
2327,273643284489998.000000000000000,47.815742000000000,-121.784969000000004
2328,273643290489998.000000000000000,47.471080999999998,-119.946591999999995
2329,273643291489998.000000000000000,47.280172000000000,-119.745050000000006
2330,290008710489998.000000000000000,47.093425000000003,-120.982623000000004
2331,290008711489998.000000000000000,47.718719000000000,-120.413392000000002
2332,290008713489998.000000000000000,48.057982000000003,-120.313176999999996
2333,290008714489998.000000000000000,47.937842000000003,-120.068315999999996
2334,290008715489998.000000000000000,48.712136000000001,-120.659840000000003
2335,290008717489998.000000000000000,47.905422999999999,-121.099464999999995
2336,290008718489998.000000000000000,46.928285000000002,-121.071083000000002
2337,290008720489998.000000000000000,47.357633000000000,-120.974312999999995
2338,290008722489998.000000000000000,48.134404000000004,-121.381044000000003
2339,290008725489998.000000000000000,47.198419999999999,-121.370470999999995
2340,290008727489998.000000000000000,47.782673000000003,-121.280233999999993
2341,290008728489998.000000000000000,47.167641000000003,-121.548462999999998
2342,290009010489998.000000000000000,47.618996000000003,-121.646960000000007
2343,290009011489998.000000000000000,47.148173000000000,-121.440078999999997
2344,293284840489998.000000000000000,47.580249999999999,-120.699849999999998
2345,303333757489998.000000000000000,46.950102999999999,-121.453912000000003
2346,346863987489998.000000000000000,48.302684999999997,-121.702961000000002
2347,216960761020004.000000000000000,47.564022999999999,-119.823002000000002
2348,216960762020004.000000000000000,48.819980000000001,-120.209765000000004
2349,216960774020004.000000000000000,46.968032000000001,-121.166410999999997
2350,216960778020004.000000000000000,46.805159000000003,-121.462504999999993
2351,216960797020004.000000000000000,47.992272999999997,-120.612582000000003
2352,174763708020004.000000000000000,47.962080000000000,-120.325086999999996
2353,174763721020004.000000000000000,48.455238000000001,-120.374611000000002
2354,174763722020004.000000000000000,48.445557999999998,-120.045017999999999
2355,174763726020004.000000000000000,48.034872999999997,-120.205004000000002
2356,174763727020004.000000000000000,48.592193000000002,-118.926604999999995
2357,44541838020004.000000000000000,47.910426999999999,-119.920816000000002
2358,44541850020004.000000000000000,48.137245000000000,-119.774450999999999
2359,44541867020004.000000000000000,46.818404999999998,-121.824589000000003
2360,44541872020004.000000000000000,48.421987000000001,-120.008579999999995
2361,44541883020004.000000000000000,47.447265000000002,-121.981431000000001
2362,44541901020004.000000000000000,48.703451000000001,-120.414749999999998
2363,44541923020004.000000000000000,47.573335999999998,-120.735230000000001
2364,44541928020004.000000000000000,47.050015999999999,-120.836958999999993
2365,44541946020004.000000000000000,48.551746000000001,-120.937596999999997
2366,44541947020004.000000000000000,48.683052000000004,-120.731012000000007
2367,44541966020004.000000000000000,48.990639000000002,-121.198781999999994
2368,30764163020004.000000000000000,47.972817999999997,-120.507930999999999
2369,30764164020004.000000000000000,47.834031000000003,-120.329721000000006
2370,30764165020004.000000000000000,47.997714999999999,-120.678825000000003
2371,30764166020004.000000000000000,47.950843999999996,-120.833212000000003
2372,30764167020004.000000000000000,47.849586000000002,-120.616963999999996
2373,30764168020004.000000000000000,47.776257999999999,-120.819337000000004
2374,174763944020004.000000000000000,46.670341999999998,-120.927431999999996
2375,174763953020004.000000000000000,48.643391000000001,-119.955027999999999
2376,174763954020004.000000000000000,48.637481000000001,-119.846327000000002
2377,174763961020004.000000000000000,47.766542000000001,-121.620283999999998
2378,174763970020004.000000000000000,48.082337000000003,-121.642533000000000
2379,174763988020004.000000000000000,48.812522000000001,-119.088256999999999
2380,174764040020004.000000000000000,48.580010000000001,-121.319678999999994
2381,174764049020004.000000000000000,48.521687999999997,-121.178584999999998
2382,174764051020004.000000000000000,48.104661999999998,-121.453113999999999
2383,174764066020004.000000000000000,48.140112999999999,-121.823010999999994
2384,303333754489998.000000000000000,47.875779000000001,-120.807744999999997
2385,44540193020004.000000000000000,47.431382999999997,-119.841904000000000
2386,44540212020004.000000000000000,48.121583999999999,-119.225967999999995
2387,44540213020004.000000000000000,47.116173000000003,-119.790936000000002
2388,48205814010497.000000000000000,48.387073999999998,-120.597791999999998
2389,48205828010497.000000000000000,47.066704000000001,-120.734765999999993
2390,48205865010497.000000000000000,48.728200000000001,-120.667142999999996
2391,48205866010497.000000000000000,47.856409999999997,-121.058293000000006
2392,48205934010497.000000000000000,46.546444999999999,-120.822990000000004
2393,48205974010497.000000000000000,47.432982000000003,-119.918812000000003
2394,48205993010497.000000000000000,47.787641999999998,-120.139286999999996
2395,30764268020004.000000000000000,47.174298000000000,-120.354225000000000
2396,30764269020004.000000000000000,47.174016999999999,-120.512291000000005
2397,30764270020004.000000000000000,46.998992000000001,-120.336444999999998
2398,30764271020004.000000000000000,46.888657000000002,-120.140690000000006
2399,30764272020004.000000000000000,46.836055999999999,-120.301933000000005
2400,412219866489998.000000000000000,47.276656000000003,-122.139195999999998
2401,412219887489998.000000000000000,46.577603000000003,-121.143051999999997
2402,412219894489998.000000000000000,48.371909000000002,-120.580382999999998
2403,412219895489998.000000000000000,47.613072000000003,-120.270251000000002
2404,412219896489998.000000000000000,47.219275000000003,-120.359673999999998
2405,412219914489998.000000000000000,48.991140000000001,-121.047650000000004
2406,412219916489998.000000000000000,48.161754000000002,-121.786113999999998
2407,412220106489998.000000000000000,48.193730000000002,-121.045331000000004
2408,412222114489998.000000000000000,48.995283999999998,-121.610543000000007
2409,412222190489998.000000000000000,48.849418999999997,-121.189391000000001
2410,444202279489998.000000000000000,48.565441000000000,-119.068346000000005
2411,444202285489998.000000000000000,46.998978000000001,-121.624442000000002
2412,444202289489998.000000000000000,47.097607000000004,-121.477965999999995
2413,444202311489998.000000000000000,47.376406000000003,-120.461515000000006
2414,444202314489998.000000000000000,48.616554000000001,-118.982449000000003
2415,444202316489998.000000000000000,47.728538000000000,-120.692689999999999
2416,444202317489998.000000000000000,47.815323999999997,-120.327226999999993
2417,444202318489998.000000000000000,46.915533000000003,-120.918785999999997
2418,290008733489998.000000000000000,48.415730000000003,-121.725634999999997
2419,290008754489998.000000000000000,46.971719999999998,-121.067195999999996
2420,290008756489998.000000000000000,47.391742999999998,-121.047943000000004
2421,290008757489998.000000000000000,47.341712000000001,-121.369590000000002
2422,290008758489998.000000000000000,48.347999000000002,-119.934815999999998
2423,290008759489998.000000000000000,47.325763000000002,-120.399744999999996
2424,290008760489998.000000000000000,47.750241000000003,-120.874587000000005
2425,290008761489998.000000000000000,48.162655000000001,-120.130756000000005
2426,290008762489998.000000000000000,47.961387000000002,-120.397165999999999
2427,290008763489998.000000000000000,48.474120999999997,-120.043891000000002
2428,290008764489998.000000000000000,48.495628000000004,-120.696740000000005
2429,345935578489998.000000000000000,48.556068000000003,-118.988179000000002
2430,345935579489998.000000000000000,48.406416999999998,-119.141750999999999
2431,345935584489998.000000000000000,48.909968999999997,-119.235504000000006
2432,345935588489998.000000000000000,48.880890000000001,-119.041534999999996
2433,345935596489998.000000000000000,47.061005999999999,-122.110990999999999
2434,346863990489998.000000000000000,47.540125000000003,-121.575552000000002
2435,346863992489998.000000000000000,48.031492999999998,-121.610080999999994
2436,346863993489998.000000000000000,48.455260000000003,-121.818231999999995
2437,346863994489998.000000000000000,48.456654000000000,-121.364846999999997
2438,346863995489998.000000000000000,48.474040000000002,-121.217600000000004
