OID_,CN,LAT,LON
300,22398197010497.000000000000000,47.869582999999999,-120.554192999999998
301,22398198010497.000000000000000,47.767778999999997,-120.509850999999998
302,22398199010497.000000000000000,47.748781999999999,-120.803552999999994
303,22398200010497.000000000000000,47.945538999999997,-120.588058000000004
304,22398201010497.000000000000000,47.645021000000000,-120.444869999999995
305,22398202010497.000000000000000,48.116014999999997,-120.321555000000004
306,22398203010497.000000000000000,47.792755999999997,-120.594727000000006
307,24183298010900.000000000000000,47.077759999999998,-121.946421999999998
308,24183554010900.000000000000000,47.072713000000000,-121.377836000000002
309,24183904010900.000000000000000,47.107095000000001,-121.604463999999993
310,24184034010900.000000000000000,47.207223999999997,-122.111031999999994
311,24184758010900.000000000000000,48.350782000000002,-121.637921000000006
312,24185085010900.000000000000000,48.408104999999999,-121.845517999999998
313,24185416010900.000000000000000,48.444755000000001,-121.119694999999993
314,24185970010900.000000000000000,48.526974000000003,-121.689373000000003
315,24186143010900.000000000000000,48.544099000000003,-121.233153000000001
316,24186459010900.000000000000000,48.553947000000001,-121.332446000000004
317,24186703010900.000000000000000,48.575916999999997,-121.477255999999997
318,24187119010900.000000000000000,48.602989999999998,-121.161618000000004
319,24187134010900.000000000000000,48.590150000000001,-120.938855000000004
320,22398360010497.000000000000000,48.185451999999998,-121.490599000000003
321,22398361010497.000000000000000,48.236507000000003,-121.258519000000007
322,22398362010497.000000000000000,47.863286000000002,-121.384973000000002
323,22398363010497.000000000000000,48.090029000000001,-121.827556000000001
324,22398364010497.000000000000000,48.256056000000001,-121.447676000000001
325,22398369010497.000000000000000,48.728167999999997,-121.586528000000001
326,22398375010497.000000000000000,48.748724000000003,-121.590068000000002
327,24520296010900.000000000000000,47.409990999999998,-120.190887000000004
328,24520309010900.000000000000000,47.468415000000000,-120.014842999999999
329,24520322010900.000000000000000,47.485928000000001,-119.669624999999996
330,24520335010900.000000000000000,47.566611999999999,-120.230943999999994
331,24520358010900.000000000000000,47.593373000000000,-119.867255000000000
332,24520371010900.000000000000000,47.631583999999997,-120.051912999999999
333,24520384010900.000000000000000,47.620955000000002,-119.512872000000002
334,24520397010900.000000000000000,47.652116999999997,-119.695952000000005
335,24520410010900.000000000000000,47.664828000000000,-119.339754999999997
336,24520423010900.000000000000000,47.759574999999998,-119.881022999999999
337,24520439010900.000000000000000,47.807006000000001,-119.722424000000004
338,24520452010900.000000000000000,47.779614000000002,-119.526506999999995
339,24520465010900.000000000000000,47.832748000000002,-119.365207999999996
340,24211401010900.000000000000000,46.856048000000001,-120.697809000000007
341,24211416010900.000000000000000,46.920946999999998,-121.381190000000004
342,24211430010900.000000000000000,46.973011000000000,-121.236473000000004
343,22398234010497.000000000000000,47.663514999999997,-121.393551000000002
344,22398235010497.000000000000000,47.516134000000001,-121.461072999999999
345,22398377010497.000000000000000,46.631332000000000,-121.208286000000001
346,22398378010497.000000000000000,46.950639000000002,-121.207059000000001
347,22398379010497.000000000000000,46.844231000000001,-120.914778999999996
348,22398381010497.000000000000000,46.850037999999998,-121.064617999999996
349,22398382010497.000000000000000,46.947167000000000,-121.163623999999999
350,22398383010497.000000000000000,47.067846000000003,-121.346063999999998
351,22398384010497.000000000000000,46.605249999999998,-121.287267999999997
352,22398397010497.000000000000000,47.405011000000002,-120.464309000000000
353,22398402010497.000000000000000,47.458373000000002,-120.606307000000001
354,22398469010497.000000000000000,47.338433999999999,-120.933019000000002
355,22398470010497.000000000000000,47.441465000000001,-121.081256999999994
356,22398477010497.000000000000000,47.091081000000003,-120.945803999999995
357,22398479010497.000000000000000,47.118836999999999,-121.344645000000000
358,22398506010497.000000000000000,48.554468000000000,-120.484121999999999
359,22398509010497.000000000000000,48.160276000000003,-120.352457999999999
360,22398519010497.000000000000000,48.591621000000004,-119.701165000000003
361,22398520010497.000000000000000,48.661538000000000,-120.728104999999999
362,22398533010497.000000000000000,48.661101000000002,-120.701536000000004
363,22398626010497.000000000000000,48.690460000000002,-120.761930000000007
364,22398631010497.000000000000000,47.045074999999997,-121.299665000000005
365,30826325020004.000000000000000,47.292326000000003,-121.036317999999994
366,30826326020004.000000000000000,48.722759000000003,-121.624024000000006
367,30826327020004.000000000000000,48.217706999999997,-120.637383000000000
368,30826328020004.000000000000000,48.159567000000003,-120.384995000000004
369,30826410020004.000000000000000,47.326835000000003,-120.497810999999999
370,30826412020004.000000000000000,48.661181999999997,-120.910443000000001
371,30826413020004.000000000000000,48.219830000000002,-120.756371999999999
372,30826414020004.000000000000000,47.847793000000003,-120.802284000000000
373,30826416020004.000000000000000,48.932763000000001,-120.943630999999996
374,22398462010497.000000000000000,47.152192999999997,-121.517482999999999
375,22398463010497.000000000000000,47.199874999999999,-121.402664999999999
376,22398464010497.000000000000000,47.766542000000001,-121.620283999999998
377,22398465010497.000000000000000,47.614024999999998,-121.577101999999996
378,22398466010497.000000000000000,47.144778000000002,-121.338859999999997
379,22398467010497.000000000000000,47.566871999999996,-121.541798999999997
380,22398468010497.000000000000000,47.291465000000002,-121.195398999999995
381,22398471010497.000000000000000,47.328308000000000,-120.678094000000002
382,22398472010497.000000000000000,47.379233999999997,-120.794931000000005
383,22398473010497.000000000000000,47.462274999999998,-120.971700999999996
384,22398474010497.000000000000000,47.221518000000003,-121.307490999999999
385,22398475010497.000000000000000,47.203271999999998,-120.613292000000001
386,22398476010497.000000000000000,47.177238000000003,-120.574554000000006
387,22398478010497.000000000000000,47.363056000000000,-121.040271000000004
388,22398480010497.000000000000000,47.437103999999998,-121.183706000000001
389,22398481010497.000000000000000,47.266351000000000,-121.186813000000001
390,22398482010497.000000000000000,47.390566999999997,-120.975905999999995
391,22398486010497.000000000000000,46.705016000000001,-121.497454000000005
392,22398487010497.000000000000000,46.655245000000001,-121.455898000000005
393,22398488010497.000000000000000,46.725695999999999,-121.495043999999993
394,22398503010497.000000000000000,48.720683999999999,-120.242836999999994
395,22398504010497.000000000000000,48.277417000000000,-120.165182000000001
396,22398505010497.000000000000000,48.621662000000001,-119.215787000000006
397,22398507010497.000000000000000,48.659196000000001,-120.504204000000001
398,22398508010497.000000000000000,48.569856999999999,-119.952949000000004
399,22398510010497.000000000000000,48.105207999999998,-120.092788999999996
400,22398511010497.000000000000000,48.495427999999997,-119.927087000000000
401,22398512010497.000000000000000,48.550500000000000,-119.211423999999994
402,22398513010497.000000000000000,48.517375000000001,-119.963035000000005
403,22398514010497.000000000000000,48.659613000000000,-120.622680000000003
404,22398515010497.000000000000000,48.445557999999998,-120.045017999999999
405,22398516010497.000000000000000,48.620202999999997,-120.029306000000005
406,22398517010497.000000000000000,48.698670999999997,-120.202368000000007
407,22398521010497.000000000000000,48.789324000000001,-119.191607000000005
408,22398522010497.000000000000000,48.643391000000001,-119.955027999999999
409,22398523010497.000000000000000,48.311500000000002,-120.224243999999999
410,22398524010497.000000000000000,48.659272999999999,-120.550871000000001
411,22398525010497.000000000000000,48.637481000000001,-119.846327000000002
412,22398526010497.000000000000000,48.455238000000001,-120.374611000000002
413,22398527010497.000000000000000,48.592193000000002,-118.926604999999995
414,22398528010497.000000000000000,48.336312999999997,-120.263122999999993
415,24162189010900.000000000000000,46.630546000000002,-121.533835999999994
416,24163243010900.000000000000000,46.740735000000001,-121.713541000000006
417,22398236010497.000000000000000,47.743119999999998,-121.535319000000001
418,22398237010497.000000000000000,47.754908999999998,-121.203163000000004
419,22398238010497.000000000000000,47.740288000000000,-121.243623999999997
420,22398239010497.000000000000000,47.518807000000002,-121.549565000000001
421,22398240010497.000000000000000,47.406345000000002,-120.965373000000000
422,22398241010497.000000000000000,47.328518000000003,-120.721199999999996
423,22398242010497.000000000000000,47.065322999999999,-121.193246000000002
424,22398243010497.000000000000000,47.306505000000001,-120.533246000000005
425,22398244010497.000000000000000,47.233556999999998,-120.572776000000005
426,22398245010497.000000000000000,47.386175000000001,-121.108215999999999
427,22398246010497.000000000000000,47.241643000000003,-121.335160000000002
428,22398247010497.000000000000000,47.339799999999997,-121.300116000000003
429,22398248010497.000000000000000,47.311365000000002,-120.746792999999997
430,22398249010497.000000000000000,47.393738999999997,-121.254898999999995
431,22398250010497.000000000000000,47.410930000000000,-120.820976000000002
432,22398251010497.000000000000000,46.993270000000003,-121.054984000000005
433,22398252010497.000000000000000,46.658546000000001,-121.491523000000001
434,22398254010497.000000000000000,46.709878000000003,-121.752923999999993
435,22398262010497.000000000000000,46.708649999999999,-121.715080000000000
436,24165848010900.000000000000000,48.029038999999997,-119.952494000000002
437,24166056010900.000000000000000,48.078285000000001,-119.589562000000001
438,24166084010900.000000000000000,48.180394999999997,-120.385063000000002
439,24166097010900.000000000000000,48.126165999999998,-120.164119999999997
440,24166383010900.000000000000000,48.200505999999997,-120.006504000000007
441,24166533010900.000000000000000,48.185184000000000,-119.818458000000007
442,24166640010900.000000000000000,48.223149999999997,-119.658152999999999
443,24166654010900.000000000000000,48.172168999999997,-119.441250999999994
444,24166668010900.000000000000000,48.222268999999997,-119.075434000000001
445,24166826010900.000000000000000,48.176504000000001,-119.875624000000002
446,24166929010900.000000000000000,48.307459999999999,-120.184481000000005
447,24121086010900.000000000000000,47.359465999999998,-120.576871999999995
448,24121459010900.000000000000000,47.322738999999999,-120.364802999999995
449,24121601010900.000000000000000,47.374774000000002,-120.224316000000002
450,24121615010900.000000000000000,47.453288999999998,-120.780443000000005
