Value,Count,tl_id,CN,PredCN
9226,15.000000000000000,9226,48204029010497,48204029010497
9290,3.000000000000000,9290,22953183010497,22953183010497
9294,23.000000000000000,9294,40218449010497,40218449010497
9635,23.000000000000000,9635,44542204020004,44542204020004
9663,1.000000000000000,9663,29880449010497,29880449010497
9729,1.000000000000000,9729,30762421020004,216961001020004
9734,1.000000000000000,9734,29394771010497,29394771010497
9768,70.000000000000000,9768,216959020020004,216959020020004
9804,122.000000000000000,9804,44542140020004,30762006020004
9826,14.000000000000000,9826,345935264489998,345935264489998
10170,86.000000000000000,10170,40218744010497,40218744010497
10203,3.000000000000000,10203,273642439489998,273642439489998
10207,3.000000000000000,10207,29880452010497,29880452010497
10232,18.000000000000000,10232,22931741010497,22931741010497
10243,1271.000000000000000,10243,216961040020004,29880560010497
10269,58.000000000000000,10269,29880896010497,29880896010497
10282,1.000000000000000,10282,44542309020004,44542309020004
10289,102.000000000000000,10289,40218693010497,48204498010497
10299,113.000000000000000,10299,22931727010497,22931727010497
10310,20.000000000000000,10310,30763092020004,29880453010497
10331,1.000000000000000,10331,44543135020004,22953913010497
10416,100.000000000000000,10416,8955350010901,8955350010901
10434,9.000000000000000,10434,44543615020004,44543615020004
10519,520.000000000000000,10519,29881210010497,29881210010497
10532,3.000000000000000,10532,40218825010497,40218825010497
10555,224.000000000000000,10555,22931941010497,22931941010497
10558,1.000000000000000,10558,216961648020004,216961648020004
10585,81.000000000000000,10585,345936720489998,345936720489998
10600,41.000000000000000,10600,22931954010497,22931954010497
10633,229.000000000000000,10633,29394746010497,29394746010497
10644,6.000000000000000,10644,40218849010497,40218849010497
10670,62.000000000000000,10670,273641192489998,273641192489998
10715,136.000000000000000,10715,13123439010497,13123439010497
10722,12.000000000000000,10722,216959138020004,216959138020004
10731,108.000000000000000,10731,29880412010497,29880412010497
10781,49.000000000000000,10781,30762983020004,30762983020004
10804,30.000000000000000,10804,40218659010497,40218659010497
10808,7.000000000000000,10808,22953454010497,22953454010497
10810,8.000000000000000,10810,48204498010497,48204498010497
10814,2.000000000000000,10814,216959239020004,216959239020004
10817,1.000000000000000,10817,44541849020004,44541849020004
10822,4.000000000000000,10822,345935698489998,345935698489998
10861,2.000000000000000,10861,216961001020004,216961001020004
10872,2.000000000000000,10872,44543237020004,44543237020004
10914,123.000000000000000,10914,29881343010497,29881343010497
10936,14.000000000000000,10936,40218794010497,40218794010497
10979,34.000000000000000,10979,273641854489998,273641854489998
11040,25.000000000000000,11040,8975161010901,8975161010901
11079,2.000000000000000,11079,48205945010497,48205945010497
11081,25.000000000000000,11081,30762832020004,30762832020004
11184,172.000000000000000,11184,30762833020004,30762833020004
11210,115.000000000000000,11210,40218200010497,40218200010497
11234,1.000000000000000,11234,29879449010497,29879449010497
11238,12.000000000000000,11238,216961453020004,216961453020004
11256,24.000000000000000,11256,216958666020004,40218368010497
11283,267.000000000000000,11283,345936709489998,345936709489998
11292,8.000000000000000,11292,48203350010497,48203350010497
11300,1.000000000000000,11300,216960346020004,30761997020004
11319,92.000000000000000,11319,22930029010497,22930029010497
11341,21.000000000000000,11341,40218497010497,40218497010497
11399,2.000000000000000,11399,216959695020004,216959695020004
11401,8.000000000000000,11401,345935456489998,345935456489998
18718,1.000000000000000,18718,40389018010690,40389018010690
18737,1.000000000000000,18737,40389021010690,40389021010690
18743,32.000000000000000,18743,188770778020004,188770778020004
18746,29.000000000000000,18746,40389030010690,40389030010690
18747,13024.000000000000000,18747,188771330020004,188771330020004
18762,7.000000000000000,18762,31352120010690,31352120010690
18768,6.000000000000000,18768,37275423010690,37275423010690
18809,2.000000000000000,18809,40389137010690,40389137010690
18810,1726.000000000000000,18810,12268178010690,12268178010690
18811,7.000000000000000,18811,188771356020004,188771356020004
18812,250.000000000000000,18812,35371001010690,35371001010690
18813,5639.000000000000000,18813,35371006010690,35371006010690
18814,672.000000000000000,18814,12268195010690,12268195010690
18815,10981.000000000000000,18815,12268227010690,12268227010690
18816,10.000000000000000,18816,40389140010690,40389140010690
18819,113.000000000000000,18819,12268251010690,12268251010690
18820,111031.000000000000000,18820,40389139010690,40389139010690
18821,57.000000000000000,18821,188770612020004,188770612020004
18822,1.000000000000000,18822,188770391020004,188770391020004
18823,1044.000000000000000,18823,40389149010690,40389149010690
18825,3608.000000000000000,18825,188771524020004,188771524020004
18827,71.000000000000000,18827,12268332010690,12268332010690
18829,17.000000000000000,18829,37275454010690,37275454010690
18830,2916.000000000000000,18830,35371000010690,35371000010690
18831,1401.000000000000000,18831,188770614020004,188770614020004
18833,1695.000000000000000,18833,188770613020004,188770613020004
18834,4762.000000000000000,18834,31352846010690,31352846010690
18836,1311.000000000000000,18836,40389152010690,40389152010690
18837,7067.000000000000000,18837,35370998010690,35370998010690
18838,4351.000000000000000,18838,37275453010690,37275453010690
18840,19.000000000000000,18840,35371007010690,35371007010690
18841,2.000000000000000,18841,31352895010690,31352895010690
18842,696.000000000000000,18842,188771523020004,188771523020004
18843,2733.000000000000000,18843,188770411020004,188770411020004
18844,4.000000000000000,18844,40389135010690,40389135010690
18845,1252.000000000000000,18845,12268486010690,12268486010690
18846,75.000000000000000,18846,37275457010690,37275457010690
18848,81.000000000000000,18848,40389153010690,40389153010690
18851,32.000000000000000,18851,31352998010690,31352998010690
18852,17.000000000000000,18852,31353139010690,31353139010690
18853,133.000000000000000,18853,37275458010690,37275458010690
18854,476.000000000000000,18854,40389132010690,40389132010690
18856,478.000000000000000,18856,40389134010690,40389134010690
18858,100.000000000000000,18858,12268610010690,12268610010690
18860,45.000000000000000,18860,188771154020004,188771154020004
18861,67.000000000000000,18861,40389155010690,40389155010690
18863,879.000000000000000,18863,40389141010690,40389141010690
18932,2215.000000000000000,18932,40389355010690,40389355010690
18946,926.000000000000000,18946,40389348010690,40389348010690
18956,49.000000000000000,18956,40389344010690,40389344010690
18961,254.000000000000000,18961,188770499020004,188770499020004
18964,30.000000000000000,18964,12269739010690,12269739010690
18975,606.000000000000000,18975,40389328010690,40389328010690
19005,15.000000000000000,19005,37275525010690,37275525010690
19007,1.000000000000000,19007,40389315010690,40389315010690
19015,4.000000000000000,19015,188771463020004,188771463020004
19033,2.000000000000000,19033,40389325010690,40389325010690
19035,2.000000000000000,19035,40389343010690,40389343010690
19036,1239.000000000000000,19036,40389321010690,40389321010690
19041,1722.000000000000000,19041,188770786020004,188770786020004
19042,1175.000000000000000,19042,12270327010690,12270327010690
19043,629.000000000000000,19043,40389370010690,40389370010690
19044,119.000000000000000,19044,40389391010690,40389391010690
19045,3712.000000000000000,19045,40389395010690,40389395010690
19046,10217.000000000000000,19046,35371181010690,35371181010690
19047,12.000000000000000,19047,40389408010690,40389408010690
19048,8907.000000000000000,19048,40389386010690,40389386010690
19049,1348.000000000000000,19049,37275539010690,37275539010690
19050,5034.000000000000000,19050,37275548010690,37275548010690
19051,151.000000000000000,19051,40389373010690,40389373010690
19052,1045.000000000000000,19052,37275556010690,37275556010690
19053,1222.000000000000000,19053,31354462010690,31354462010690
19055,1218.000000000000000,19055,40389371010690,40389371010690
19056,372.000000000000000,19056,40389400010690,40389400010690
19057,887.000000000000000,19057,40389421010690,40389421010690
19058,3066.000000000000000,19058,188771623020004,188771623020004
19060,8.000000000000000,19060,31354519010690,31354519010690
19062,575.000000000000000,19062,12270557010690,12270557010690
19063,1089.000000000000000,19063,40389367010690,40389367010690
19064,52940.000000000000000,19064,31354615010690,31354615010690
19065,21211.000000000000000,19065,37275541010690,37275541010690
19066,10626.000000000000000,19066,40389410010690,40389410010690
19067,8942.000000000000000,19067,40389365010690,40389365010690
19068,154.000000000000000,19068,188771531020004,188771531020004
19069,155.000000000000000,19069,40389401010690,40389401010690
19073,80228.000000000000000,19073,188771212020004,188771212020004
19074,1.000000000000000,19074,40389423010690,40389423010690
19075,47.000000000000000,19075,31354766010690,31354766010690
19076,343.000000000000000,19076,37275542010690,37275542010690
19077,119.000000000000000,19077,31354852010690,31354852010690
19078,7.000000000000000,19078,12270598010690,12270598010690
19079,11462.000000000000000,19079,40389383010690,40389383010690
19081,5.000000000000000,19081,188770703020004,188770703020004
19084,8029.000000000000000,19084,31354901010690,31354901010690
19085,51357.000000000000000,19085,188770431020004,188770431020004
19086,2336.000000000000000,19086,188771346020004,188771346020004
19087,3798.000000000000000,19087,40389413010690,40389413010690
19088,4.000000000000000,19088,37275558010690,37275558010690
19089,2025.000000000000000,19089,31354987010690,31354987010690
19091,1827.000000000000000,19091,40389394010690,40389394010690
19092,2355.000000000000000,19092,40389397010690,40389397010690
19093,85.000000000000000,19093,188770409020004,188770409020004
19095,1688.000000000000000,19095,35371177010690,35371177010690
19096,41.000000000000000,19096,40389424010690,40389424010690
19097,1476.000000000000000,19097,37275544010690,37275544010690
19098,1159.000000000000000,19098,40389411010690,40389411010690
19100,56.000000000000000,19100,35371195010690,35371195010690
19101,874.000000000000000,19101,188770471020004,188770471020004
19103,1137.000000000000000,19103,12270749010690,12270749010690
19105,5119.000000000000000,19105,40389387010690,40389387010690
19107,460.000000000000000,19107,37275552010690,37275552010690
19108,2768.000000000000000,19108,40389393010690,40389393010690
19109,17.000000000000000,19109,188770787020004,188770787020004
19111,10.000000000000000,19111,31355043010690,31355043010690
19113,6861.000000000000000,19113,35371172010690,35371172010690
19114,3208.000000000000000,19114,40389375010690,40389375010690
19115,10.000000000000000,19115,35371169010690,35371169010690
19117,144.000000000000000,19117,40389396010690,40389396010690
19118,2488.000000000000000,19118,12270857010690,12270857010690
19119,3241.000000000000000,19119,188770566020004,188770566020004
19120,90.000000000000000,19120,12270915010690,12270915010690
19123,268.000000000000000,19123,40389426010690,40389426010690
19124,2826.000000000000000,19124,35371163010690,35371163010690
19125,126.000000000000000,19125,35371199010690,35371199010690
19126,5.000000000000000,19126,40389380010690,40389380010690
19127,2098.000000000000000,19127,37275553010690,37275553010690
19131,900.000000000000000,19131,188770408020004,188770408020004
19132,5670.000000000000000,19132,12270981010690,12270981010690
19133,1007.000000000000000,19133,40389392010690,40389392010690
19134,1978.000000000000000,19134,37275543010690,37275543010690
19135,789.000000000000000,19135,31355289010690,31355289010690
19136,614.000000000000000,19136,12271035010690,12271035010690
19137,166.000000000000000,19137,40389385010690,40389385010690
19138,2788.000000000000000,19138,31355330010690,31355330010690
19139,76070.000000000000000,19139,188770757020004,188770757020004
19141,569.000000000000000,19141,35371178010690,35371178010690
19142,7368.000000000000000,19142,35371202010690,35371202010690
19143,185.000000000000000,19143,40389384010690,40389384010690
19144,1383.000000000000000,19144,40389369010690,40389369010690
19145,348.000000000000000,19145,188770785020004,188770785020004
19146,46.000000000000000,19146,40389389010690,40389389010690
19147,3377.000000000000000,19147,40389417010690,40389417010690
19149,3.000000000000000,19149,12271140010690,12271140010690
19152,3018.000000000000000,19152,188770704020004,188770704020004
19154,203.000000000000000,19154,12271193010690,12271193010690
19155,581.000000000000000,19155,35371170010690,35371170010690
19156,1.000000000000000,19156,40389419010690,40389419010690
19157,43.000000000000000,19157,12271258010690,12271258010690
19158,2547.000000000000000,19158,188770698020004,188770698020004
19159,80945.000000000000000,19159,31355441010690,31355441010690
19160,12273.000000000000000,19160,40389368010690,40389368010690
19164,652.000000000000000,19164,40389418010690,40389418010690
19165,19.000000000000000,19165,37275557010690,37275557010690
19166,1838.000000000000000,19166,12271511010690,12271511010690
19222,1750.000000000000000,19222,188771309020004,188771309020004
19224,8085.000000000000000,19224,40389514010690,40389514010690
19225,5661.000000000000000,19225,188770565020004,188770565020004
19228,8944.000000000000000,19228,188770701020004,188770701020004
19230,1.000000000000000,19230,35371248010690,35371248010690
19231,4946.000000000000000,19231,35371261010690,35371261010690
19232,739.000000000000000,19232,40389535010690,40389535010690
19233,2166.000000000000000,19233,188770564020004,188770564020004
19235,91.000000000000000,19235,188771622020004,188771622020004
19236,23.000000000000000,19236,37275588010690,37275588010690
19237,660.000000000000000,19237,31356090010690,31356090010690
19238,5561.000000000000000,19238,188770697020004,188770697020004
19240,222.000000000000000,19240,188771621020004,188771621020004
19241,633.000000000000000,19241,40389520010690,40389520010690
19242,2241.000000000000000,19242,188770562020004,188770562020004
19243,53127.000000000000000,19243,188770706020004,188770706020004
19244,436.000000000000000,19244,40389508010690,40389508010690
19245,1922.000000000000000,19245,40389529010690,40389529010690
19246,2035.000000000000000,19246,37275582010690,37275582010690
19247,110.000000000000000,19247,35371254010690,35371254010690
19248,78.000000000000000,19248,188770699020004,188770699020004
19249,749.000000000000000,19249,40389505010690,40389505010690
19250,2.000000000000000,19250,37275591010690,37275591010690
19251,7.000000000000000,19251,37275585010690,37275585010690
19252,1.000000000000000,19252,188771376020004,188771376020004
19253,2324.000000000000000,19253,31356205010690,31356205010690
19254,338.000000000000000,19254,12272160010690,12272160010690
19256,77692.000000000000000,19256,188770700020004,188770700020004
19257,51.000000000000000,19257,40389526010690,40389526010690
19258,31523.000000000000000,19258,40389534010690,40389534010690
19259,5.000000000000000,19259,40389496010690,40389496010690
19261,904.000000000000000,19261,37275583010690,37275583010690
19262,6817.000000000000000,19262,37275592010690,37275592010690
19263,222.000000000000000,19263,35371265010690,35371265010690
19264,2386.000000000000000,19264,12272332010690,12272332010690
19266,98.000000000000000,19266,40389511010690,40389511010690
19267,102.000000000000000,19267,31356321010690,31356321010690
19270,7.000000000000000,19270,40389507010690,40389507010690
19271,571.000000000000000,19271,35371268010690,35371268010690
19273,92.000000000000000,19273,40389510010690,40389510010690
19274,16255.000000000000000,19274,40389524010690,40389524010690
19275,94.000000000000000,19275,40389516010690,40389516010690
19276,784.000000000000000,19276,35371247010690,35371247010690
19277,206.000000000000000,19277,40389521010690,40389521010690
19278,12.000000000000000,19278,40389533010690,40389533010690
19279,3.000000000000000,19279,35371250010690,35371250010690
19280,12.000000000000000,19280,37275586010690,37275586010690
19281,716.000000000000000,19281,40389531010690,40389531010690
19282,188.000000000000000,19282,188771472020004,188771472020004
19284,3933.000000000000000,19284,31356373010690,31356373010690
19285,19.000000000000000,19285,40389519010690,40389519010690
19286,219.000000000000000,19286,188770559020004,188770559020004
19287,45.000000000000000,19287,40389506010690,40389506010690
19288,1501.000000000000000,19288,188771614020004,188771614020004
19289,237.000000000000000,19289,37275590010690,37275590010690
19291,7.000000000000000,19291,188771612020004,188771612020004
19293,849.000000000000000,19293,12272434010690,12272434010690
19294,8070.000000000000000,19294,12272476010690,12272476010690
19296,65.000000000000000,19296,31356462010690,31356462010690
19297,1201.000000000000000,19297,40389515010690,40389515010690
19298,97.000000000000000,19298,188770389020004,188770389020004
19300,568.000000000000000,19300,40389504010690,40389504010690
19301,18312.000000000000000,19301,31356589010690,31356589010690
19303,29.000000000000000,19303,40389495010690,37275585010690
19305,5532.000000000000000,19305,35371260010690,35371260010690
19306,65.000000000000000,19306,188771469020004,345933506489998
19308,135.000000000000000,19308,188771620020004,188771620020004
19309,59.000000000000000,19309,40389500010690,40389500010690
19310,7.000000000000000,19310,40389503010690,40389503010690
19311,340.000000000000000,19311,188770452020004,188770452020004
19312,2075.000000000000000,19312,40389512010690,40389512010690
19313,112.000000000000000,19313,35371249010690,35371249010690
19315,37.000000000000000,19315,35371263010690,35371263010690
19316,284.000000000000000,19316,37275581010690,37275581010690
19318,269.000000000000000,19318,40389497010690,40389497010690
19363,348.000000000000000,19363,188770575020004,188770575020004
19429,14.000000000000000,19429,37275667010690,37275667010690
19491,7.000000000000000,19491,188771435020004,188771435020004
19494,2404.000000000000000,19494,12274663010690,12274663010690
19496,116.000000000000000,19496,12274700010690,12274700010690
19497,3.000000000000000,19497,37275719010690,37275719010690
19498,1.000000000000000,19498,40389934010690,40389934010690
19500,14.000000000000000,19500,40389905010690,40389905010690
19503,70.000000000000000,19503,12274792010690,12274792010690
19504,23.000000000000000,19504,12274854010690,12274854010690
19505,973.000000000000000,19505,40389869010690,40389869010690
19506,9399.000000000000000,19506,12274889010690,12274889010690
19508,648.000000000000000,19508,35371527010690,35371527010690
19509,3.000000000000000,19509,188770708020004,188770708020004
19510,3.000000000000000,19510,40389935010690,40389935010690
19517,18012.000000000000000,19517,188771262020004,188771262020004
19518,318.000000000000000,19518,37275710010690,37275710010690
19521,47.000000000000000,19521,40389910010690,40389910010690
19522,1296.000000000000000,19522,40389861010690,40389861010690
19523,6.000000000000000,19523,31358579010690,31358579010690
19525,541.000000000000000,19525,35371536010690,35371536010690
19526,129.000000000000000,19526,31358627010690,31358627010690
19528,383.000000000000000,19528,31358764010690,31358764010690
19529,236.000000000000000,19529,37275718010690,37275718010690
19531,103.000000000000000,19531,40389880010690,40389880010690
19533,40.000000000000000,19533,188770568020004,188770568020004
19534,141.000000000000000,19534,31358775010690,31358775010690
19538,24.000000000000000,19538,40389879010690,40389879010690
19540,145.000000000000000,19540,12275081010690,12275081010690
19541,1643.000000000000000,19541,188770711020004,188770711020004
19542,21.000000000000000,19542,35371512010690,35371512010690
19549,164.000000000000000,19549,35371507010690,35371507010690
19550,6.000000000000000,19550,188770396020004,188770396020004
19552,25264.000000000000000,19552,37275722010690,37275722010690
19555,1517.000000000000000,19555,40389921010690,40389921010690
19556,3195.000000000000000,19556,40389907010690,40389907010690
19557,11.000000000000000,19557,188771476020004,188771476020004
19562,4.000000000000000,19562,40389882010690,40389882010690
19563,4.000000000000000,19563,40389858010690,40389858010690
19564,3.000000000000000,19564,188770517020004,188770517020004
19568,24.000000000000000,19568,12275109010690,12275109010690
19569,149.000000000000000,19569,40389901010690,40389901010690
19570,752.000000000000000,19570,40389866010690,40389866010690
19572,378.000000000000000,19572,40389865010690,40389865010690
19574,136.000000000000000,19574,37275720010690,37275720010690
19577,297.000000000000000,19577,188771478020004,188771478020004
19578,2470.000000000000000,19578,37275704010690,37275704010690
19580,161.000000000000000,19580,188771293020004,188771293020004
19581,29.000000000000000,19581,40389898010690,40389898010690
19584,353.000000000000000,19584,12275208010690,12275208010690
19592,6.000000000000000,19592,37275701010690,37275701010690
19595,4208.000000000000000,19595,188770657020004,188770657020004
19597,1033.000000000000000,19597,31359153010690,31359153010690
19600,1621.000000000000000,19600,37275703010690,37275703010690
19601,27.000000000000000,19601,40389894010690,40389894010690
19603,1818.000000000000000,19603,35371510010690,35371510010690
19604,192.000000000000000,19604,37275712010690,37275712010690
19606,164.000000000000000,19606,35371535010690,35371535010690
19609,54.000000000000000,19609,40389899010690,40389899010690
19611,1759.000000000000000,19611,40389860010690,40389860010690
19612,77.000000000000000,19612,188770240020004,188770240020004
19614,13.000000000000000,19614,40389862010690,40389862010690
19615,18.000000000000000,19615,40389911010690,40389911010690
19616,595.000000000000000,19616,188771215020004,188771215020004
19618,6.000000000000000,19618,188770303020004,188770303020004
19620,230.000000000000000,19620,35371531010690,35371531010690
19622,402.000000000000000,19622,188771581020004,188771581020004
19623,1.000000000000000,19623,37275705010690,37275705010690
19625,464.000000000000000,19625,40389902010690,40389902010690
19626,258.000000000000000,19626,31359197010690,31359197010690
19627,1.000000000000000,19627,40389881010690,40389881010690
19628,1.000000000000000,19628,188771214020004,188771214020004
19631,825.000000000000000,19631,35371497010690,35371497010690
19633,38.000000000000000,19633,35371494010690,35371494010690
19634,52.000000000000000,19634,188771565020004,188771565020004
19635,5026.000000000000000,19635,31359271010690,31359271010690
19636,3.000000000000000,19636,40389938010690,40389938010690
19637,4.000000000000000,19637,12275387010690,12275387010690
19639,663.000000000000000,19639,35371509010690,35371509010690
19642,53.000000000000000,19642,188770570020004,188770570020004
19644,328.000000000000000,19644,188770710020004,188770710020004
19645,41.000000000000000,19645,31359323010690,31359323010690
19648,2.000000000000000,19648,37275709010690,37275709010690
19652,62.000000000000000,19652,40389893010690,40389893010690
19656,2.000000000000000,19656,40389872010690,40389872010690
19658,17.000000000000000,19658,40389913010690,40389913010690
19661,18589.000000000000000,19661,40389896010690,40389896010690
19664,8.000000000000000,19664,37275702010690,37275702010690
19666,101.000000000000000,19666,37275698010690,35372479010690
19668,10.000000000000000,19668,40389939010690,40389939010690
19669,12.000000000000000,19669,188771582020004,188771582020004
19671,3785.000000000000000,19671,35371532010690,35371532010690
19672,331.000000000000000,19672,40389884010690,40389884010690
19676,109.000000000000000,19676,31359775010690,35371512010690
19677,8.000000000000000,19677,37275717010690,37275717010690
19678,404.000000000000000,19678,40389886010690,40389886010690
19680,410.000000000000000,19680,40389926010690,40389926010690
19681,8.000000000000000,19681,12275606010690,12275606010690
19682,81.000000000000000,19682,40389914010690,40389914010690
19683,18.000000000000000,19683,35371506010690,188764245020004
19684,507.000000000000000,19684,188771480020004,188771480020004
19685,49.000000000000000,19685,188771579020004,188771579020004
19686,71.000000000000000,19686,40389864010690,40389864010690
19689,109.000000000000000,19689,188770950020004,188770950020004
19814,4.000000000000000,19814,40389993010690,40389993010690
19875,3.000000000000000,19875,40390058010690,40390058010690
19922,1.000000000000000,19922,188770730020004,188770730020004
19926,1.000000000000000,19926,35371649010690,35371649010690
19930,1.000000000000000,19930,40390096010690,40390096010690
19933,15.000000000000000,19933,12277290010690,12277290010690
19948,10.000000000000000,19948,188771295020004,188771295020004
19999,76.000000000000000,19999,40390212010690,40390212010690
20057,105.000000000000000,20057,31362828010690,31362828010690
20063,20.000000000000000,20063,188770594020004,188770594020004
20064,3.000000000000000,20064,31362902010690,31362902010690
20066,1888.000000000000000,20066,40390360010690,40390360010690
20072,2474.000000000000000,20072,37275861010690,37275861010690
20073,9.000000000000000,20073,35371903010690,35371903010690
20074,36.000000000000000,20074,35371861010690,35371861010690
20079,2.000000000000000,20079,37275866010690,37275866010690
20083,900.000000000000000,20083,40390357010690,40390357010690
20088,289.000000000000000,20088,12278585010690,12278585010690
20090,32.000000000000000,20090,40390446010690,40390446010690
20093,3486.000000000000000,20093,40390407010690,40390407010690
20097,4.000000000000000,20097,188770735020004,188770735020004
20105,201.000000000000000,20105,40390376010690,37275879010690
20116,405.000000000000000,20116,40390314010690,40390314010690
20124,900.000000000000000,20124,40390359010690,40390359010690
20126,106.000000000000000,20126,37275887010690,37275887010690
20127,57.000000000000000,20127,188770661020004,188770661020004
20131,43805.000000000000000,20131,12278956010690,12278956010690
20134,9707.000000000000000,20134,31363392010690,31363392010690
20135,50.000000000000000,20135,31363425010690,31363425010690
20137,1039.000000000000000,20137,31363452010690,31363452010690
20138,814.000000000000000,20138,40390337010690,40390337010690
20143,48.000000000000000,20143,188771496020004,188771496020004
20150,5.000000000000000,20150,40390475010690,40390475010690
20151,356.000000000000000,20151,188770589020004,188770589020004
20152,462.000000000000000,20152,12279174010690,12279174010690
20155,27680.000000000000000,20155,40390437010690,40390437010690
20158,1165.000000000000000,20158,188771628020004,188771628020004
20160,217.000000000000000,20160,35371954010690,35371954010690
20161,4.000000000000000,20161,12279195010690,12279195010690
20167,1003.000000000000000,20167,40390553010690,40390553010690
20176,1.000000000000000,20176,40390344010690,40390344010690
20185,24.000000000000000,20185,188771201020004,188771201020004
20189,30.000000000000000,20189,40390554010690,40390554010690
20193,5.000000000000000,20193,40390549010690,40390549010690
20194,81.000000000000000,20194,40390420010690,40390420010690
20202,198.000000000000000,20202,12279239010690,12279239010690
20207,38.000000000000000,20207,40390346010690,40390346010690
20213,44.000000000000000,20213,188770587020004,188770587020004
20215,39.000000000000000,20215,188771306020004,188771306020004
20219,3024.000000000000000,20219,37275903010690,37275903010690
20220,100.000000000000000,20220,35371824010690,35371824010690
20233,45.000000000000000,20233,12279635010690,12279635010690
20235,7.000000000000000,20235,40390506010690,40390506010690
20238,32.000000000000000,20238,188770590020004,188770590020004
20241,6.000000000000000,20241,40390415010690,40390415010690
20242,117.000000000000000,20242,35371819010690,35371819010690
20248,3.000000000000000,20248,188771649020004,188771649020004
20253,91.000000000000000,20253,40390330010690,40390330010690
20264,260.000000000000000,20264,35371803010690,35371803010690
20266,295.000000000000000,20266,40390397010690,40390397010690
20268,58.000000000000000,20268,40390325010690,40390325010690
20272,46.000000000000000,20272,37275886010690,37275886010690
20278,137.000000000000000,20278,31364324010690,31364324010690
20285,2.000000000000000,20285,12280006010690,12280006010690
20286,6267.000000000000000,20286,188770397020004,188770397020004
20291,411.000000000000000,20291,37275896010690,37275896010690
20292,313.000000000000000,20292,35371926010690,35371926010690
20294,5.000000000000000,20294,35371808010690,35371808010690
20297,1.000000000000000,20297,188771584020004,188771584020004
20298,2832.000000000000000,20298,12280055010690,12280055010690
20300,1.000000000000000,20300,40390473010690,40390473010690
20301,43.000000000000000,20301,37275868010690,37275868010690
20303,56.000000000000000,20303,188771645020004,188771645020004
20306,276.000000000000000,20306,31364496010690,31364496010690
20313,2.000000000000000,20313,188771484020004,188771484020004
20314,490.000000000000000,20314,40390552010690,40390552010690
20315,7.000000000000000,20315,35371865010690,35371865010690
20316,2.000000000000000,20316,37275911010690,37275911010690
