CN,total_TD
22827651010497,74.965282
22827657010497,449.791694
22827675010497,149.930565
22827689010497,74.965282
22827706010497,299.861128
22827760010497,4048.125253
22827779010497,1574.270931
22828659010497,374.826411
22931126010497,2173.993189
22931148010497,224.895847
22931154010497,524.756976
22931167010497,2173.993191
22931268010497,74.965282
22931273010497,374.826412
22931274010497,149.930564
22931281010497,599.722259
22931293010497,2024.062621
22931298010497,2248.9584729999997
22932970010497,674.687542
22933043010497,4497.916946
22933117010497,374.826412
22933124010497,149.930565
22933131010497,1949.097344
22933132010497,3148.541862
22933178010497,2398.889037
22933187010497,149.930565
22933200010497,1799.16678
22933234010497,149.930564
22933256010497,299.861129
22933261010497,2248.958473
22933299010497,899.58339
22954397010497,10120.31313
22954399010497,899.583388
22954481010497,6971.771269000001
22954484010497,10720.035388999999
22954509010497,149.930565
22954534010497,74.965282
22954554010497,449.791694
22954572010497,524.756977
22954573010497,1049.513954
22954580010497,1049.513954
22954586010497,749.652825
22954609010497,149.930565
22954616010497,4347.986382
22954633010497,224.895846
22954641010497,2998.611298
22954662010497,4123.090534999999
22954679010497,149.930565
22954695010497,149.930564
22954696010497,224.895847
22954702010497,149.930564
22954719010497,3073.576582
22954728010497,149.930565
22954753010497,1349.375082
22954779010497,374.826412
22954782010497,74.965282
22954800010497,3898.1946869999997
22954802010497,3223.507146
22954808010497,149.930565
22954809010497,74.965282
22954812010497,74.965282
238861042489998,224.895847
238861077489998,2923.646014
238861080489998,224.895847
238861111489998,374.826412
238861112489998,74.965282
238861165489998,74.965282
238861229489998,3523.368275
238861440489998,899.583389
238861590489998,1124.479237
238861596489998,449.791695
238861749489998,374.826412
24122543010900,149.930565
24126063010900,149.930564
24150792010900,674.687542
24155367010900,74.965282
24155744010900,224.895847
24167452010900,299.86113
24168542010900,449.791695
24169469010900,2323.923756
24170596010900,749.652824
24171695010900,149.930565
24172101010900,2848.6807310000004
24172809010900,1124.479237
24174388010900,1349.375083
24174610010900,824.618107
24185416010900,74.965282
24186143010900,224.895847
24186703010900,74.965282
24191871010900,824.618106
24192363010900,749.652823
24193687010900,899.583389
24194797010900,149.930564
24204728010900,449.791695
24205290010900,1499.3056490000001
24205862010900,1349.3750850000001
24461851010900,149.930565
24463413010900,149.930564
24478447010900,74.965282
24478997010900,224.895847
24479417010900,524.756976
24479822010900,74.965282
24482958010900,74.965282
24484302010900,224.895847
24501439010900,1199.4445190000001
24502332010900,824.618106
24502803010900,1349.375084
24508760010900,749.652825
24509014010900,224.895847
24509233010900,524.756977
24510325010900,224.895847
24510895010900,824.618106
24511344010900,74.965282
24536111010900,1649.236213
24536760010900,374.826412
24536986010900,1499.305649
24538987010900,149.930564
24539568010900,599.72226
24827166010900,74.965282
24839635010900,74.965282
24840109010900,74.965282
24840377010900,674.687542
24840869010900,3373.4377090000003
24852682010900,149.930564
24852818010900,74.965282
24853023010900,74.965282
24853515010900,449.791694
24854901010900,74.965282
24855693010900,299.861129
24856074010900,524.756977
24860191010900,74.965282
25070007010900,3523.368276
25070287010900,149.930565
25070604010900,449.791694
25076199010900,2024.062626
25077628010900,3298.472428
25077876010900,3073.57658
25078480010900,149.930564
25079127010900,1799.166777
25095250010900,524.756977
25095869010900,149.930565
25096104010900,599.722259
25096348010900,149.930564
25096791010900,74.965282
273639958489998,674.687542
273641168489998,224.895847
273642717489998,299.861129
273642764489998,374.826412
290008186489998,749.652825
290008197489998,2548.8196040000003
290008401489998,1124.4792360000001
290008435489998,674.687542
290008480489998,1199.444517
290008481489998,1724.2014960000001
290008487489998,299.86113
290008558489998,224.895847
290008561489998,74.965282
290008570489998,524.756977
290008614489998,74.965282
290008660489998,149.930565
290008673489998,824.618107
290008704489998,299.86113
290008707489998,2698.750169
290008713489998,149.930565
290008760489998,149.930565
290008833489998,2323.923756
290008975489998,74.965282
29394732010497,824.618107
29394733010497,449.791694
29394738010497,2173.993192
29394880010497,599.722259
29394885010497,3898.194687
29395005010497,2099.027907
29395010010497,2398.889037
29395012010497,1949.097343
29395018010497,524.756977
29395510010497,1799.166778
29395511010497,2323.923755
29395531010497,2173.993191
29395541010497,599.722259
29395551010497,74.965282
29395552010497,824.618107
29395554010497,299.86113
29395560010497,74.965282
29395563010497,149.930565
29395579010497,299.861129
29395586010497,74.965282
29395608010497,824.618107
29395628010497,299.861129
29395632010497,299.86113
29395633010497,2323.923756
29395635010497,2998.611296
29395638010497,2623.784886
29395639010497,1499.305649
29395641010497,524.756977
29395645010497,599.72226
29395646010497,449.791694
29395661010497,374.826412
29395663010497,1949.0973439999998
29395670010497,74.965282
29395672010497,599.72226
29395676010497,149.930564
29395678010497,299.861129
29395680010497,1424.340366
29395685010497,1499.305648
29395690010497,1199.444514
29395700010497,824.618106
29395713010497,1199.4445190000001
29395725010497,1499.3056470000001
29395727010497,749.652823
29395736010497,2248.958473
29395739010497,74.965282
29881462010497,7571.4935270000005
29881470010497,3148.541863
29881550010497,374.826412
29881554010497,299.86113
29881560010497,749.652825
29881562010497,599.722259
29881630010497,14393.334229
29881633010497,4347.986382
29881727010497,299.861129
29881794010497,1124.479237
29881798010497,149.930564
29881805010497,674.687541
29881887010497,9445.625589
29881968010497,1274.4098020000001
29881971010497,149.930564
29882044010497,374.826411
29882708010497,749.652825
29882745010497,1124.479237
29882749010497,4947.708642
29882753010497,449.791694
29882754010497,1349.375084
29882786010497,374.826412
29882793010497,674.687541
29882835010497,599.722259
29882841010497,224.895847
29882865010497,1724.201496
29882901010497,449.791695
29882941010497,2099.027909
29882958010497,74.965282
29882961010497,1424.340367
29883006010497,1349.3750839999998
29883052010497,599.722258
29883062010497,2323.923756
29883072010497,3223.5071439999997
29883076010497,674.687542
29883086010497,4722.812795
29883141010497,74.965282
29883153010497,3223.507144
29883206010497,524.756977
29883211010497,824.618106
29883212010497,224.895847
29883214010497,149.930565
29883219010497,899.583389
29883220010497,374.826412
29883247010497,224.895847
29883254010497,74.965282
29883275010497,674.687541
29883315010497,3823.2294009999996
29883325010497,3073.57658
29883332010497,524.756977
29883367010497,3373.437709
29883385010497,149.930565
29883428010497,74.965282
29883469010497,1124.4792360000001
29883498010497,374.826412
29883505010497,1274.409801
29883552010497,2099.027908
30763537020004,1199.44452
30763894020004,74.965282
30764101020004,74.965282
30764168020004,449.791695
30764199020004,449.791694
30764214020004,74.965282
30764246020004,1049.513954
30764679020004,449.791695
30764680020004,224.895847
30764730020004,374.826412
30764778020004,1049.513952
30764837020004,1349.375082
30852420020004,449.791695
30852428020004,824.618105
30852439020004,74.965282
30852443020004,1124.479237
30852582020004,224.895846
30852585020004,74.965282
345933400489998,224.895847
345933401489998,524.756977
345933430489998,599.72226
345933841489998,299.86113
345934013489998,824.618107
345936690489998,1349.375084
346864041489998,449.791694
346864146489998,149.930564
346864215489998,1274.409802
346864261489998,1799.166778
346864275489998,449.791694
346864353489998,1349.375084
346864368489998,1049.513954
346864421489998,524.756977
346864465489998,1124.479237
346864572489998,27437.293376
346864641489998,149.930564
40220424010497,149.930564
40220467010497,1349.375084
40220484010497,374.826412
40220493010497,224.895847
40220511010497,74.965282
40220529010497,6147.1531589999995
40220530010497,2173.99319
40220538010497,449.791695
40220546010497,674.68754
40220598010497,899.583389
40220613010497,749.652823
40220631010497,5772.326749
40220639010497,899.583388
40220653010497,3373.4377079999995
40220665010497,149.930564
40220671010497,4497.916948
40220673010497,74.965282
40220683010497,974.548671
40220690010497,674.687542
40220698010497,599.72226
40220711010497,23614.063973
40220725010497,6596.944854
40220733010497,149.930565
40220734010497,74.965282
40220739010497,2998.6112989999997
40220744010497,524.756977
40220745010497,149.930564
40220746010497,674.687542
40220750010497,149.930564
40220756010497,674.687542
40220757010497,74.965282
40220763010497,299.861129
40220764010497,599.722259
40220765010497,974.548672
40220768010497,299.861129
40220791010497,449.791694
40220792010497,824.618107
40220807010497,374.826412
40220811010497,1124.479237
40220824010497,824.618107
40220826010497,2623.784885
40220847010497,224.895847
40220849010497,74.965282
40220851010497,824.618106
40220853010497,524.756977
40220859010497,449.791695
40220864010497,974.548672
40220870010497,6372.049008
40220877010497,1574.270931
40220887010497,1274.409801
40220900010497,374.826412
40403429010497,74.965282
40403432010497,224.895847
40403456010497,74.965282
40403468010497,1199.4445190000001
40403470010497,74.965282
40403474010497,299.86113
40403483010497,449.791694
40403501010497,3298.472428
40403585010497,1499.305649
40403589010497,824.618106
40403603010497,2024.062624
412220193489998,224.895847
412220854489998,449.791695
412220900489998,974.548671
412221277489998,149.930565
412221388489998,74.965282
412222190489998,74.965282
412222727489998,374.826412
412223119489998,4572.882229
412223276489998,299.86113
444202116489998,824.618107
444202161489998,74.965282
444202209489998,374.826412
444202270489998,599.72226
444202276489998,449.791694
444202324489998,2173.99319
444202359489998,824.618106
444202461489998,12294.306321999999
444202517489998,899.583389
444202715489998,374.826412
444202723489998,749.652825
44540506020004,599.722259
44541509020004,149.930565
44541947020004,2623.784886
44542222020004,224.895847
44542279020004,5547.430902
44542418020004,524.756975
44542944020004,599.722259
44543397020004,74.965282
48202603010497,149.930565
48202645010497,374.82641
48202698010497,449.791694
48203173010497,299.861129
48203254010497,2473.8543200000004
48203266010497,149.930564
48203391010497,1874.1320610000002
48203392010497,1574.270931
48203713010497,6521.979572
48204012010497,2998.611297
48204013010497,299.86113
48204083010497,74.965282
48204090010497,1049.513954
48204252010497,599.722259
48204447010497,1874.132061
48204657010497,374.826412
48204755010497,224.895846
48204802010497,1124.4792360000001
48204893010497,3448.402992
48204971010497,824.618107
48204985010497,74.965282
48205092010497,1199.444518
48205110010497,449.791695
48205133010497,749.652824
48205164010497,2923.646014
48205187010497,224.895847
48205205010497,899.583389
48205244010497,149.930565
48205354010497,5697.361465
48205403010497,2248.958473
48205423010497,74.965282
48205591010497,599.72226
48205657010497,4347.986381
48205698010497,1949.09734
48205866010497,299.861129
48206094010497,599.722258
48206095010497,74.965282
48206154010497,524.756977
48206157010497,1574.270932
48206195010497,2099.027907
48206204010497,374.826412
48206206010497,449.791695
48206207010497,1799.16678
48206239010497,149.930564
48206256010497,524.756977
48206271010497,74.965282
48206304010497,74.965282
48206364010497,299.861129
48206367010497,1499.305648
48206369010497,449.791695
48206381010497,824.618107
48206385010497,1949.097343
48206424010497,2623.784886
48206533010497,74.965282
48206537010497,374.826412
48206541010497,1424.340367
48206545010497,74.965282
48206566010497,599.722259
48206583010497,1274.409801
48206638010497,1649.236214
48206719010497,524.756977
48206724010497,224.895847
48206732010497,74.965282
484818983489998,749.652825
484819175489998,1049.513955
484819177489998,524.756976
484819185489998,1949.0973439999998
484819187489998,149.930565
484819199489998,3073.57658
484819223489998,299.861128
484819307489998,599.722259
490387801126144,299.86113
490388036126144,74.965282
490388037126144,74.965282
490388060126144,1274.409802
490388144126144,224.895847
490388172126144,674.687541
490388203126144,824.618107
490388266126144,899.58339
490388283126144,4947.708642
490388322126144,74.965282
490388354126144,4872.74336
490388366126144,224.895847
490388383126144,1124.479237
498302558126144,1349.375083
558629250126144,749.652825
558629503126144,74.965282
558629509126144,2773.7154499999997
558629516126144,224.895847
558629614126144,149.930565
558629640126144,299.861129
558630708126144,224.895847
558630778126144,749.652824
558630781126144,299.86113
558630830126144,1649.236214
558630832126144,149.930564
558630833126144,1274.4098010000002
558630852126144,74.965282
558630857126144,749.652824
558630966126144,224.895847
558630970126144,1424.340367
558630986126144,374.826412
5931423010901,1424.340367
645308564126144,224.895847
645308616126144,374.826412
645308625126144,149.930564
645308766126144,449.791694
645308792126144,74.965282
645308804126144,1349.375084
645308871126144,224.895847
645308878126144,74.965282
645308912126144,824.618105
714228984290487,74.965282
714229255290487,149.930564
714229256290487,1424.3403660000001
714229311290487,299.861129
714229313290487,4048.125252
714229362290487,374.826412
714229363290487,524.756977
714229386290487,4497.916947
714229389290487,374.826412
714229409290487,749.652825
714229410290487,74.965282
714229412290487,74.965282
8612300010901,299.861129
8612719010901,1049.513954
8612980010901,4422.951663
8613355010901,374.826412
8621937010901,74.965282
8622315010901,974.548672
8622633010901,74.965282
8623242010901,149.930565
8623431010901,74.965282
8624216010901,74.965282
8624376010901,1124.4792360000001
8624556010901,524.756977
8624929010901,749.652825
8625568010901,1949.097343
8625973010901,1649.236214
8626429010901,1274.409801
8626869010901,299.861129
8632012010901,2698.750168
8632295010901,3298.4724269999997
8633064010901,74.965282
8633475010901,674.687542
8633631010901,1874.1320609999998
8637097010901,749.652825
8637511010901,749.652825
8638626010901,824.618105
8638793010901,524.756977
8643642010901,899.583388
8644086010901,449.791694
8644227010901,449.791692
8649647010901,449.791695
8649750010901,824.618106
8650442010901,1574.270931
8650592010901,674.687542
8650805010901,149.930565
8655191010901,2998.611298
